1059194699	20220719	202207	2022	2022.5452	BUS	BANK						BUS													1	010	010	01	1	0.0	10	1	10	-10.1769911504425	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818181500	https://www.ncr-iran.org/en/ncri-statements/statement-human-rights/iran-nine-prisoners-executed-in-four-days/
1059194700	20220719	202207	2022	2022.5452	GOVHLH	MINIST FOR HEALTH						GOV	HLH												1	012	012	01	1	-0.4	10	1	10	-0.95846645367412	5	Laois, Laois, Ireland	EI	EI15	18305	53	-7.4	-1504100	0								5	Laois, Laois, Ireland	EI	EI15	18305	53	-7.4	-1504100	20220818181500	https://laois-nationalist.ie/2022/08/18/advisory-group-on-monkeypox-will-bring-additional-governance-cmo/
1059194701	20220719	202207	2022	2022.5452	MIL	AIR FORCE						MIL			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	4	1	4	-2.23367697594502	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220818181500	https://www.theguardian.com/uk-news/2022/aug/18/raf-is-unashamed-of-its-diversity-targets-says-head-of-recruitment
1059194702	20220719	202207	2022	2022.5452	MIL	AIR FORCE						MIL			GOV	CHIEF OF STAFF						GOV			1	013	013	01	1	0.4	6	1	6	-2.23367697594502	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220818181500	https://www.theguardian.com/uk-news/2022/aug/18/raf-is-unashamed-of-its-diversity-targets-says-head-of-recruitment
1059194703	20220719	202207	2022	2022.5452	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			0	060	060	06	2	6.0	6	1	6	0	3	New Haven, Connecticut, United States	US	USCT	CT009	41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20220818181500	https://www.nbcconnecticut.com/tag/tweed-new-haven-airport/
1059194704	20220719	202207	2022	2022.5452	USABUS	AMERICAN	USA					BUS			USA	AMERICAN	USA								0	060	060	06	2	6.0	2	1	2	0	3	New Haven, Connecticut, United States	US	USCT	CT009	41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	3	New Haven, Connecticut, United States	US	USCT		41.3082	-72.9282	209231	20220818181500	https://www.nbcconnecticut.com/tag/tweed-new-haven-airport/
1059194705	20220811	202208	2022	2022.6055	GOV	ADMINISTRATION						GOV													1	193	193	19	4	-10.0	10	1	10	0.81799591002045	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818181500	https://www.ibtimes.com/us-boost-monkeypox-vaccine-supply-18-million-extra-doses-3603526
1059194706	20220811	202208	2022	2022.6055	ISRGOVMIL	ISRAEL	ISR					GOV	MIL		USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.1764705882353	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220818181500	https://wkzo.com/2022/08/18/israeli-pm-speaks-to-germanys-scholz-on-iran-nuclear-deal/
1059194707	20220811	202208	2022	2022.6055	ISRGOVMIL	ISRAEL	ISR					GOV	MIL		USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.1764705882353	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818181500	https://wkzo.com/2022/08/18/israeli-pm-speaks-to-germanys-scholz-on-iran-nuclear-deal/
1059194708	20220811	202208	2022	2022.6055	ISRGOVMIL	ISRAEL	ISR					GOV	MIL		USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	-1.1764705882353	1	Iran	IR	IR		32	53	IR	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220818181500	https://wkzo.com/2022/08/18/israeli-pm-speaks-to-germanys-scholz-on-iran-nuclear-deal/
1059194709	20220811	202208	2022	2022.6055	MED	JOURNALIST						MED			SYRGOV	SYRIA	SYR					GOV			1	173	173	17	4	-5.0	6	1	6	-6.20347394540943	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220818181500	https://nationalinterest.org/blog/middle-east-watch/ten-years-later-syria-still-denies-holding-american-journalist-204302
1059194710	20220811	202208	2022	2022.6055	MED	JOURNALIST						MED			SYRGOV	SYRIA	SYR					GOV			1	173	173	17	4	-5.0	4	1	4	-6.20347394540943	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220818181500	https://nationalinterest.org/blog/middle-east-watch/ten-years-later-syria-still-denies-holding-american-journalist-204302
1059194711	20220811	202208	2022	2022.6055	USA	RALEIGH	USA								COP	DEPUTY						COP			1	173	173	17	4	-5.0	10	1	10	-6.36363636363636	3	Wake County, North Carolina, United States	US	USNC	NC183	35.7835	-78.6331	1008592	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194712	20220811	202208	2022	2022.6055	USA	RALEIGH	USA								COP	DEPUTY						COP			1	190	190	19	4	-10.0	8	1	8	-6.36363636363636	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194713	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	190	190	19	4	-10.0	2	1	2	-6.36363636363636	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194714	20220811	202208	2022	2022.6055	USA	RALEIGH	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	4	1	4	-6.36363636363636	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194715	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	2	1	2	-6.36363636363636	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194716	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								MED	JOURNALIST						MED			1	010	010	01	1	0.0	3	1	3	-6.20347394540943	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818181500	https://nationalinterest.org/blog/middle-east-watch/ten-years-later-syria-still-denies-holding-american-journalist-204302
1059194717	20220811	202208	2022	2022.6055	USAGOV	THE WHITE HOUSE	USA					GOV			MED	JOURNALIST						MED			1	010	010	01	1	0.0	3	1	3	-6.20347394540943	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818181500	https://nationalinterest.org/blog/middle-east-watch/ten-years-later-syria-still-denies-holding-american-journalist-204302
1059194718	20220811	202208	2022	2022.6055	USAGOV	THE WHITE HOUSE	USA					GOV			MED	JOURNALIST						MED			1	010	010	01	1	0.0	1	1	1	-6.20347394540943	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818181500	https://nationalinterest.org/blog/middle-east-watch/ten-years-later-syria-still-denies-holding-american-journalist-204302
1059194719	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	0.67415730337079	0								3	Meadowview, North Carolina, United States	US	USNC	NC097	35.8404	-80.8381	1006002	3	Meadowview, North Carolina, United States	US	USNC	NC097	35.8404	-80.8381	1006002	20220818181500	https://www.daily-journal.com/life/entertainment/this-weekend-at-the-movies-aug-19-2022/article_9f9f1674-1d9d-11ed-942f-cb965842a745.html
1059194720	20220818	202208	2022	2022.6247											AGO	ANGOLA	AGO								0	030	030	03	1	4.0	5	1	5	0	0								1	Angola	AO	AO		-12.5	18.5	AO	1	Angola	AO	AO		-12.5	18.5	AO	20220818181500	https://www.dailymaverick.co.za/article/2022-08-18-little-optimism-of-free-and-fair-angola-elections-ahead-of-voting-day/
1059194721	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	3	1	3	0.17889087656529	0								4	Barossa, South Australia, Australia	AS	AS05	5299	-34.65	138.833	-1557625	4	Barossa, South Australia, Australia	AS	AS05	5299	-34.65	138.833	-1557625	20220818181500	https://www.forbes.com/sites/karlsson/2022/08/18/wynns-john-riddoch-top-cabernet-sauvignon-from-the-famous-red-soil-of-coonawarra-in-australia/
1059194722	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	173	173	17	4	-5.0	2	1	2	0.17889087656529	0								4	Coonawarra, South Australia, Australia	AS	AS05	5320	-37.3	140.817	-1567169	4	Coonawarra, South Australia, Australia	AS	AS05	5320	-37.3	140.817	-1567169	20220818181500	https://www.forbes.com/sites/karlsson/2022/08/18/wynns-john-riddoch-top-cabernet-sauvignon-from-the-famous-red-soil-of-coonawarra-in-australia/
1059194723	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	014	014	01	1	0.0	20	1	20	-2.59067357512953	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220818181500	https://1061kissfm.iheart.com/content/2022-08-18-texas-company-trying-to-bring-back-extinct-animal/
1059194724	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	030	030	03	1	4.0	20	1	20	-2.59067357512953	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220818181500	https://1061kissfm.iheart.com/content/2022-08-18-texas-company-trying-to-bring-back-extinct-animal/
1059194725	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	036	036	03	1	4.0	12	2	12	1.34192395283807	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818181500	http://www.msn.com/en-us/entertainment/news/brian-stelter-out-at-cnn-as-network-cancels-media-show-reliable-sources/ar-AA10Ocpo
1059194726	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	6	1	6	-3.69068541300527	0								4	Komodo, Indonesia (general), Indonesia	ID	ID00	18585	-8.58333	119.5	-2683074	4	Komodo, Indonesia (general), Indonesia	ID	ID00	18585	-8.58333	119.5	-2683074	20220818181500	http://www.euronews.com/travel/2022/08/18/weve-travelled-too-cheap-for-too-long-are-tourism-taxes-a-good-idea
1059194727	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	084	084	08	2	7.0	20	1	20	-2.59067357512953	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220818181500	https://1061kissfm.iheart.com/content/2022-08-18-texas-company-trying-to-bring-back-extinct-animal/
1059194728	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	174	174	17	4	-5.0	10	1	10	5.18761017375976	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220818181500	https://www.forbes.com/sites/forbes-personal-shopper/2022/08/18/best-office-chairs/
1059194729	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								1	042	042	04	1	1.9	1	1	1	4.0590405904059	0								4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	20220818181500	https://www.kelownadailycourier.ca/entertainment/article_b7d6f3a2-1f0e-11ed-964a-5fb470449465.html
1059194730	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	4.0590405904059	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818181500	https://www.kelownadailycourier.ca/entertainment/article_b7d6f3a2-1f0e-11ed-964a-5fb470449465.html
1059194731	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								0	061	061	06	2	6.4	5	1	5	0.77279752704792	0								4	Fort Saskatchewan, Alberta, Canada	CA	CA01	154724	53.7167	-113.2	-564833	4	Fort Saskatchewan, Alberta, Canada	CA	CA01	154724	53.7167	-113.2	-564833	20220818181500	https://fortsaskonline.com/articles/bullish-wheat-market-ahead
1059194732	20220818	202208	2022	2022.6247											CHE	DAVOS	CHE								0	040	040	04	1	1.0	5	1	5	-1.42857142857143	0								4	Li Peng, Zhejiang, China	CH	CH02	13323	30.8393	119.956	11018891	4	Li Peng, Zhejiang, China	CH	CH02	13323	30.8393	119.956	11018891	20220818181500	https://www.dailymaverick.co.za/article/2022-08-18-the-1994-unwritten-social-compact-why-the-anc-made-mistakes-early-on-and-still-struggles-to-correct-its-course/
1059194733	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-5.28455284552846	0								3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	20220818181500	https://www.newsweek.com/chad-brown-prolific-horse-trainer-charged-attack-against-woman-1734955
1059194734	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	020	020	02	1	3.0	2	1	2	-5.28455284552846	0								3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	3	Saratoga Springs, New York, United States	US	USNY		43.0831	-73.7846	964489	20220818181500	https://www.newsweek.com/chad-brown-prolific-horse-trainer-charged-attack-against-woman-1734955
1059194735	20220818	202208	2022	2022.6247											COP	POLICE OFFICER						COP			1	112	112	11	3	-2.0	10	1	10	-8.69565217391304	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220818181500	https://www.indystar.com/story/news/local/2022/08/18/ex-carmel-police-officer-charges-facebook-comments-identity-deception/65409346007/
1059194736	20220818	202208	2022	2022.6247											COP	DEPUTY						COP			1	1123	112	11	3	-2.0	6	1	6	-6.36363636363636	0								3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194737	20220818	202208	2022	2022.6247											COP	DEPUTY						COP			1	190	190	19	4	-10.0	6	1	6	-6.36363636363636	0								3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	20220818181500	https://apnews.com/article/shootings-north-carolina-raleigh-160a2b3fc8f390d4fe97f212afec68ad
1059194738	20220818	202208	2022	2022.6247											CVL	TOURIST						CVL			1	020	020	02	1	3.0	10	1	10	-3.69068541300527	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220818181500	http://www.euronews.com/travel/2022/08/18/weve-travelled-too-cheap-for-too-long-are-tourism-taxes-a-good-idea
1059194739	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	2.04978038067349	0								3	Citrus County, Florida, United States	US	USFL		28.8747	-82.4582	295752	3	Citrus County, Florida, United States	US	USFL		28.8747	-82.4582	295752	20220818181500	https://www.chronicleonline.com/news/education/school-district-successful-in-active-recruiting-amid-teacher-shortage/article_675f29c2-ca06-501a-bde4-6fa1ff985293.html
1059194740	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	10	1	10	-5.76540755467197	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20220818181500	https://www.stuff.co.nz/national/politics/129610105/the-tiny-district-with-conspiracy-theorists-standing-for-election
1059194741	20220818	202208	2022	2022.6247											CVL	ENGINEER						CVL			0	051	051	05	1	3.4	2	1	2	-0.91116173120729	0								3	Lincoln University, Pennsylvania, United States	US	USPA		39.8087	-75.9269	1179400	3	Lincoln University, Pennsylvania, United States	US	USPA		39.8087	-75.9269	1179400	20220818181500	https://www.jdsupra.com/legalnews/mind-over-matter-court-finds-expert-8658492/
1059194742	20220818	202208	2022	2022.6247											CVL	IMMIGRANT						CVL			1	051	051	05	1	3.4	5	1	5	-3.44332855093257	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818181500	https://www.npr.org/transcripts/1117953720
1059194743	20220818	202208	2022	2022.6247											CVL	ENGINEER						CVL			0	051	051	05	1	3.4	9	1	6	-0.91116173120729	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818181500	https://www.jdsupra.com/legalnews/mind-over-matter-court-finds-expert-8658492/
1059194744	20220818	202208	2022	2022.6247											CVL	IMMIGRANT						CVL			1	120	120	12	3	-4.0	5	1	5	-3.44332855093257	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20220818181500	https://www.npr.org/transcripts/1117953720
1059194745	20220818	202208	2022	2022.6247											DZA	HIPPO	DZA								1	036	036	03	1	4.0	8	1	8	1.24416796267496	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20220818181500	https://www.wvxu.org/local-news/2022-08-18/photos-baby-fritz-hippo-cincinnati-zoo
1059194746	20220818	202208	2022	2022.6247											EDU	COLLEGE						EDU			0	036	036	03	1	4.0	6	1	6	-4.86257928118394	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818181500	https://www.theguardian.com/australia-news/2022/aug/19/unethical-for-gps-to-charge-to-prescribe-covid-antivirals-australian-charity-says
1059194747	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	3	1	3	3.85395537525355	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818181500	https://www.wharfedaleobserver.co.uk/news/20671788.fantastic-five-among-all-star-students-bradford-grammar-school/
1059194748	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	0.516795865633078	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220818181500	https://kmmsam.com/back-to-school-food-drive-helps-kids-in-and-around-bozeman/
