1059169116	20220811	202208	2022	2022.6055	MOS	ISLAMIC				MOS					GOV	SECURITY COUNCIL						GOV			0	040	040	04	1	1.0	2	1	2	-6.64451827242525	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	4	Bamako, Bamako, Mali	ML	ML01	81878	12.65	-8	-1064708	20220818151500	https://www.foxnews.com/world/mali-africas-afghanistan-france-withdraw-troops-terror-groups-run-amok
1059169117	20220811	202208	2022	2022.6055	MOS	ISLAMIC				MOS					GOV	SECURITY COUNCIL						GOV			0	040	040	04	1	1.0	8	1	8	-6.64451827242525	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220818151500	https://www.foxnews.com/world/mali-africas-afghanistan-france-withdraw-troops-terror-groups-run-amok
1059169118	20220817	202208	2022	2022.6219	GRD	GRENADA	GRD								TTO	TRINIDAD	TTO								1	173	173	17	4	-5.0	10	1	10	1.0752688172043	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20220818151500	https://www.cnc3.co.tt/4-trinis-in-harbour-master-fracas-fined-released/
1059169119	20220818	202208	2022	2022.6247											BUS	BANK						BUS			1	020	020	02	1	3.0	6	1	6	-7.03363914373089	0								4	Aflao, Volta, Ghana	GH	GH08	190563	6.11982	1.19012	-2068362	4	Aflao, Volta, Ghana	GH	GH08	190563	6.11982	1.19012	-2068362	20220818151500	https://thechronicle.com.gh/two-car-snatchers-prepared-for-court/
1059169120	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	3	1	3	3.52220520673813	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220818151500	https://www.oldham-chronicle.co.uk/news-features/139/main-news/147549/a-level-results-day-crompton-house-head-praises-recipe-for-success
1059169121	20220818	202208	2022	2022.6247											BUS	BANK						BUS			0	046	046	04	1	7.0	10	1	10	-0.55045871559633	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220818151500	https://economictimes.indiatimes.com/news/economy/foreign-trade/india-may-settle-cuba-trade-in-rupees/articleshow/93644569.cms
1059169122	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								0	080	080	08	2	5.0	5	1	5	-9.70588235294113	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220818151500	https://www.mirror.co.uk/news/us-news/serial-killer-sex-slave-owner-27775461
1059169123	20220818	202208	2022	2022.6247											CAN	MONTREAL	CAN								1	190	190	19	4	-10.0	10	1	10	-2.72108843537415	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220818151500	https://montreal.ctvnews.ca/fire-at-the-theatre-du-nouveau-monde-people-asked-to-avoid-the-quartier-des-spectacles-1.6031981
1059169124	20220818	202208	2022	2022.6247											CANGOV	MONTREAL	CAN					GOV			1	190	190	19	4	-10.0	6	1	6	-2.72108843537415	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220818151500	https://montreal.ctvnews.ca/fire-at-the-theatre-du-nouveau-monde-people-asked-to-avoid-the-quartier-des-spectacles-1.6031981
1059169125	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	100	100	10	3	-5.0	10	1	10	-1.00686498855835	0								5	Yobe, Yobe, Nigeria	NI	NI44	23119	12	11.5	9153504	5	Yobe, Yobe, Nigeria	NI	NI44	23119	12	11.5	9153504	20220818151500	https://guardian.ng/opinion/moments-of-reflection/
1059169126	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	130	130	13	3	-4.4	1	1	1	-4.95412844036697	0								1	China	CH	CH		35	105	CH	1	Mexico	MX	MX		23	-102	MX	20220818151500	https://www.foxnews.com/politics/white-house-announces-funding-youth-substance-abuse-programs-tackle-overdose-epidemic
1059169127	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	130	130	13	3	-4.4	1	1	1	-4.95412844036697	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220818151500	https://www.foxnews.com/politics/white-house-announces-funding-youth-substance-abuse-programs-tackle-overdose-epidemic
1059169128	20220818	202208	2022	2022.6247											COP	LAW ENFORCEMENT AGENCY						COP			1	161	161	16	4	-4.0	10	1	10	-8.02919708029199	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220818151500	https://www.desiblitz.com/content/jacqueline-fernandez-named-as-accused-in-extortion-case
1059169129	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	036	036	03	1	4.0	5	1	5	0	0								4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	20220818151500	https://www.echo-news.co.uk/news/20671538.southend-airport-set-host-famous-red-arrows/
1059169130	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	2.72727272727272	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220818151500	https://www.state.gov/first-cities-summit-of-the-americas-to-be-held-april-26-28-2023-in-denver/
1059169131	20220818	202208	2022	2022.6247											CVL	CITIZEN						CVL			1	190	190	19	4	-10.0	5	1	5	-9.04733373277415	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
1059169132	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			0	036	036	03	1	4.0	1	1	1	3.52220520673813	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20220818151500	https://www.oldham-chronicle.co.uk/news-features/139/main-news/147549/a-level-results-day-crompton-house-head-praises-recipe-for-success
1059169133	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			0	040	040	04	1	1.0	10	1	10	1.59362549800797	0								4	Wallasey, Wirral, United Kingdom	UK	UKQ1	40121	53.4333	-3.06667	-2610796	4	Wallasey, Wirral, United Kingdom	UK	UKQ1	40121	53.4333	-3.06667	-2610796	20220818151500	https://www.liverpoolecho.co.uk/news/liverpool-news/student-celebrates-success-makes-liverpool-24790323
1059169134	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	040	040	04	1	1.0	10	1	10	1.97005516154453	0								3	Stromsburg, Nebraska, United States	US	USNE	NE143	41.1142	-97.5989	833862	3	Stromsburg, Nebraska, United States	US	USNE	NE143	41.1142	-97.5989	833862	20220818151500	https://norfolkdailynews.com/news/international-travel-returns-for-northeast-community-college-student/article_813d366a-1f01-11ed-a134-57da5121697e.html
1059169135	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	5.3742802303263	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220818151500	https://www.taosnews.com/news/education/bridges-project-for-education-is-ready-for-school-season/article_90d33d84-7261-5615-a922-26295784081f.html
1059169136	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	10	1	10	-4.14438502673797	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220818151500	https://evolutionnews.org/2022/08/big-science-is-the-toxic-spoiled-brat-of-academic-life/
1059169137	20220818	202208	2022	2022.6247											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	10	1	10	7.84753363228699	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220818151500	https://www.grandforksherald.com/prairie-business/minot-state-development-foundation-sets-record-for-philanthropic-production
1059169138	20220818	202208	2022	2022.6247											EGY	EGYPT	EGY								1	051	051	05	1	3.4	1	1	1	-1.41843971631206	0								4	Arab African International Bank, Al Jizah, Egypt	EG	EG08	65350	30.0523	31.1963	11241926	4	Arab African International Bank, Al Jizah, Egypt	EG	EG08	65350	30.0523	31.1963	11241926	20220818151500	https://www.khaleejtimes.com/business/egypts-sisi-names-hassan-abdullah-as-caretaker-cbank-head
1059169139	20220818	202208	2022	2022.6247											FIN	FINNISH	FIN								1	150	150	15	4	-7.2	10	1	10	-3.42679127725857	0								4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	20220818151500	https://www.aljazeera.com/news/2022/8/18/finland-says-russian-fighter-jets-violated-its-airspace
1059169140	20220818	202208	2022	2022.6247											FRA	FRENCH	FRA								0	043	043	04	1	2.8	1	1	1	-6.64451827242525	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220818151500	https://www.foxnews.com/world/mali-africas-afghanistan-france-withdraw-troops-terror-groups-run-amok
1059169141	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	3	1	3	1.97005516154453	0								5	County Donegal, Donegal, Ireland	EI	EI06	18287	54.9167	-8	-1502377	5	County Donegal, Donegal, Ireland	EI	EI06	18287	54.9167	-8	-1502377	20220818151500	https://norfolkdailynews.com/news/international-travel-returns-for-northeast-community-college-student/article_813d366a-1f01-11ed-a134-57da5121697e.html
1059169142	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	5	1	5	0	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818151500	https://northafricapost.com/59969-uk-to-cut-import-taxes-on-99-of-goods-imported-from-africa.html
1059169143	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	1124	112	11	3	-2.0	4	1	4	-9.40919037199127	0								4	Broadmoor, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.7172	-4.755	9160576	4	Broadmoor, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.7172	-4.755	9160576	20220818151500	https://www.womanandhome.com/us/life/royal-news/windsor-castle-intruder-with-supersonic-crossbow-confessed-plans-to-kill-the-queen-as-revenge/
1059169144	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	1	1	1	-9.40919037199127	0								4	Broadmoor, Pembrokeshire, United Kingdom	UK	UKY7	40180	51.7172	-4.755	9160576	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20220818151500	https://www.womanandhome.com/us/life/royal-news/windsor-castle-intruder-with-supersonic-crossbow-confessed-plans-to-kill-the-queen-as-revenge/
1059169145	20220818	202208	2022	2022.6247											GHA	GHANAIAN	GHA								1	110	110	11	3	-2.0	10	1	10	2.21518987341772	0								4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	20220818151500	https://thechronicle.com.gh/ghana-still-marking-time-in-spite-of-65-years-of-indece-duncan-williams/
1059169146	20220818	202208	2022	2022.6247											GHA	GHANA	GHA								0	111	111	11	3	-2.0	4	1	4	0.36429872495446	0								5	Upper East Region, Upper East, Ghana	GH	GH10	190690	10.75	-0.75	-2079784	5	Upper East Region, Upper East, Ghana	GH	GH10	190690	10.75	-0.75	-2079784	20220818151500	https://www.modernghana.com/news/1177973/blame-hopeson-adorye-for-his-reckless-comment.html
1059169147	20220818	202208	2022	2022.6247											GHAMED	ACCRA	GHA					MED			1	046	046	04	1	7.0	6	1	6	0.36429872495446	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220818151500	https://www.modernghana.com/news/1177973/blame-hopeson-adorye-for-his-reckless-comment.html
1059169148	20220818	202208	2022	2022.6247											GOV	PRINCE						GOV			1	020	020	02	1	3.0	10	1	10	0.6993006993007	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20220818151500	https://www.womanandhome.com/us/life/royal-news/the-daft-royal-tradition-ended-by-the-queen-after-prince-philips-complaints-revealed/
1059169149	20220818	202208	2022	2022.6247											GOV	GOVERNMENT						GOV			1	036	036	03	1	4.0	10	1	10	-4.12844036697248	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220818151500	https://hetq.am/en/article/147444
1059169150	20220818	202208	2022	2022.6247											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	10	1	10	-4.12844036697248	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220818151500	https://hetq.am/en/article/147444
1059169151	20220818	202208	2022	2022.6247											GOV	PRINCE						GOV			1	110	110	11	3	-2.0	10	1	10	0.6993006993007	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20220818151500	https://www.womanandhome.com/us/life/royal-news/the-daft-royal-tradition-ended-by-the-queen-after-prince-philips-complaints-revealed/
1059169152	20220818	202208	2022	2022.6247											GOV	PRIME MINISTER						GOV			0	111	111	11	3	-2.0	2	1	2	4.33734939759036	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220818151500	https://www.ndtv.com/india-news/10-things-to-know-about-the-freebies-case-in-supreme-court-3266313
1059169153	20220818	202208	2022	2022.6247											GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	5	1	5	-2.5	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220818151500	https://canadafreepress.com/article/the-foundation-laid-by-our-forefathers-becoming-noticeably-weak-the-stones-turning-into-sand
1059169154	20220818	202208	2022	2022.6247											GOVMIL	DEFENCE MINIST						GOV	MIL		1	040	040	04	1	1.0	3	1	3	-3.42679127725857	0								4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	20220818151500	https://www.aljazeera.com/news/2022/8/18/finland-says-russian-fighter-jets-violated-its-airspace
1059169155	20220818	202208	2022	2022.6247											GOVMIL	DEFENCE MINIST						GOV	MIL		1	150	150	15	4	-7.2	3	1	3	-3.42679127725857	0								4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	4	Porvoo, Uusimaa Region, Finland	FI	FI35	16226	60.4	25.6667	-1362581	20220818151500	https://www.aljazeera.com/news/2022/8/18/finland-says-russian-fighter-jets-violated-its-airspace
1059169156	20220818	202208	2022	2022.6247											HLH	DOCTOR						HLH			1	040	040	04	1	1.0	10	1	10	-6.66666666666667	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220818151500	https://www.newagebd.net/article/178740/bnp-wants-un-to-supervise-disappearance-probe
1059169157	20220818	202208	2022	2022.6247											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-10.8490566037736	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220818151500	https://1047kissfm.iheart.com/content/2022-08-18-anne-heches-official-cause-of-death-revealed/
1059169158	20220818	202208	2022	2022.6247											IGOUNO	UNITED NATIONS		UNO				IGO			1	020	020	02	1	3.0	4	1	4	-9.04733373277415	0								4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	4	Hodeida, Al ?udaydah, Yemen	YM	YM08	32740	14.7978	42.9545	-3183075	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
1059169159	20220818	202208	2022	2022.6247											IGOUNO	UNITED NATIONS		UNO				IGO			1	020	020	02	1	3.0	5	1	5	-9.04733373277415	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
1059169160	20220818	202208	2022	2022.6247											IGOUNO	UNITED NATIONS		UNO				IGO			1	020	020	02	1	3.0	1	1	1	-9.04733373277415	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	1	Egypt	EG	EG		27	30	EG	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
1059169161	20220818	202208	2022	2022.6247											IND	THIRUVANANTHAPURAM	IND								1	0874	087	08	2	10.0	6	1	6	0.30721966205837	0								4	Thiruvananthapuram, Kerala, India	IN	IN13	17709	8.50694	76.9569	-2113457	4	Thiruvananthapuram, Kerala, India	IN	IN13	17709	8.50694	76.9569	-2113457	20220818151500	https://www.business-standard.com/article/current-affairs/kerala-savari-rolls-out-with-promise-of-low-service-charge-better-wages-122081801144_1.html
1059169162	20220818	202208	2022	2022.6247											ITA	ITALY	ITA								1	046	046	04	1	7.0	4	1	4	3.26797385620915	0								4	Ponza, Italy (general), Italy	IT	IT00	18348	40.9	12.9667	-125430	4	Ponza, Italy (general), Italy	IT	IT00	18348	40.9	12.9667	-125430	20220818151500	https://www.harpersbazaar.com/celebrity/latest/a40918609/zoe-kravitz-channing-tatum-pda-italy-matching-outfits/
1059169163	20220818	202208	2022	2022.6247											JPN	JAPAN	JPN								1	130	130	13	3	-4.4	1	1	1	7.37864077669903	0								4	Tokio, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Singapore	SN	SN		1.366667	103.8	SN	20220818151500	http://www.itnewsonline.com/BusinessWire/Arbor-Ventures-Establishes-Strategic-Partnership-With-Tokio-Marine-to-Accelerate-Innovation-in-the-Insurance-Industry/29184
1059169164	20220818	202208	2022	2022.6247											MED	WRITER						MED			1	045	045	04	1	5.0	2	1	2	-0.799200799200801	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220818151500	https://www.thenation.com/article/culture/rushdie-india-independence-democracy/
1059169165	20220818	202208	2022	2022.6247											MED	WRITER						MED			1	045	045	04	1	5.0	8	1	8	-0.799200799200801	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818151500	https://www.thenation.com/article/culture/rushdie-india-independence-democracy/
1059169166	20220818	202208	2022	2022.6247											OPP	THE OPPOSITION						OPP			1	046	046	04	1	7.0	10	1	10	-3.62473347547975	0								0								0								20220818151500	https://economictimes.indiatimes.com/news/politics-and-nation/you-are-minister-at-your-home-council-deputy-chairperson-tells-maha-cabinet-member/articleshow/93644968.cms
1059169167	20220818	202208	2022	2022.6247											REB	REBEL						REB			1	110	110	11	3	-2.0	5	1	5	-6.09137055837564	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818151500	https://www.economist.com/leaders/2022/08/18/myanmars-government-in-exile-deserves-more-help
1059169168	20220818	202208	2022	2022.6247											SAU	SAUDI	SAU								0	080	080	08	2	5.0	2	1	2	-9.04733373277415	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
1059169169	20220818	202208	2022	2022.6247											SAU	SAUDI ARABIA	SAU								0	080	080	08	2	5.0	8	1	8	-9.04733373277415	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20220818151500	https://moderndiplomacy.eu/2022/08/18/the-intensifying-war-in-yemen-worlds-worst-humanitarian-crisis/
