1060173541	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	046	046	04	1	7.0	1	1	1	-5.03751339764202	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	20220825170000	http://www.msn.com/en-us/news/us/you-messed-up-uvalde-parents-make-emotional-comments-before-school-police-chief-is-fired/ar-AA1165EW
1060173542	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	193	193	19	4	-10.0	1	1	1	-5.03751339764202	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	20220825170000	http://www.msn.com/en-us/news/us/you-messed-up-uvalde-parents-make-emotional-comments-before-school-police-chief-is-fired/ar-AA1165EW
1060173543	20220818	202208	2022	2022.6247	GOV	MAYOR						GOV			ZWE	ZIMBABWE	ZWE								1	173	173	17	4	-5.0	1	1	1	-6.63265306122453	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	20220825170000	https://www.chronicle.co.zw/we-have-overwhelming-evidence-against-wadyajena-zacc/
1060173544	20220818	202208	2022	2022.6247	LEG	LEGISLATOR						LEG			ZWE	ZIMBABWE	ZWE								1	173	173	17	4	-5.0	1	1	1	-6.63265306122453	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	20220825170000	https://www.chronicle.co.zw/we-have-overwhelming-evidence-against-wadyajena-zacc/
1060173545	20220818	202208	2022	2022.6247	MED	MEDIA						MED													0	090	090	09	2	-2.0	3	1	3	0.51020408163266	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	0								3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173546	20220818	202208	2022	2022.6247	MED	MEDIA						MED													0	090	090	09	2	-2.0	2	1	2	0.51020408163266	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173547	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	3	1	3	0.51020408163266	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173548	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	2	1	2	0.51020408163266	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173549	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			0	090	090	09	2	-2.0	3	1	3	0.51020408163266	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173550	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			0	090	090	09	2	-2.0	2	1	2	0.51020408163266	3	Palm Beach, Florida, United States	US	USFL	FL099	26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825170000	http://www.msn.com/en-us/news/politics/justice-dept-provides-judge-with-redacted-trump-affidavit/ar-AA115YKs
1060173551	20220818	202208	2022	2022.6247	MNCINDMED	INFOSYS	IND					MNC	MED		LAB	EMPLOYEE						LAB			1	010	010	01	1	0.0	5	1	5	-3.03030303030303	0								0								0								20220825170000	https://www.livemint.com/companies/news/warning-signs-indian-it-companies-cut-employee-bonuses-fresher-hiring-11661434620573.html
1060173552	20220818	202208	2022	2022.6247	RUS	MOSCOW	RUS								MED	COMMENTATOR						MED			0	1832	183	18	4	-10.0	3	1	3	-6.17919670442842	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825170000	http://www.msn.com/en-us/news/world/europes-largest-nuclear-plant-forced-off-grid-kremlin-to-add-137000-soldiers-ukraine-updates/ar-AA115pZl
1060173553	20220818	202208	2022	2022.6247	RUS	MOSCOW	RUS								MED	COMMENTATOR						MED			0	190	190	19	4	-10.0	3	1	3	-6.17919670442842	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825170000	http://www.msn.com/en-us/news/world/europes-largest-nuclear-plant-forced-off-grid-kremlin-to-add-137000-soldiers-ukraine-updates/ar-AA115pZl
1060173554	20220818	202208	2022	2022.6247	RUS	MOSCOW	RUS								UKR	UKRAINE	UKR								0	152	152	15	4	-7.2	3	1	3	-6.17919670442842	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825170000	http://www.msn.com/en-us/news/world/europes-largest-nuclear-plant-forced-off-grid-kremlin-to-add-137000-soldiers-ukraine-updates/ar-AA115pZl
1060173555	20220818	202208	2022	2022.6247	ZWE	ZIMBABWE	ZWE								GOV	MAYOR						GOV			1	173	173	17	4	-5.0	6	1	6	-6.63265306122453	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	20220825170000	https://www.chronicle.co.zw/we-have-overwhelming-evidence-against-wadyajena-zacc/
1060173556	20220818	202208	2022	2022.6247	ZWE	ZIMBABWE	ZWE								ZWEGOV	ZIMBABWE	ZWE					GOV			1	173	173	17	4	-5.0	2	1	2	-6.63265306122453	1	South Africa	SF	SF		-30	26	SF	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	4	Beitbridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	77343	-22.2167	30	-2307282	20220825170000	https://www.chronicle.co.zw/we-have-overwhelming-evidence-against-wadyajena-zacc/
1060173557	20220824	202208	2022	2022.6411											JUD	LAWYER						JUD			1	014	014	01	1	0.0	3	1	3	-3.42465753424657	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220825170000	https://www.thisdaylive.com/index.php/2022/08/25/tobi-lawyers-who-win-all-their-cases-must-have-influenced-outcome/
1060173558	20220824	202208	2022	2022.6411	GBR	UNITED KINGDOM	GBR								ISRGOVMED	ISRAELI	ISR					GOV	MED		1	057	057	05	1	8.0	6	1	6	4.24528301886793	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220825170000	https://www.middleeastmonitor.com/20220825-uk-deal-with-israel-will-boost-rail-industry/
1060173559	20220824	202208	2022	2022.6411	GOV	PRESIDENT						GOV			USA	VIRGINIA	USA								1	042	042	04	1	1.9	6	1	6	-2.6378896882494	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825170000	https://www.agriland.ie/farming-news/rural-perception-is-that-government-is-winding-down-farming/
1060173560	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								USA	VIRGINIA	USA								1	042	042	04	1	1.9	4	1	4	-2.6378896882494	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220825170000	https://www.agriland.ie/farming-news/rural-perception-is-that-government-is-winding-down-farming/
1060173561	20220824	202208	2022	2022.6411	ISR	ISRAELI	ISR								GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	2	1	2	4.24528301886793	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825170000	https://www.middleeastmonitor.com/20220825-uk-deal-with-israel-will-boost-rail-industry/
1060173562	20220824	202208	2022	2022.6411	ISRGOVMED	ISRAELI	ISR					GOV	MED		GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	6	1	6	4.24528301886793	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825170000	https://www.middleeastmonitor.com/20220825-uk-deal-with-israel-will-boost-rail-industry/
1060173563	20220824	202208	2022	2022.6411	NGA	NIGERIA	NGA								JUD	LAWYER						JUD			1	014	014	01	1	0.0	2	1	2	-3.42465753424657	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220825170000	https://www.thisdaylive.com/index.php/2022/08/25/tobi-lawyers-who-win-all-their-cases-must-have-influenced-outcome/
1060173564	20220824	202208	2022	2022.6411	USA	TEXAS	USA																		1	180	180	18	4	-9.0	3	1	3	-8.24742268041237	3	Smith County, Texas, United States	US	USTX	TX423	32.3668	-95.2336	1383997	0								3	Smith County, Texas, United States	US	USTX		32.3668	-95.2336	1383997	20220825170000	https://www.cbs19.tv/article/news/crime/tyler-man-life-without-parole-continuous-sexual-assault-two-children/501-2ba06972-7f8c-4218-b9fd-961dca42bb5f
1060173565	20220824	202208	2022	2022.6411	USA	VIRGINIA	USA								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	-2.6378896882494	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	1	Ireland	EI	EI		53	-8	EI	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825170000	https://www.agriland.ie/farming-news/rural-perception-is-that-government-is-winding-down-farming/
1060173566	20220824	202208	2022	2022.6411	USA	VIRGINIA	USA								IRL	IRELAND	IRL								1	043	043	04	1	2.8	4	1	4	-2.6378896882494	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	1	Ireland	EI	EI		53	-8	EI	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825170000	https://www.agriland.ie/farming-news/rural-perception-is-that-government-is-winding-down-farming/
1060173567	20220825	202208	2022	2022.6438											AGR	FARMER						AGR			1	051	051	05	1	3.4	4	1	4	0.43196544276458	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220825170000	https://www.agriland.ie/farming-news/minister-urged-to-provide-targeted-payment-to-sheep-farmers/
1060173568	20220825	202208	2022	2022.6438											BRN	BRUNEI	BRN								0	046	046	04	1	7.0	4	1	4	-1.74708818635608	0								1	Brunei	BX	BX		4.5	114.666667	BX	1	Brunei	BX	BX		4.5	114.666667	BX	20220825170000	https://thediplomat.com/2022/08/aseans-efforts-to-mediate-the-myanmar-political-crisis-deserve-more-recognition/
1060173569	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	010	010	01	1	0.0	6	1	6	3.06834030683403	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825170000	https://www.inman.com/2022/08/25/ember-moves-to-allow-owners-to-use-shares-as-short-term-rentals/
1060173570	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	014	014	01	1	0.0	6	1	6	3.06834030683403	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220825170000	https://www.inman.com/2022/08/25/ember-moves-to-allow-owners-to-use-shares-as-short-term-rentals/
1060173571	20220825	202208	2022	2022.6438											BUS	AIRLINE						BUS			1	043	043	04	1	2.8	20	2	20	1.01010745145554	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20220825170000	https://go955.com/2022/08/25/avelo-airlines-expands-kalamazoo-service-with-2nd-florida-destination-ft-meyers/
1060173572	20220825	202208	2022	2022.6438											BUS	INVESTOR						BUS			1	130	130	13	3	-4.4	6	1	6	-0.55248618784531	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220825170000	https://www.itnewsafrica.com/2022/08/south-african-cryptocurrency-ownership-revealed-in-new-report/
1060173573	20220825	202208	2022	2022.6438											CHN	BEIJING	CHN								0	130	130	13	3	-4.4	7	1	7	-1.54639175257731	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825170000	https://www.newsbusters.org/blogs/nb/scott-whitlock/2022/08/25/collective-yawn-nets-bury-californias-radical-move-end-gas
1060173574	20220825	202208	2022	2022.6438											CMR	CAMEROON	CMR								0	020	020	02	1	3.0	2	1	2	-3.13253012048193	0								1	Cameroon	CM	CM		6	12	CM	1	Cameroon	CM	CM		6	12	CM	20220825170000	https://www.11alive.com/article/news/crime/midtown-shooting-suspect-believed-to-possibly-have-more-targets-cab-driver-says/85-f80883e0-6165-4482-a22a-c37af576b2d4
1060173575	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-6.21468926553672	0								3	Longview, Texas, United States	US	USTX	TX183	32.5007	-94.7405	1374716	3	Longview, Texas, United States	US	USTX	TX183	32.5007	-94.7405	1374716	20220825170000	https://www.cbs19.tv/article/traffic/minor-injuries-in-18-wheeler-collision/501-9cc06f2d-f67d-427a-a20b-ff3b01149027
1060173576	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	010	010	01	1	0.0	2	1	2	-13.2890365448505	0								3	Naugatuck, Connecticut, United States	US	USCT	CT009	41.4859	-73.0507	209191	3	Naugatuck, Connecticut, United States	US	USCT	CT009	41.4859	-73.0507	209191	20220825170000	https://dailycaller.com/2022/08/25/father-accused-torturing-children-connecticut/
1060173577	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	010	010	01	1	0.0	3	1	3	-3.13253012048193	0								1	Cameroon	CM	CM		6	12	CM	1	Cameroon	CM	CM		6	12	CM	20220825170000	https://www.11alive.com/article/news/crime/midtown-shooting-suspect-believed-to-possibly-have-more-targets-cab-driver-says/85-f80883e0-6165-4482-a22a-c37af576b2d4
1060173578	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	020	020	02	1	3.0	3	1	3	-3.13253012048193	0								1	Cameroon	CM	CM		6	12	CM	1	Cameroon	CM	CM		6	12	CM	20220825170000	https://www.11alive.com/article/news/crime/midtown-shooting-suspect-believed-to-possibly-have-more-targets-cab-driver-says/85-f80883e0-6165-4482-a22a-c37af576b2d4
1060173579	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	043	043	04	1	2.8	6	1	6	-1.91387559808613	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20220825170000	https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-minor-girl-trafficked-sedated-forcibly-married-before-gangrape-four-held/articleshow/93783411.cms
1060173580	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	043	043	04	1	2.8	4	1	4	-1.91387559808613	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20220825170000	https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-minor-girl-trafficked-sedated-forcibly-married-before-gangrape-four-held/articleshow/93783411.cms
1060173581	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	0841	084	08	2	7.0	10	1	10	-7.47663551401869	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825170000	https://www.dawn.com/news/1706155
1060173582	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	173	173	17	4	-5.0	6	1	6	-8.05500982318271	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220825170000	https://www.dnaindia.com/india/report-sonali-phogat-death-latest-news-post-mortem-report-murder-case-family-rape-charge-associates-haryana-updates-2979551
1060173583	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	190	190	19	4	-10.0	5	1	5	-0.99009900990099	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825170000	https://www.timesofisrael.com/homes-evacuated-as-firefighters-struggle-to-contain-forest-fire-near-beit-shemesh/
1060173584	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	190	190	19	4	-10.0	10	1	10	-9.34579439252336	0								3	Lincoln Hospital, New York, United States	US	USNY		40.807	-73.9099	955368	3	Lincoln Hospital, New York, United States	US	USNY		40.807	-73.9099	955368	20220825170000	http://www.nydailynews.com/new-york/nyc-crime/ny-man-shot-dead-outside-bronx-apartment-building-20220825-n4iskxtsdbaapkzqppsbug5bvm-story.html
1060173585	20220825	202208	2022	2022.6438											CVL	VILLAGER						CVL			0	012	012	01	1	-0.4	8	1	8	-7.09677419354839	0								4	Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28546	48.463	35.039	-1037865	4	Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28546	48.463	35.039	-1037865	20220825170000	https://www.theguardian.com/world/2022/aug/25/zaporizhzhia-nuclear-plant-disconnected-ukraine-grid-russia
1060173586	20220825	202208	2022	2022.6438											CVL	VILLAGER						CVL			0	012	012	01	1	-0.4	2	1	2	-7.09677419354839	0								4	Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28546	48.463	35.039	-1037865	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220825170000	https://www.theguardian.com/world/2022/aug/25/zaporizhzhia-nuclear-plant-disconnected-ukraine-grid-russia
1060173587	20220825	202208	2022	2022.6438											CVL	VILLAGE						CVL			1	020	020	02	1	3.0	6	1	6	-11.1111111111111	0								4	Mulago, Kampala, Uganda	UG	UG37	18585	0.35	32.5833	-1732538	4	Mulago, Kampala, Uganda	UG	UG37	18585	0.35	32.5833	-1732538	20220825170000	https://www.maravipost.com/ugandan-man-kills-wife-two-children-bury-them-behind-home/
1060173588	20220825	202208	2022	2022.6438											CVL	POPULATION						CVL			0	036	036	03	1	4.0	10	1	10	-4.73537604456825	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825170000	https://www.streetinsider.com/PRNewswire/Indivior+Publishes+Exploratory+Study+Showing+That+Access+to+Medication+for+Opioid+Use+Disorder+Varies+Across+Organized+Health+Systems+in+the+U.S./20510416.html
1060173589	20220825	202208	2022	2022.6438											DEU	NUREMBERG	DEU								1	043	043	04	1	2.8	10	1	10	-4.54545454545455	0								4	Brunswick, Niedersachsen, Germany	GM	GM06	40698	52.2667	10.5333	-1751596	4	Brunswick, Niedersachsen, Germany	GM	GM06	40698	52.2667	10.5333	-1751596	20220825170000	https://www.saturdayeveningpost.com/2022/08/jimmy-stewarts-finest-performance/
1060173590	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	1.32187706543292	0								3	Fraser River, Colorado, United States	US	USCO		40.1003	-105.974	178386	3	Fraser River, Colorado, United States	US	USCO		40.1003	-105.974	178386	20220825170000	https://www.skyhinews.com/news/kris-holinka-says-20-years-with-colorado-parks-and-wildlife-perfect-for-an-adrenaline-junkie/
1060173591	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	046	046	04	1	7.0	6	1	6	4.07450523864959	0								3	Northwest Whitfield High School, Georgia, United States	US	USGA		34.8769	-84.9972	330924	3	Northwest Whitfield High School, Georgia, United States	US	USGA		34.8769	-84.9972	330924	20220825170000	https://www.dailycitizen.news/news/local_news/dale-cook-award-recipient-feels-sense-of-accomplishment-keeping-dalton-public-schools-connected/article_c964f2e8-e0d6-11ec-811d-57a2e1be41d4.html
1060173592	20220825	202208	2022	2022.6438											EUR	EUROPE	EUR								0	043	043	04	1	2.8	6	1	6	0.15503875968992	0								3	Monticello, Virginia, United States	US	USVA	VA003	38.0104	-78.4525	1470690	3	Monticello, Virginia, United States	US	USVA	VA003	38.0104	-78.4525	1470690	20220825170000	https://encyclopediavirginia.org/entries/letter-from-thomas-jefferson-to-edward-coles-august-25-1814/
