1060111128	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	2	1	2	5.4054054054054	0								4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	20220825090000	https://seekingalpha.com/article/4536912-aia-group-limited-aagiy-q2-2002-earnings-call-transcript
1060111129	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	8	1	8	5.4054054054054	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	20220825090000	https://seekingalpha.com/article/4536912-aia-group-limited-aagiy-q2-2002-earnings-call-transcript
1060111130	20220825	202208	2022	2022.6438											BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	10	1	10	-2.49221183800623	0								1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20220825090000	https://www.timeslive.co.za/tshisa-live/tshisa-live/2022-08-25-friends-detail-the-botswana-car-accident-trial-that-changed-mageshs-life-forever/
1060111131	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	0.934579439252334	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20220825090000	https://infotel.ca/newsitem/cda-arctic-nato/cp51208545
1060111132	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	042	042	04	1	1.9	3	1	3	-0.539083557951487	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220825090000	https://infotel.ca/newsitem/discovery-poll/cp59778781
1060111133	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	100	100	10	3	-5.0	2	1	2	-0.539083557951487	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220825090000	https://infotel.ca/newsitem/discovery-poll/cp59778781
1060111134	20220825	202208	2022	2022.6438											CANGOV	OTTAWA	CAN					GOV			1	042	042	04	1	1.9	3	1	3	0.934579439252334	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825090000	https://infotel.ca/newsitem/cda-arctic-nato/cp51208545
1060111135	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	040	040	04	1	1.0	6	1	6	-2.61206062560465	0								4	Jinling, Jiangsu, China	CH	CH04	13232	34.5472	116.783	-3856751	4	Jinling, Jiangsu, China	CH	CH04	13232	34.5472	116.783	-3856751	20220825090000	https://www.sixthtone.com/news/1011071/we-own-it-the-chinese-homeowners-squatting-in-unfinished-buildings
1060111136	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	105	105	10	3	-5.0	8	1	8	-2.61206062560465	0								4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	20220825090000	https://www.sixthtone.com/news/1011071/we-own-it-the-chinese-homeowners-squatting-in-unfinished-buildings
1060111137	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	128	128	12	3	-5.0	4	1	4	-2.61206062560465	0								4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	20220825090000	https://www.sixthtone.com/news/1011071/we-own-it-the-chinese-homeowners-squatting-in-unfinished-buildings
1060111138	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	173	173	17	4	-5.0	4	1	4	-2.61206062560465	0								4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	4	Huayue, Guizhou, China	CH	CH18	13067	25.6333	105.033	-3835924	20220825090000	https://www.sixthtone.com/news/1011071/we-own-it-the-chinese-homeowners-squatting-in-unfinished-buildings
1060111139	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	042	042	04	1	1.9	7	1	7	-6.87853722246408	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825090000	https://www.middleeasteye.net/news/israel-lydd-palestinian-imam-arrest-reopen-wounds
1060111140	20220825	202208	2022	2022.6438											CRM	CONVICTS						CRM			1	020	020	02	1	3.0	10	1	10	-3.90977443609023	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220825090000	https://scroll.in/latest/1031259/bilkis-bano-case-sc-asks-convicts-be-made-parties-in-plea-challenging-their-remission
1060111141	20220825	202208	2022	2022.6438											CRM	TRAFFICKER						CRM			0	020	020	02	1	3.0	5	1	5	-4.22456920511396	0								4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20220825090000	https://www.thedailystar.net/opinion/views/news/rohingya-refugees-need-education-take-control-their-future-3102501
1060111142	20220825	202208	2022	2022.6438											CRM	CRIMINAL						CRM			0	042	042	04	1	1.9	10	1	10	-4.22456920511396	0								4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20220825090000	https://www.thedailystar.net/opinion/views/news/rohingya-refugees-need-education-take-control-their-future-3102501
1060111143	20220825	202208	2022	2022.6438											CRM	CONVICTS						CRM			1	0841	084	08	2	7.0	5	1	5	-3.90977443609023	0								4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20220825090000	https://scroll.in/latest/1031259/bilkis-bano-case-sc-asks-convicts-be-made-parties-in-plea-challenging-their-remission
1060111144	20220825	202208	2022	2022.6438											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	6	1	6	4.71204188481675	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220825090000	https://103gbfrocks.com/attention-coffee-lovers-first-of-its-kind-coffee-festival-coming-to-nashville/
1060111145	20220825	202208	2022	2022.6438											CVL	CIVIC GROUP						CVL			0	043	043	04	1	2.8	2	1	2	-3.02267002518892	0								4	Omuta, Fukuoka, Japan	JA	JA07	33778	33.0333	130.45	-240643	4	Omuta, Fukuoka, Japan	JA	JA07	33778	33.0333	130.45	-240643	20220825090000	https://mainichi.jp/english/articles/20220825/p2a/00m/0na/009000c
1060111146	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	042	042	04	1	1.9	10	1	10	2.21238938053098	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825090000	https://www.mirror.co.uk/news/uk-news/school-leaving-age-you-stay-27697664
1060111147	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	2.12014134275619	0								3	Barboursville, West Virginia, United States	US	USWV	WV011	38.4095	-82.2946	1553799	3	Huntington Junior College, West Virginia, United States	US	USWV		38.4198	-82.4434	1740567	20220825090000	https://www.herald-dispatch.com/obituaries/oh/kenna-f-aliff/article_e5b143df-282e-59cf-9dd6-5b86042c90f7.html
1060111148	20220825	202208	2022	2022.6438											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	10	1	10	2.21238938053098	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825090000	https://www.mirror.co.uk/news/uk-news/school-leaving-age-you-stay-27697664
1060111149	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	084	084	08	2	7.0	10	1	10	2.21238938053098	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825090000	https://www.mirror.co.uk/news/uk-news/school-leaving-age-you-stay-27697664
1060111150	20220825	202208	2022	2022.6438											ETH	ETHIOPIA	ETH								0	190	190	19	4	-10.0	10	1	10	-6.07142857142857	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825090000	https://www.devdiscourse.com/article/law-order/2154853-reuters-world-news-summary
1060111151	20220825	202208	2022	2022.6438											EUR	EUROPE	EUR								1	043	043	04	1	2.8	10	1	10	-6.66666666666667	0								0								0								20220825090000	https://www.bristolpost.co.uk/news/bristol-news/footage-shows-drunk-driver-careering-7507017
1060111152	20220825	202208	2022	2022.6438											EURGOVBUS	EUROPEAN	EUR					GOV	BUS		1	046	046	04	1	7.0	10	1	10	-0.81081081081081	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220825090000	https://www.finanznachrichten.de/nachrichten-2022-08/56895389-australian-new-zealand-dollars-climb-on-improved-risk-sentiment-020.htm
1060111153	20220825	202208	2022	2022.6438											FRA	LYON	FRA								1	042	042	04	1	1.9	10	1	10	0.50761421319797	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220825090000	https://www.fourfourtwo.com/news/manchester-united-report-red-devils-eye-cut-price-move-to-bring-back-former-flop
1060111154	20220825	202208	2022	2022.6438											GBR	BRITAIN	GBR								1	042	042	04	1	1.9	6	1	6	-6.07142857142857	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825090000	https://www.devdiscourse.com/article/law-order/2154853-reuters-world-news-summary
1060111155	20220825	202208	2022	2022.6438											GBR	BRITAIN	GBR								1	042	042	04	1	1.9	4	1	4	-6.07142857142857	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825090000	https://www.devdiscourse.com/article/law-order/2154853-reuters-world-news-summary
1060111156	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	4	1	4	2.25903614457831	0								4	Didcot, Oxfordshire, United Kingdom	UK	UKK2	40127	51.6	-1.25	-2594340	4	Didcot, Oxfordshire, United Kingdom	UK	UKK2	40127	51.6	-1.25	-2594340	20220825090000	https://www.bucksfreepress.co.uk/news/20755906.thames-valley-police-declared-menopause-employer-friendly/
1060111157	20220825	202208	2022	2022.6438											GBR	LONDON	GBR								1	173	173	17	4	-5.0	2	1	2	-8.68055555555556	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20220825090000	https://www.echo-news.co.uk/news/20756086.man-jailed-amid-crack-county-lines-drug-operation/
1060111158	20220825	202208	2022	2022.6438											GHA	GHANA	GHA								1	040	040	04	1	1.0	2	1	2	-3.7117903930131	0								4	Ajumako, Ghana (general), Ghana	GH	GH00	190593	4.91243	-2.03886	-2068782	4	Ajumako, Ghana (general), Ghana	GH	GH00	190593	4.91243	-2.03886	-2068782	20220825090000	https://allafrica.com/stories/202208250120.html
1060111159	20220825	202208	2022	2022.6438											GHA	GHANA	GHA								0	051	051	05	1	3.4	3	1	3	6.19195046439629	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220825090000	https://allafrica.com/stories/202208250119.html
1060111160	20220825	202208	2022	2022.6438											GOV	MAYOR						GOV			1	042	042	04	1	1.9	10	1	10	3.07101727447217	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220825090000	https://www.theadvocate.com/baton_rouge/news/communities/zachary/article_f35e5ff0-23ff-11ed-850d-6f5397753496.html
1060111161	20220825	202208	2022	2022.6438											GOV	AUTHORITIES						GOV			0	043	043	04	1	2.8	5	1	5	-2.61206062560465	0								4	Jinling, Jiangsu, China	CH	CH04	13232	34.5472	116.783	-3856751	4	Jinling, Jiangsu, China	CH	CH04	13232	34.5472	116.783	-3856751	20220825090000	https://www.sixthtone.com/news/1011071/we-own-it-the-chinese-homeowners-squatting-in-unfinished-buildings
1060111162	20220825	202208	2022	2022.6438											GOV	MINIST						GOV			1	100	100	10	3	-5.0	2	1	2	-6.09756097560975	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20220825090000	https://english.alaraby.co.uk/news/recording-threatening-saudi-embassy-be-investigated
1060111163	20220825	202208	2022	2022.6438											GOV	MINIST						GOV			1	100	100	10	3	-5.0	3	1	3	-6.09756097560975	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220825090000	https://english.alaraby.co.uk/news/recording-threatening-saudi-embassy-be-investigated
1060111164	20220825	202208	2022	2022.6438											GOV	GOVERNMENT						GOV			1	172	172	17	4	-5.0	6	1	6	-9.05349794238684	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220825090000	https://english.newstracklive.com/news/tropical-cyclone-maon3-deads-4-injured-reported-in-philippines-sc57-nu318-ta318-1246559-1.html
1060111165	20220825	202208	2022	2022.6438											GOVMIL	MINIST OF DEFENSE						GOV	MIL		1	030	030	03	1	4.0	5	1	5	1.48698884758364	0								1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	20220825090000	https://www.ukrinform.net/rubric-ato/3557747-good-news-to-come-from-front-lines-before-yearend-defense-minister-reznikov-says.html
1060111166	20220825	202208	2022	2022.6438											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-5.5379746835443	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20220825090000	https://www.washingtonpost.com/world/2022/08/25/japan-police-shinzo-abe-assassination/
1060111167	20220825	202208	2022	2022.6438											HLH	HEALTH CARE PROVIDER						HLH			1	100	100	10	3	-5.0	3	1	3	-4.0650406504065	0								4	Grande Prairie, Alberta, Canada	CA	CA01	154724	55.1667	-118.8	-565467	4	Grande Prairie, Alberta, Canada	CA	CA01	154724	55.1667	-118.8	-565467	20220825090000	https://infotel.ca/newsitem/physicians-health/cp699824569
1060111168	20220825	202208	2022	2022.6438											IGOEUREEC	THE EU	EUR	EEC				IGO			1	042	042	04	1	1.9	5	1	5	-0.465116279069765	0								1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20220825090000	https://business-review.eu/business/e-commerce/the-e-commerce-sales-boom-is-slowing-down-which-is-an-important-signal-of-a-more-restrained-consumer-in-the-big-cities-234580
1060111169	20220825	202208	2022	2022.6438											IND	BIHAR	IND								1	172	172	17	4	-5.0	2	1	2	-3.08219178082192	0								4	Bhojpur, India (general), India	IN	IN00	17749	24.15	76.5	-2091642	4	Bhojpur, India (general), India	IN	IN00	17749	24.15	76.5	-2091642	20220825090000	https://scroll.in/article/1031209/illegal-sand-mining-is-destroying-rivers-in-bihar
1060111170	20220825	202208	2022	2022.6438											IND	BIHAR	IND								1	172	172	17	4	-5.0	2	1	2	-3.08219178082192	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20220825090000	https://scroll.in/article/1031209/illegal-sand-mining-is-destroying-rivers-in-bihar
1060111171	20220825	202208	2022	2022.6438											INDGOV	GUJARAT	IND					GOV			0	020	020	02	1	3.0	4	1	4	-3.90977443609023	0								4	Limkheda, Gujarat, India	IN	IN09	70125	22.8167	73.9833	-2102659	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20220825090000	https://scroll.in/latest/1031259/bilkis-bano-case-sc-asks-convicts-be-made-parties-in-plea-challenging-their-remission
1060111172	20220825	202208	2022	2022.6438											INDGOV	GUJARAT	IND					GOV			0	020	020	02	1	3.0	6	1	6	-3.90977443609023	0								4	Limkheda, Gujarat, India	IN	IN09	70125	22.8167	73.9833	-2102659	4	Limkheda, Gujarat, India	IN	IN09	70125	22.8167	73.9833	-2102659	20220825090000	https://scroll.in/latest/1031259/bilkis-bano-case-sc-asks-convicts-be-made-parties-in-plea-challenging-their-remission
1060111173	20220825	202208	2022	2022.6438											INDGOV	GUJARAT	IND					GOV			0	110	110	11	3	-2.0	10	1	10	-3.90977443609023	0								4	Limkheda, Gujarat, India	IN	IN09	70125	22.8167	73.9833	-2102659	4	Limkheda, Gujarat, India	IN	IN09	70125	22.8167	73.9833	-2102659	20220825090000	https://scroll.in/latest/1031259/bilkis-bano-case-sc-asks-convicts-be-made-parties-in-plea-challenging-their-remission
1060111174	20220825	202208	2022	2022.6438											ISR	ISRAEL	ISR								1	173	173	17	4	-5.0	6	1	6	-3.85674931129477	0								5	Central District, HaMerkaz, Israel	IS	IS02	18311	32.0833	34.9167	-780006	5	Central District, HaMerkaz, Israel	IS	IS02	18311	32.0833	34.9167	-780006	20220825090000	https://www.ynetnews.com/article/hks5aq41i
1060111175	20220825	202208	2022	2022.6438											ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	2	1	2	-6.87853722246408	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220825090000	https://www.middleeasteye.net/news/israel-lydd-palestinian-imam-arrest-reopen-wounds
1060111176	20220825	202208	2022	2022.6438											JPN	OSAKA	JPN								1	0831	083	08	2	5.0	3	1	3	-5.5379746835443	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20220825090000	https://www.washingtonpost.com/world/2022/08/25/japan-police-shinzo-abe-assassination/
1060111177	20220825	202208	2022	2022.6438											JPN	JAPAN	JPN								1	173	173	17	4	-5.0	3	1	3	-5.72597137014315	0								4	Iwakuni, Yamaguchi, Japan	JA	JA45	36607	34.15	132.183	-231022	4	Iwakuni, Yamaguchi, Japan	JA	JA45	36607	34.15	132.183	-231022	20220825090000	https://www.stripes.com/branches/marine_corps/2022-08-25/covid-vaccine-court-martial-arnett-7098487.html
1060111178	20220825	202208	2022	2022.6438											JPN	OSAKA	JPN								1	190	190	19	4	-10.0	3	1	3	-5.5379746835443	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20220825090000	https://www.washingtonpost.com/world/2022/08/25/japan-police-shinzo-abe-assassination/
1060111179	20220825	202208	2022	2022.6438											JUD	SUPREME COURT						JUD			1	020	020	02	1	3.0	10	1	10	3.05810397553516	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825090000	https://afn.net/legal-courts/2022/08/25/mailman-s-religious-accommodation-case-reaches-high-court/
1060111180	20220825	202208	2022	2022.6438											JUD	JUDGE						JUD			1	040	040	04	1	1.0	10	1	10	1.99275362318841	0								0		GG	GG			42	GG	0		GG	GG			42	GG	20220825090000	https://ge.usembassy.gov/trial-judges-from-the-country-of-georgia-visit-cobb-superior-court/
1060111181	20220825	202208	2022	2022.6438											JUD	LAWYER						JUD			0	040	040	04	1	1.0	5	1	5	1.88442211055276	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825090000	https://www.usatoday.com/story/money/2022/08/25/how-to-grow-small-business-make-more-money/7888794001/
1060111182	20220825	202208	2022	2022.6438											JUD	BARRISTER						JUD			0	042	042	04	1	1.9	6	1	6	-2.83783783783784	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825090000	https://www.rnz.co.nz/news/national/473518/gloriavale-set-to-face-employment-case-alleging-slave-like-conditions
1060111183	20220825	202208	2022	2022.6438											JUD	SUPERIOR COURT						JUD			1	043	043	04	1	2.8	10	1	10	1.99275362318841	0								0		GG	GG			42	GG	0		GG	GG			42	GG	20220825090000	https://ge.usembassy.gov/trial-judges-from-the-country-of-georgia-visit-cobb-superior-court/
1060111184	20220825	202208	2022	2022.6438											JUD	APPEALS COURT						JUD			1	051	051	05	1	3.4	10	1	10	3.05810397553516	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825090000	https://afn.net/legal-courts/2022/08/25/mailman-s-religious-accommodation-case-reaches-high-court/
1060111185	20220825	202208	2022	2022.6438											KOR	BUSAN	KOR								1	010	010	01	1	0.0	2	1	2	2.06611570247934	0								4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	20220825090000	https://www.bignewsnetwork.com/news/272665575/south-korea-samsung-lg-display-unveil-oled-products-at-imid-2022
1060111186	20220825	202208	2022	2022.6438											KOR	BUSAN	KOR								1	040	040	04	1	1.0	2	1	2	2.06611570247934	0								4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	20220825090000	https://www.bignewsnetwork.com/news/272665575/south-korea-samsung-lg-display-unveil-oled-products-at-imid-2022
1060111187	20220825	202208	2022	2022.6438											KOR	BUSAN	KOR								1	046	046	04	1	7.0	2	1	2	2.06611570247934	0								4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	4	Busan, Pusan-gwangyoksi, South Korea	KS	KS10	24983	35.1028	129.04	-713900	20220825090000	https://www.bignewsnetwork.com/news/272665575/south-korea-samsung-lg-display-unveil-oled-products-at-imid-2022
