1060049940	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL													0	036	036	03	1	4.0	10	1	10	4.44444444444444	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20220824230000	https://portcitydaily.com/community-and-events/2022/08/23/nhc-endowment-to-lay-out-criteria-for-grants-in-upcoming-information-session/
1060049941	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL													0	071	071	07	2	7.4	3	1	3	3.52941176470588	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	20220824230000	https://www.bendsource.com/bend/nest-news/Content?oid=17557047
1060049942	20220824	202208	2022	2022.6411	CVL	SETTLEMENT						CVL													1	084	084	08	2	7.0	10	1	10	-2.16606498194946	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824230000	https://www.pressherald.com/2022/08/24/u-s-judge-approves-plan-to-reimburse-prisoners-for-lost-unemployment-benefits/
1060049943	20220824	202208	2022	2022.6411	CVL	RESIDENTS						CVL													1	111	111	11	3	-2.0	10	1	10	-3.59712230215828	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824230000	https://rrobserver.com/montreal-mini-master-plan-heads-back-to-governing-body/
1060049944	20220824	202208	2022	2022.6411	CVL	HUNTER						CVL													1	170	170	17	4	-7.0	10	1	10	-6.80173661360347	3	West Valley, Utah, United States	US	USUT	UT053	37.3875	-113.416	1434126	0								3	West Valley, Utah, United States	US	USUT		37.3875	-113.416	1434126	20220824230000	https://www.ksl.com/article/50463209/teen-ordered-to-stand-trial-for-hunter-high-shooting-that-left-2-dead
1060049945	20220824	202208	2022	2022.6411	CVL	RESIDENTS						CVL													1	172	172	17	4	-5.0	5	1	5	-6.06394707828004	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824230000	https://www.sfgate.com/news/article/ISP-director-talks-about-FOID-enforcement-17396103.php
1060049946	20220824	202208	2022	2022.6411	CVL	RESIDENTS						CVL													1	173	173	17	4	-5.0	5	1	5	-6.06394707828004	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824230000	https://www.sfgate.com/news/article/ISP-director-talks-about-FOID-enforcement-17396103.php
1060049947	20220824	202208	2022	2022.6411	CVL	HUNTER						CVL													1	173	173	17	4	-5.0	10	1	10	-6.80173661360347	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824230000	https://www.ksl.com/article/50463209/teen-ordered-to-stand-trial-for-hunter-high-shooting-that-left-2-dead
1060049948	20220824	202208	2022	2022.6411	CVL	NON RESIDENT						CVL			EUR	EUROPEAN	EUR								0	010	010	01	1	0.0	9	2	9	-1.61842118613504	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20220824230000	http://www.msn.com/en-us/news/world/nato-is-eager-for-sweden-s-air-force-to-join-the-alliance-but-swedish-fighter-pilots-aren-t-happy-with-their-bosses/ar-AA114adH
1060049949	20220824	202208	2022	2022.6411	CVL	VOTER						CVL			GOV	STATE OFFICIAL						GOV			0	033	033	03	1	5.2	5	1	5	-1.23674911660777	3	Bucks County, Pennsylvania, United States	US	USPA	PA017	40.5004	-75.3749	1209173	3	Bucks County, Pennsylvania, United States	US	USPA		40.5004	-75.3749	1209173	3	Bucks County, Pennsylvania, United States	US	USPA		40.5004	-75.3749	1209173	20220824230000	http://www.mcall.com/news/pennsylvania/mc-nws-pa-voter-registration-forms-updated-20220824-jbyivemmhrfpjgsnoooxund63q-story.html
1060049950	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL			GRD	GRENADA	GRD								0	040	040	04	1	1.0	1	1	1	0	4	Saint George, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	4	Saint George, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	4	Saint George, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	20220824230000	http://tooeleonline.com/task-force-aims-at-preventing-underage-drinking/
1060049951	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL			GRD	GRENADA	GRD								0	040	040	04	1	1.0	1	1	1	0	2	Utah, United States	US	USUT		40.1135	-111.854	UT	4	Saint George, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	4	Saint George, Saint George, Grenada	GJ	GJ03	16732	12.05	-61.75	-1202232	20220824230000	http://tooeleonline.com/task-force-aims-at-preventing-underage-drinking/
1060049952	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL			NGA	NIGERIA	NGA								0	051	051	05	1	3.4	2	1	2	0.257069408740359	4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	4	Abeokuta, Ogun, Nigeria	NI	NI16	22963	7.15	3.35	-1996844	20220824230000	https://www.vanguardngr.com/2022/08/2023-dont-allow-apc-fool-you-again-pdp-advises-nigerians/
1060049953	20220824	202208	2022	2022.6411	CVL	VILLAGE						CVL			SYR	SYRIA	SYR								1	194	194	19	4	-10.0	5	1	5	-5.35279805352798	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220824230000	https://www.nbcnews.com/politics/national-security/american-troops-wounded-syria-rocket-attacks-rcna44722
1060049954	20220824	202208	2022	2022.6411	CVL	POPULATION						CVL			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-0.84602368866328	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824230000	https://www.wrvo.org/2022-08-24/utah-sues-to-stop-restoration-of-boundaries-at-bears-ears-grand-staircase-monuments
1060049955	20220824	202208	2022	2022.6411	CVL	POPULATION						CVL			navELI	NAVAJO			nav			ELI			0	010	010	01	1	0.0	3	1	3	-0.84602368866328	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220824230000	https://www.wrvo.org/2022-08-24/utah-sues-to-stop-restoration-of-boundaries-at-bears-ears-grand-staircase-monuments
1060049956	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	0.35046728971962	1	Germany	GM	GM		51.5	10.5	GM	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20220824230000	https://calgarysun.com/news/local-news/winston-churchill-statue-coming-to-calgary-next-spring-long-overdue-says-proponent/wcm/bd2ffb64-745c-46bc-8e8a-c952a9caf10a
1060049957	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	0.35046728971962	1	Germany	GM	GM		51.5	10.5	GM	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	1	Germany	GM	GM		51.5	10.5	GM	20220824230000	https://calgarysun.com/news/local-news/winston-churchill-statue-coming-to-calgary-next-spring-long-overdue-says-proponent/wcm/bd2ffb64-745c-46bc-8e8a-c952a9caf10a
1060049958	20220824	202208	2022	2022.6411	DOM	DOMINICAN REPUBLIC	DOM																		1	193	193	19	4	-10.0	5	1	5	2.87356321839081	1	Dominican Republic	DR	DR		19	-70.666667	DR	0								1	Dominican Republic	DR	DR		19	-70.666667	DR	20220824230000	https://www.joblo.com/road-house-reboot-begins-shooting/
1060049959	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	010	010	01	1	0.0	16	1	10	1.94174757281553	4	Mimbres, San Luis PotosíX, Mexico	MX	MX24	20887	23.75	-100.55	-1664553	0								4	Mimbres, San Luis PotosíX, Mexico	MX	MX24	20887	23.75	-100.55	-1664553	20220824230000	https://silvercityradio.com/local-news-august-24th-2022/
1060049960	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU													0	010	010	01	1	0.0	4	1	4	0.78125	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824230000	https://www.telegraphindia.com/india/ugc-unveils-draft-guidelines-for-the-appointment-of-experts-from-industry/cid/1882233
1060049961	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU													0	010	010	01	1	0.0	10	1	10	-5.75296108291032	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824230000	https://www.middleeasteye.net/news/stop-weaponising-antisemitism-jewish-scholars-urge-un-members-support-israel-probe
1060049962	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	010	010	01	1	0.0	5	1	5	-1.15511551155116	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20220824230000	https://www.fox10phoenix.com/news/teacher-strike-forces-students-to-start-school-year-remotely-in-ohio-columbus
1060049963	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	010	010	01	1	0.0	6	1	6	1.0703363914373	3	Richland, South Carolina, United States	US	USSC	SC081	33.9529	-81.6937	1231725	0								3	Richland, South Carolina, United States	US	USSC	SC081	33.9529	-81.6937	1231725	20220824230000	https://www.wltx.com/article/news/education/clock-ticking-sc-schools-federal-covid-relief-funding/101-8112d1b5-3548-4150-bb5c-fbce1d285d10
1060049964	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	012	012	01	1	-0.4	5	1	5	1.24164278892072	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	0								3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	20220824230000	https://www.thehawkeye.com/story/news/2022/08/24/scene-grimes-elementary-burlington-new-school-year-begins/7874198001/
1060049965	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	012	012	01	1	-0.4	5	1	5	-3.42679127725856	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824230000	https://www.ncnewsonline.com/news/local_news/mike-kelly-to-gov-wolf-investigate-explicit-materials-in-schools/article_9140d26e-c3d9-55b0-a298-142794654d60.html
1060049966	20220824	202208	2022	2022.6411	EDU	COLLEGE						EDU													0	013	013	01	1	0.4	1	1	1	-0.1194743130227	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220824230000	https://www.djournal.com/news/state-news/how-federal-student-debt-relief-plan-will-affect-mississippians/article_209ab917-a024-5b7e-88f9-b6474a81df45.html
1060049967	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	020	020	02	1	3.0	2	1	2	-0.78125	3	Irving Park, Illinois, United States	US	USIL	IL031	41.9534	-87.7365	1802412	0								3	Irving Park, Illinois, United States	US	USIL		41.9534	-87.7365	1802412	20220824230000	https://www.fox10phoenix.com/news/3-shot-outside-schurz-high-school-on-chicagos-northwest-side
1060049968	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	020	020	02	1	3.0	3	1	3	-0.78125	3	Schurz High School, Illinois, United States	US	USIL	IL031	41.9475	-87.7351	418121	0								3	Schurz High School, Illinois, United States	US	USIL		41.9475	-87.7351	418121	20220824230000	https://www.fox10phoenix.com/news/3-shot-outside-schurz-high-school-on-chicagos-northwest-side
1060049969	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	020	020	02	1	3.0	6	1	6	0.73664825046041	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824230000	https://www.nbcconnecticut.com/news/local/as-students-return-to-school-districts-say-mental-health-is-a-priority/2858843/
1060049970	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	030	030	03	1	4.0	10	1	10	4.01146131805158	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220824230000	https://www.djournal.com/news/education/nemcc-transfer-students-lead-state-in-graduation-gpa/article_53b6ee14-d4fb-57fb-9e76-124638a9d276.html
1060049971	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	042	042	04	1	1.9	6	1	6	1.85334407735697	1	Botswana	BC	BC		-22	24	BC	0								1	Botswana	BC	BC		-22	24	BC	20220824230000	https://www.nationalgeographic.com/environment/article/paid-content-connected-by-water
1060049972	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	043	043	04	1	2.8	2	1	2	1.24164278892072	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	0								3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	20220824230000	https://www.thehawkeye.com/story/news/2022/08/24/scene-grimes-elementary-burlington-new-school-year-begins/7874198001/
1060049973	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU													1	051	051	05	1	3.4	2	1	2	1.69133192389006	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049974	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU													1	051	051	05	1	3.4	2	1	2	1.69133192389006	3	University Of The Pacific, California, United States	US	USCA	CA077	37.9789	-121.311	236868	0								3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049975	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	071	071	07	2	7.4	5	1	5	-1.15511551155116	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20220824230000	https://www.fox10phoenix.com/news/teacher-strike-forces-students-to-start-school-year-remotely-in-ohio-columbus
1060049976	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	2	1	2	1.0703363914373	3	Kershaw County, South Carolina, United States	US	USSC	SC055	34.4502	-80.5665	1248007	0								3	Kershaw County, South Carolina, United States	US	USSC		34.4502	-80.5665	1248007	20220824230000	https://www.wltx.com/article/news/education/clock-ticking-sc-schools-federal-covid-relief-funding/101-8112d1b5-3548-4150-bb5c-fbce1d285d10
1060049977	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU													1	0831	083	08	2	5.0	6	1	6	1.69133192389006	3	University Of The Pacific, California, United States	US	USCA	CA077	37.9789	-121.311	236868	0								3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049978	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	1721	172	17	4	-5.0	10	1	10	-3.42679127725856	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824230000	https://www.ncnewsonline.com/news/local_news/mike-kelly-to-gov-wolf-investigate-explicit-materials-in-schools/article_9140d26e-c3d9-55b0-a298-142794654d60.html
1060049979	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU													1	192	192	19	4	-9.5	2	1	2	1.69133192389006	3	University Of The Pacific, California, United States	US	USCA	CA077	37.9789	-121.311	236868	0								3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049980	20220824	202208	2022	2022.6411	EDU	PROFESSOR						EDU			BUS	INDUSTRY						BUS			1	010	010	01	1	0.0	5	1	5	0.78125	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824230000	https://www.telegraphindia.com/india/ugc-unveils-draft-guidelines-for-the-appointment-of-experts-from-industry/cid/1882233
1060049981	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			BUS	INDUSTRY						BUS			1	014	014	01	1	0.0	4	1	4	0.78125	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824230000	https://www.telegraphindia.com/india/ugc-unveils-draft-guidelines-for-the-appointment-of-experts-from-industry/cid/1882233
1060049982	20220824	202208	2022	2022.6411	EDU	PROFESSOR						EDU			BUS	INDUSTRY						BUS			1	020	020	02	1	3.0	5	1	5	0.78125	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824230000	https://www.telegraphindia.com/india/ugc-unveils-draft-guidelines-for-the-appointment-of-experts-from-industry/cid/1882233
1060049983	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			BUS	EMPLOYER						BUS			0	056	056	05	1	7.0	5	1	5	1.84940554821665	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824230000	https://www.nbcconnecticut.com/news/business/money-report/student-loans-have-been-the-soul-crusher-of-dreams-3-ways-debt-forgiveness-can-improve-mental-health-from-a-financial-therapist/2858866/
1060049984	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			BWA	BOTSWANA	BWA								0	043	043	04	1	2.8	4	1	4	1.85334407735697	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20220824230000	https://www.nationalgeographic.com/environment/article/paid-content-connected-by-water
1060049985	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			COP	POLICE CHIEF						COP			1	036	036	03	1	4.0	5	1	5	-3.40314136125654	0								0								0								20220824230000	https://www.newsy.com/stories/uvalde-officials-to-decide-fate-of-police-chief/
1060049986	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			CVL	COMMUNITY						CVL			1	013	013	01	1	0.4	5	1	5	10.958904109589	0								0								0								20220824230000	https://www.ithaca.com/news/ithaca/campus-pride-names-ithaca-college-among-best-for-lgbtq-students/article_17d84092-23f3-11ed-85be-9bd8825c23a7.html
1060049987	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			CVL	NEIGHBORHOOD						CVL			1	193	193	19	4	-10.0	2	1	2	-3.9647577092511	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Irving Park, Illinois, United States	US	USIL		41.9534	-87.7365	1802412	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824230000	https://www.cbsnews.com/news/drive-by-shooting-near-chicago-carl-schurz-high-school-4-wounded/
1060049988	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			GHA	ACCRA	GHA								1	040	040	04	1	1.0	10	1	10	2.7972027972028	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824230000	https://www.modernghana.com/news/1179256/gij-begins-homecoming-with-an-alumni-student-netwo.html
1060049989	20220824	202208	2022	2022.6411	EDU	COLLEGE						EDU			GOV	ADMINISTRATION						GOV			0	036	036	03	1	4.0	5	1	5	-1.6728624535316	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824230000	http://www.msn.com/en-us/money/personalfinance/biden-s-student-loan-plan-wipes-out-debt-for-20-million-americans-but-leaves-millions-behind/ar-AA113T3n
1060049990	20220824	202208	2022	2022.6411	EDU	COLLEGE						EDU			IND	ASSAM	IND								1	090	090	09	2	-2.0	8	1	8	-7	4	Silchar, Assam, India	IN	IN03	17577	24.8167	92.8	-2111317	4	Silchar, Assam, India	IN	IN03	17577	24.8167	92.8	-2111317	4	Silchar, Assam, India	IN	IN03	17577	24.8167	92.8	-2111317	20220824230000	https://www.telegraphindia.com/north-east/assam-college-principal-arrested/cid/1882227
1060049991	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			LAB	WORKER						LAB			0	056	056	05	1	7.0	5	1	5	1.84940554821665	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824230000	https://www.nbcconnecticut.com/news/business/money-report/student-loans-have-been-the-soul-crusher-of-dreams-3-ways-debt-forgiveness-can-improve-mental-health-from-a-financial-therapist/2858866/
1060049992	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	1.24164278892072	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	20220824230000	https://www.thehawkeye.com/story/news/2022/08/24/scene-grimes-elementary-burlington-new-school-year-begins/7874198001/
1060049993	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	1.69133192389006	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049994	20220824	202208	2022	2022.6411	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	1.69133192389006	3	University Of The Pacific, California, United States	US	USCA	CA077	37.9789	-121.311	236868	3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049995	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USA	CHICAGO	USA								1	190	190	19	4	-10.0	6	1	6	-0.78125	3	Schurz High School, Illinois, United States	US	USIL	IL031	41.9475	-87.7351	418121	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824230000	https://www.fox10phoenix.com/news/3-shot-outside-schurz-high-school-on-chicagos-northwest-side
1060049996	20220824	202208	2022	2022.6411	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	192	192	19	4	-9.5	8	1	8	1.69133192389006	3	University Of The Pacific, California, United States	US	USCA	CA077	37.9789	-121.311	236868	3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	3	University Of The Pacific, California, United States	US	USCA		37.9789	-121.311	236868	20220824230000	https://www.recordnet.com/story/news/2022/08/23/pacific-students-move/7878299001/
1060049997	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USA	CHICAGO	USA								1	193	193	19	4	-10.0	6	1	6	-0.78125	3	Irving Park, Illinois, United States	US	USIL	IL031	41.9534	-87.7365	1802412	3	Irving Park, Illinois, United States	US	USIL		41.9534	-87.7365	1802412	3	Irving Park, Illinois, United States	US	USIL		41.9534	-87.7365	1802412	20220824230000	https://www.fox10phoenix.com/news/3-shot-outside-schurz-high-school-on-chicagos-northwest-side
1060049998	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USA	CHICAGO	USA								1	193	193	19	4	-10.0	3	1	3	-3.9647577092511	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824230000	https://www.cbsnews.com/news/drive-by-shooting-near-chicago-carl-schurz-high-school-4-wounded/
1060049999	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USACVL	UNITED STATES	USA					CVL			1	193	193	19	4	-10.0	8	1	8	-3.9647577092511	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Irving Park, Illinois, United States	US	USIL		41.9534	-87.7365	1802412	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824230000	https://www.cbsnews.com/news/drive-by-shooting-near-chicago-carl-schurz-high-school-4-wounded/
1060050000	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU			USAEDU	ILLINOIS	USA					EDU			0	125	125	12	3	-5.0	2	1	2	1.24164278892072	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220824230000	https://www.thehawkeye.com/story/news/2022/08/24/scene-grimes-elementary-burlington-new-school-year-begins/7874198001/
1060050001	20220824	202208	2022	2022.6411	EDUCOP	SCHOOL						EDU	COP												1	042	042	04	1	1.9	5	1	5	-22.2222222222222	0								0								0								20220824230000	https://abcnews.go.com/US/wireStory/uvalde-school-police-chief-refuses-attend-firing-citing-88815644
1060050002	20220824	202208	2022	2022.6411	EDUCOP	SCHOOL						EDU	COP												1	042	042	04	1	1.9	1	1	1	-20.5128205128205	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220824230000	https://www.sfgate.com/news/article/Alert-Uvalde-school-police-chief-refuses-to-17396229.php
1060050003	20220824	202208	2022	2022.6411	ELI	ACTOR						ELI			USA	PHOENIX	USA								0	010	010	01	1	0.0	4	1	4	-0.53333333333333	3	Niagara County, New York, United States	US	USNY	NY063	43.1667	-78.7664	974130	3	Niagara County, New York, United States	US	USNY		43.1667	-78.7664	974130	3	Niagara County, New York, United States	US	USNY		43.1667	-78.7664	974130	20220824230000	https://www.lockportjournal.com/news/local_news/ashas-operator-gets-postponement-of-court-case/article_7c183976-2331-11ed-a73a-4fb3c711fb1b.html
1060050004	20220824	202208	2022	2022.6411	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	071	071	07	2	7.4	4	1	4	-0.17301038062284	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220824230000	https://www.nbcsandiego.com/entertainment/entertainment-news/paul-newmans-daughters-sue-legendary-actors-charity-foundation/3031054/
