1060147933	20220726	202207	2022	2022.5644	sco	SCOTTISH			sco						GBR	EDINBURGH	GBR								1	036	036	03	1	4.0	6	1	6	-5.54323725055432	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220825134500	https://www.scottishdailyexpress.co.uk/news/scottish-news/sinister-black-clad-nats-secret-27821866
1060147934	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS			MNCUSAMED	GOOGLE	USA					MNC	MED		0	042	042	04	1	1.9	3	1	3	-3.46708219711726	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147935	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-3.46708219711726	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147936	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-3.46708219711726	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147937	20220818	202208	2022	2022.6247	CAN	CANADA	CAN																		1	020	020	02	1	3.0	2	1	2	-5	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20220825134500	https://www.castanet.net/news/Kelowna/381836/Immoral-and-reckless-Involuntary-mental-health-addictions-treatment-proposal-condemned-by-BC-Civil-Liberties-Association
1060147938	20220818	202208	2022	2022.6247	IGOUNO	THE UN		UNO				IGO			CVL	POPULATION						CVL			0	130	130	13	3	-4.4	12	2	12	-5.20506210452308	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825134500	https://www.ibtimes.com/ethiopias-return-conflict-what-we-know-3605797
1060147939	20220818	202208	2022	2022.6247	IGOUNO	THE UN		UNO				IGO			ETHCVL	ETHIOPIA	ETH					CVL			0	130	130	13	3	-4.4	8	2	8	-5.20506210452308	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220825134500	https://www.ibtimes.com/ethiopias-return-conflict-what-we-know-3605797
1060147940	20220818	202208	2022	2022.6247	JUDJUD	MAGISTRATE						JUD	JUD		GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	5	1	5	-2.24	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825134500	http://www.msn.com/en-us/news/politics/justice-dept-to-submit-redacted-affidavit-used-in-trump-search-warrant/ar-AA115hOZ
1060147941	20220818	202208	2022	2022.6247	MED	NEWS ORGANIZATION						MED			JUDJUD	MAGISTRATE						JUD	JUD		0	084	084	08	2	7.0	10	1	10	-2.24	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825134500	http://www.msn.com/en-us/news/politics/justice-dept-to-submit-redacted-affidavit-used-in-trump-search-warrant/ar-AA115hOZ
1060147942	20220818	202208	2022	2022.6247	MNCUSAMED	GOOGLE	USA					MNC	MED		BUS	BUSINESS						BUS			0	043	043	04	1	2.8	3	1	3	-3.46708219711726	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147943	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								BUS	LANDLORD						BUS			1	020	020	02	1	3.0	3	1	3	-3.42146189735614	3	Collier County, Florida, United States	US	USFL	FL021	26.1337	-81.4831	295754	3	City Of Naples, Florida, United States	US	USFL		26.1486	-81.7964	2404348	3	City Of Naples, Florida, United States	US	USFL		26.1486	-81.7964	2404348	20220825134500	https://www.marconews.com/story/news/local/2022/08/25/rent-increase-landlord-notice-law-passed-city-naples/7884713001/
1060147944	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	043	043	04	1	2.8	1	1	1	-3.46708219711726	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147945	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	043	043	04	1	2.8	1	1	1	-3.46708219711726	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825134500	http://new.irasciblemusings.com/page/1034/
1060147946	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								BUS	LANDLORD						BUS			1	120	120	12	3	-4.0	1	1	1	-3.42146189735614	3	City Of Naples, Florida, United States	US	USFL	FL021	26.1486	-81.7964	2404348	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220825134500	https://www.marconews.com/story/news/local/2022/08/25/rent-increase-landlord-notice-law-passed-city-naples/7884713001/
1060147947	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA								BUS	LANDLORD						BUS			1	120	120	12	3	-4.0	2	1	2	-3.42146189735614	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220825134500	https://www.marconews.com/story/news/local/2022/08/25/rent-increase-landlord-notice-law-passed-city-naples/7884713001/
1060147948	20220824	202208	2022	2022.6411											GHABUS	GHANA	GHA					BUS			1	040	040	04	1	1.0	10	1	10	2.07547169811321	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220825134500	https://allafrica.com/stories/202208250550.html
1060147949	20220824	202208	2022	2022.6411	CYP	CYPRUS	CYP								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-2.25409836065574	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825134500	http://www.msn.com/en-us/travel/news/ramon-airport-sparks-crisis-between-jordan-palestinians/ar-AA115qwx
1060147950	20220824	202208	2022	2022.6411	CYP	CYPRUS	CYP								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-2.25409836065574	1	Cyprus	CY	CY		35	33	CY	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Cyprus	CY	CY		35	33	CY	20220825134500	http://www.msn.com/en-us/travel/news/ramon-airport-sparks-crisis-between-jordan-palestinians/ar-AA115qwx
1060147951	20220824	202208	2022	2022.6411	GHABUS	GHANA	GHA					BUS													1	040	040	04	1	1.0	10	1	10	2.07547169811321	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20220825134500	https://allafrica.com/stories/202208250550.html
1060147952	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								CYP	CYPRUS	CYP								0	042	042	04	1	1.9	2	1	2	-2.25409836065574	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825134500	http://www.msn.com/en-us/travel/news/ramon-airport-sparks-crisis-between-jordan-palestinians/ar-AA115qwx
1060147953	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								CYP	CYPRUS	CYP								0	042	042	04	1	1.9	2	1	2	-2.25409836065574	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20220825134500	http://www.msn.com/en-us/travel/news/ramon-airport-sparks-crisis-between-jordan-palestinians/ar-AA115qwx
1060147954	20220824	202208	2022	2022.6411	LKA	SRI LANKA	LKA																		1	010	010	01	1	0.0	8	1	8	-1.58730158730159	4	Malabe, Western, Sri Lanka	CE	CE36	25852	6.9083	79.9649	-2227305	0								4	Malabe, Western, Sri Lanka	CE	CE36	25852	6.9083	79.9649	-2227305	20220825134500	https://economynext.com/who-pledges-medical-aid-worth-40mn-dollars-to-crisis-hit-sri-lanka-99015/
1060147955	20220824	202208	2022	2022.6411	PTY	DEMOCRATIC PARTY																			1	051	051	05	1	3.4	5	1	5	0.21008403361345	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220825134500	https://wusfnews.wusf.usf.edu/education/2022-08-25/school-boards-politicized-children-stand-to-lose-usf-expert-says
1060147956	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	4	1	4	-1.68067226890757	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220825134500	https://www.thenews.com.pk/latest/985356-meghan-markle-accused-of-thinking-nothing-good-enough-mansion-not-housing-unit
1060147957	20220825	202208	2022	2022.6438											AZEGOV	AZERBAIJAN	AZE					GOV			1	040	040	04	1	1.0	2	1	2	0.48780487804878	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220825134500	https://akipress.com/news:676919:Eurasian_Economic_Union_countries_to_discuss_use_of_national_currencies_in_mutual_trade,_common_gas_market/
1060147958	20220825	202208	2022	2022.6438											BGR	BULGARIA	BGR								1	043	043	04	1	2.8	12	1	10	0	0								4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	20220825134500	https://www.c21media.net/news/e4-heads-to-bulgarias-sunny-beach-with-parable/
1060147959	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	032	032	03	1	4.5	10	1	10	8.35579514824798	0								0								0								20220825134500	https://www.insurancejournal.com/jobs/680762-benefits-consultant
1060147960	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	5	1	5	4.17690417690418	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220825134500	https://www.globenewswire.com/news-release/2022/08/25/2504692/0/en/TruChoice-Hosts-Inaugural-TruWomen-Annual-Conference.html
1060147961	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	1.10864745011086	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20220825134500	http://www.cfi.net.cn/p20220825004375.html
1060147962	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			1	043	043	04	1	2.8	5	1	5	1.47058823529412	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220825134500	https://www.insidermonkey.com/blog/value-investor-david-abrams-is-holding-onto-these-5-stocks-in-2022-1060104/
1060147963	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	061	061	06	2	6.4	10	1	10	-0.77399380804953	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825134500	https://www.prokerala.com/news/articles/a1338853.html
1060147964	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	020	020	02	1	3.0	6	1	6	-3.25581395348837	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20220825134500	https://www.castanet.net/news/Kamloops/381813/Man-defends-his-actions-in-viral-Brocklehurst-road-rage-confrontation
1060147965	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	060	060	06	2	6.0	4	1	4	-3.25581395348837	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20220825134500	https://www.castanet.net/news/Kamloops/381813/Man-defends-his-actions-in-viral-Brocklehurst-road-rage-confrontation
1060147966	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	112	112	11	3	-2.0	2	1	2	-3.25581395348837	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20220825134500	https://www.castanet.net/news/Kamloops/381813/Man-defends-his-actions-in-viral-Brocklehurst-road-rage-confrontation
1060147967	20220825	202208	2022	2022.6438											CAN	MANITOBA	CAN								1	190	190	19	4	-10.0	5	1	5	-3.87096774193549	0								0								0								20220825134500	https://www.chvnradio.com/articles/no-injuries-in-fire-at-downtown-hotel
1060147968	20220825	202208	2022	2022.6438											CHE	DAVOS	CHE								1	040	040	04	1	1.0	3	1	3	6.67996011964108	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825134500	https://www.jeccomposites.com/news/governors-stitt-hutchinson-partner-to-create-super-region-for-advanced-mobility-in-the-heartland/
1060147969	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	182	182	18	4	-9.5	10	1	10	-3.07692307692308	0								0								0								20220825134500	https://www.bristolpost.co.uk/news/bristol-news/man-stabbed-stapleton-road-early-7507986
1060147970	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	014	014	01	1	0.0	6	1	6	-5.62248995983936	0								5	Northwest Territories, Northwest Territories, Canada	CA	CA13	25042	65	-118	-570392	5	Northwest Territories, Northwest Territories, Canada	CA	CA13	25042	65	-118	-570392	20220825134500	https://www.castanet.net/news/Canada/381846/N-W-T-s-2022-wildfire-season-has-nearly-doubled-five-year-average-for-area-burned
1060147971	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	4	1	4	-4.12234042553192	0								3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20220825134500	https://www.newtimesslo.com/sanluisobispo/taft-st-coffee-gets-community-pushback-for-links-to-alleged-sexual-abuser/Content?oid=12866457
1060147972	20220825	202208	2022	2022.6438											CVL	TRAVELLER						CVL			1	036	036	03	1	4.0	10	1	10	6.6914498141264	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825134500	https://www.dfnionline.com/latest-news/penfolds-invites-travellers-venture-beyond-melbourne-25-08-2022/
1060147973	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			0	040	040	04	1	1.0	10	1	10	-3.42146189735614	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220825134500	https://www.marconews.com/story/news/local/2022/08/25/rent-increase-landlord-notice-law-passed-city-naples/7884713001/
1060147974	20220825	202208	2022	2022.6438											CVL	POPULATION						CVL			1	042	042	04	1	1.9	10	1	10	-0.56925996204934	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20220825134500	https://www.newsweek.com/greece-stray-cat-charms-boyfriend-vacation-tiktok-1736851
1060147975	20220825	202208	2022	2022.6438											CVL	VOTER						CVL			1	057	057	05	1	8.0	5	1	5	-0.26143790849673	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825134500	https://wblk.com/new-york-political-signs/
1060147976	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			0	080	080	08	2	5.0	2	1	2	0.87412587412588	0								3	Hochatown, Oklahoma, United States	US	USOK	OK089	34.1523	-94.7527	1093810	3	Hochatown, Oklahoma, United States	US	USOK	OK089	34.1523	-94.7527	1093810	20220825134500	https://journalrecord.com/2022/08/24/right-thinking-hochatown-an-interesting-study-of-local-politics/
1060147977	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	163	163	16	4	-8.0	10	1	10	-4.12234042553192	0								3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20220825134500	https://www.newtimesslo.com/sanluisobispo/taft-st-coffee-gets-community-pushback-for-links-to-alleged-sexual-abuser/Content?oid=12866457
1060147978	20220825	202208	2022	2022.6438											DEU	HAMBURG	DEU								1	040	040	04	1	1.0	10	1	10	6.73400673400673	0								4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	20220825134500	https://wblk.com/veterans-in-hamburg-new-york/
1060147979	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	0353	035	03	1	7.0	3	1	3	4.739336492891	0								4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	20220825134500	https://hickoryrecord.com/news/local/van-will-enable-lions-to-conduct-on-site-screenings/article_b41d42b4-23bb-11ed-910e-370acc7c5efc.html
1060147980	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	6.17913832199546	0								4	Forest Hall, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0167	-1.56667	-2596398	4	Forest Hall, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0167	-1.56667	-2596398	20220825134500	https://www.dunmowbroadcast.co.uk/news/education/essex-gcse-results-2022-9232434
1060147981	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	2.97029702970298	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825134500	https://en.vietnamplus.vn/an-unprecedented-school-day-for-preschool-children-in-hanoi/236248.vnp
1060147982	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	4	1	4	-4.74631751227496	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825134500	https://www.thenorthwestern.com/story/news/2022/08/25/how-prioritize-and-uplift-students-mental-health-back-to-school/10307970002/
1060147983	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	5	1	5	5.68862275449102	0								4	Cirencester, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7333	-1.98333	-2592612	4	Cirencester, Gloucestershire, United Kingdom	UK	UKE6	40109	51.7333	-1.98333	-2592612	20220825134500	https://www.stroudnewsandjournal.co.uk/news/20759473.gcse-results-maidenhill-school-head-praise-students-worked-tirelessly/
1060147984	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	6.17913832199546	0								4	Forest Hall, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0167	-1.56667	-2596398	4	Forest Hall, North Tyneside, United Kingdom	UK	UKJ5	40134	55.0167	-1.56667	-2596398	20220825134500	https://www.dunmowbroadcast.co.uk/news/education/essex-gcse-results-2022-9232434
1060147985	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	5	1	5	3.64583333333334	0								4	Belgaum, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	4	Belgaum, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825134500	https://news.webindia123.com/news/Articles/Business/20220825/3976707.html
1060147986	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	051	051	05	1	3.4	2	1	2	2.00892857142858	0								4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	4	Manipal, Karnataka, India	IN	IN19	70166	13.35	74.7833	-2103863	20220825134500	https://www.daijiworld.com/news/newsDisplay?newsID=993133
1060147987	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	4	1	4	-1.01123595505618	0								3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20220825134500	https://www.smdailyjournal.com/news/state/survey-charter-schools-saw-influx-during-covid/article_35f8e01e-242e-11ed-aade-438212833655.html
1060147988	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	6	1	6	-1.01123595505618	0								3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	2	California, United States	US	USCA		36.17	-119.746	CA	20220825134500	https://www.smdailyjournal.com/news/state/survey-charter-schools-saw-influx-during-covid/article_35f8e01e-242e-11ed-aade-438212833655.html
1060147989	20220825	202208	2022	2022.6438											FRA	FRANCE	FRA								1	190	190	19	4	-10.0	8	1	8	-2.29007633587787	0								4	Ajaccio, Corse, France	FR	FRA5	16271	41.9272	8.73462	-1406959	4	Ajaccio, Corse, France	FR	FRA5	16271	41.9272	8.73462	-1406959	20220825134500	https://www.rfi.fr/en/france/20220825-france-declares-state-of-natural-disaster-in-corsica-after-deadly-storm
