1060161198	20220824	202208	2022	2022.6411	ZAF	LIMPOPO	ZAF								INT	FOREIGN NATIONAL						INT			0	173	173	17	4	-5.0	10	1	10	-8.18713450292401	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220825153000	https://www.zimbabwesituation.com/news/backlash-as-sa-doctor-belittles-zim-patient/
1060161199	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	036	036	03	1	4.0	4	1	4	2.86783042394015	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825153000	https://www.dstv.com/en-za/news/57587/ayanda-thabethe-brings-africa-to-the-world
1060161200	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	1.41509433962264	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825153000	https://www.miragenews.com/un-women-executive-board-to-convene-second-843245/
1060161201	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	2.86783042394015	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825153000	https://www.dstv.com/en-za/news/57587/ayanda-thabethe-brings-africa-to-the-world
1060161202	20220825	202208	2022	2022.6438											ARE	UNITED ARAB EMIRATES	ARE								1	112	112	11	3	-2.0	2	1	2	-4.12844036697248	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825153000	https://www.monstersandcritics.com/tv/reality-tv/caroline-stanbury-accused-of-being-in-jeffrey-epsteins-notebook-according-to-rhodubai-costar/
1060161203	20220825	202208	2022	2022.6438											ARE	UNITED ARAB EMIRATES	ARE								1	112	112	11	3	-2.0	2	1	2	-4.12844036697248	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825153000	https://www.monstersandcritics.com/tv/reality-tv/caroline-stanbury-accused-of-being-in-jeffrey-epsteins-notebook-according-to-rhodubai-costar/
1060161204	20220825	202208	2022	2022.6438											BUS	COMPANIES						BUS			0	020	020	02	1	3.0	2	1	2	-1.28865979381443	0								4	Dalhousie, New Brunswick, Canada	CA	CA04	12732	48.0667	-66.3667	-563286	1	Ukraine	UP	UP		49	32	UP	20220825153000	https://www.cbc.ca/radio/thecurrent/grain-companies-windfall-tax-1.6561019
1060161205	20220825	202208	2022	2022.6438											BUS	BANK						BUS			1	036	036	03	1	4.0	5	1	5	4.17582417582417	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220825153000	https://wobm.com/ixp/393/p/cheese-cave-red-bank-closing/
1060161206	20220825	202208	2022	2022.6438											BUS	BANK						BUS			1	042	042	04	1	1.9	5	1	5	4.17582417582417	0								3	Monmouth County, New Jersey, United States	US	USNJ		40.3001	-74.1663	882910	3	Monmouth County, New Jersey, United States	US	USNJ		40.3001	-74.1663	882910	20220825153000	https://wobm.com/ixp/393/p/cheese-cave-red-bank-closing/
1060161207	20220825	202208	2022	2022.6438											BUS	MERCHANT						BUS			1	050	050	05	1	3.5	5	1	5	2.17391304347826	0								4	Taman Sari, Jawa Tengah, Indonesia	ID	ID07	18585	-6.9556	110.057	10148404	4	Taman Sari, Jawa Tengah, Indonesia	ID	ID07	18585	-6.9556	110.057	10148404	20220825153000	https://en.antaranews.com/news/246337/jakarta-old-town-revitalization-80-complete-official
1060161208	20220825	202208	2022	2022.6438											CANEDU	CANADIAN	CAN					EDU			0	036	036	03	1	4.0	6	1	6	3.15151515151515	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220825153000	https://www.miragenews.com/nfb-education-adds-one-more-tool-to-teachers-843287/
1060161209	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	042	042	04	1	1.9	10	1	10	-0.63391442155309	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825153000	https://www.carscoops.com/2022/08/2023-dodge-challenger-shakedown-opel-zafira-e-life-crosscamp-and-gr-yaris-gets-a-factory-tune-your-morning-brief/
1060161210	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	-3.16742081447964	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20220825153000	https://katcountry989.com/2022/08/25/as-harvest-time-looms-china-tells-farmers-to-replant-or-switch-crops/
1060161211	20220825	202208	2022	2022.6438											CHR	CHRISTIAN				CHR					1	060	060	06	2	6.0	10	1	10	2.09276018099548	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161212	20220825	202208	2022	2022.6438											CMRGOV	CAMEROON	CMR					GOV			0	020	020	02	1	3.0	2	1	2	-3.73831775700934	0								4	Banki, Extreme-Nord, Cameroon	CM	CM12	22700	11.249	14.1514	10076848	4	Banki, Extreme-Nord, Cameroon	CM	CM12	22700	11.249	14.1514	10076848	20220825153000	https://www.voanews.com/a/cameroon-nigeria-reopening-border-markets-and-schools-with-boko-haram-threat-diminished/6716326.html
1060161213	20220825	202208	2022	2022.6438											CMRGOV	CAMEROON	CMR					GOV			0	036	036	03	1	4.0	2	1	2	-3.73831775700934	0								4	Banki, Extreme-Nord, Cameroon	CM	CM12	22700	11.249	14.1514	10076848	4	Banki, Extreme-Nord, Cameroon	CM	CM12	22700	11.249	14.1514	10076848	20220825153000	https://www.voanews.com/a/cameroon-nigeria-reopening-border-markets-and-schools-with-boko-haram-threat-diminished/6716326.html
1060161214	20220825	202208	2022	2022.6438											COP	POLICE CHIEF						COP			0	014	014	01	1	0.0	6	1	6	-0.84033613445378	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220825153000	https://www.wksu.org/community/2022-08-25/morning-headlines-activists-deliver-petition-to-akron-police-and-more
1060161215	20220825	202208	2022	2022.6438											COP	BORDER PATROL						COP			1	030	030	03	1	4.0	10	1	10	-7.57978723404255	0								3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	3	El Paso, Texas, United States	US	USTX		31.7587	-106.487	1380946	20220825153000	https://www.thecentersquare.com/texas/federal-agents-continue-to-uncover-stash-houses-of-smuggled-people-in-el-paso/article_2debe426-2482-11ed-adcd-4b1e8c4a131c.html
1060161216	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	130	130	13	3	-4.4	5	1	5	-3.97727272727273	0								1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20220825153000	https://charter97.org/en/news/2022/8/25/512761/
1060161217	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	190	190	19	4	-10.0	5	1	5	-3.49794238683127	0								3	Whiteland, Indiana, United States	US	USIN	IN081	39.55	-86.0797	445970	3	Whiteland, Indiana, United States	US	USIN	IN081	39.55	-86.0797	445970	20220825153000	https://www.wthr.com/article/news/local/police-searching-for-suspect-after-deadly-greenwood-shooting-nearby-schools-on-lockdown/531-0e9c6fa2-c2c3-45d6-a5e6-a9ce6d78a2a7
1060161218	20220825	202208	2022	2022.6438											CRM	SEX WORKER						CRM			0	014	014	01	1	0.0	10	1	10	-4.46096654275093	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220825153000	https://www.rte.ie/news/ireland/2022/0825/1318756-street-sex-worker-report/
1060161219	20220825	202208	2022	2022.6438											CRM	RUNNER						CRM			0	043	043	04	1	2.8	10	1	10	1.60427807486631	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825153000	https://www.slowtwitch.com/Opinion/How_a_PTO_Tour_Event_Stacks_Up_8459.html
1060161220	20220825	202208	2022	2022.6438											CRM	SMUGGLER						CRM			0	072	072	07	2	8.3	5	1	5	-4.73372781065089	0								5	Kwara State, Kwara, Nigeria	NI	NI30	191411	8.5	5	-2017029	5	Kwara State, Kwara, Nigeria	NI	NI30	191411	8.5	5	-2017029	20220825153000	https://guardian.ng/news/nigeria/military-nabs-21-pipeline-vandals-seizes-stolen-petroleum-products-in-n-delta/
1060161221	20220825	202208	2022	2022.6438											CRM	CULPRIT						CRM			0	0841	084	08	2	7.0	10	1	10	-9.50570342205324	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825153000	https://www.indiatoday.in/india/story/hyderabad-influencer-syed-abdahu-kashaf-arrested-for-endorsing-sar-tan-se-juda-slogans-1992473-2022-08-25
1060161222	20220825	202208	2022	2022.6438											CRM	SMUGGLER						CRM			0	173	173	17	4	-5.0	5	1	5	-4.73372781065089	0								5	Kwara State, Kwara, Nigeria	NI	NI30	191411	8.5	5	-2017029	5	Kwara State, Kwara, Nigeria	NI	NI30	191411	8.5	5	-2017029	20220825153000	https://guardian.ng/news/nigeria/military-nabs-21-pipeline-vandals-seizes-stolen-petroleum-products-in-n-delta/
1060161223	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	0.30581039755352	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825153000	https://lavendermagazine.com/our-lives/cabenuva-a-new-way-for-our-hiv-positive-community/
1060161224	20220825	202208	2022	2022.6438											CVL	PROPERTY OWNER						CVL			0	041	041	04	1	1.0	10	1	10	-1.11821086261981	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220825153000	https://www.osceolasun.com/public_notices/village-of-osceola-notice-of-open-book-board-of-review/article_24d52f4e-22f4-11ed-9e45-e7e2c1fad9ef.html
1060161225	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	10	1	10	-2.84090909090909	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220825153000	http://www.msn.com/en-us/tv/news/negan-maggie-s-twd-spinoff-can-deliver-justice-for-glenn-in-1-big-way/ar-AA115zlP
1060161226	20220825	202208	2022	2022.6438											CVL	TOURIST						CVL			0	043	043	04	1	2.8	2	1	2	2.09276018099548	0								4	Grand Canal, Veneto, Italy	IT	IT20	18418	45.45	12.3167	-118762	4	Grand Canal, Veneto, Italy	IT	IT20	18418	45.45	12.3167	-118762	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161227	20220825	202208	2022	2022.6438											CVL	TOURIST						CVL			0	043	043	04	1	2.8	8	1	8	2.09276018099548	0								4	Vesuvius, Campania, Italy	IT	IT04	18332	40.8167	14.4333	-132142	4	Grand Canal, Veneto, Italy	IT	IT20	18418	45.45	12.3167	-118762	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161228	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	5	1	5	2.5974025974026	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20220825153000	https://www.pizzicato.lu/san-antonio-symphony-resurrected-as-san-antonio-philharmonic/
1060161229	20220825	202208	2022	2022.6438											CVL	VILLAGER						CVL			0	190	190	19	4	-10.0	10	1	10	-3.16742081447964	0								4	Nanchang, Jiangxi, China	CH	CH03	13164	28.55	115.933	-1914863	4	Nanchang, Jiangxi, China	CH	CH03	13164	28.55	115.933	-1914863	20220825153000	https://katcountry989.com/2022/08/25/as-harvest-time-looms-china-tells-farmers-to-replant-or-switch-crops/
1060161230	20220825	202208	2022	2022.6438											DEU	GERMANY	DEU								1	013	013	01	1	0.4	2	1	2	1.88340807174888	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825153000	https://realassets.ipe.com/news/people-moves-columbia-property-appoints-frazier-president-ceo/10061687.article
1060161231	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	2	1	2	1.42857142857143	0								3	Chapel Hill, North Carolina, United States	US	USNC		35.9429	-82.7088	1019601	3	Chapel Hill, North Carolina, United States	US	USNC		35.9429	-82.7088	1019601	20220825153000	https://www.unc.edu/discover/a-storied-history/
1060161232	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	0.390625	0								3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	20220825153000	https://wjno.iheart.com/featured/florida-news/content/2022-08-25-south-florida-school-board-incumbent-is-up-for-the-task-in-run-off/
1060161233	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	-3.71747211895911	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220825153000	https://www.reformer.com/ap/state/authorities-find-suspect-in-1986-death-of-claire-gravel-20/article_8dd88b9e-2203-5994-ab33-65bf878df46f.html
1060161234	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	3	1	3	1.42857142857143	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220825153000	https://www.unc.edu/discover/a-storied-history/
1060161235	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	052	052	05	1	3.5	3	1	3	7.05521472392638	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20220825153000	https://www.eadt.co.uk/news/education/lowestoft-schools-celebrate-gcse-results-2022-9232232
1060161236	20220825	202208	2022	2022.6438											ELI	ACTOR						ELI			1	100	100	10	3	-5.0	10	1	10	-6.71140939597315	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825153000	https://whbl.com/2022/08/25/after-deadly-strike-u-n-official-calls-on-all-actors-to-respect-international-law/
1060161237	20220825	202208	2022	2022.6438											FRA	FRENCH	FRA								0	043	043	04	1	2.8	10	2	10	-1.5998720692794	0								4	Chambery, RhôAlpes, France	FR	FRB9	16333	45.5929	5.91132	-1417926	4	Chambery, RhôAlpes, France	FR	FRB9	16333	45.5929	5.91132	-1417926	20220825153000	https://www.ibtimes.com/europeans-cross-borders-get-monkeypox-vaccine-3605820
1060161238	20220825	202208	2022	2022.6438											FRA	FRANCE	FRA								1	051	051	05	1	3.4	1	1	1	-3.72340425531915	0								4	Maubuisson, Aquitaine, France	FR	FR97	16241	45.0665	-1.14076	-1450279	4	Maubuisson, Aquitaine, France	FR	FR97	16241	45.0665	-1.14076	-1450279	20220825153000	https://www.catholic.org/saints/saint.php?saint_id=1011
1060161239	20220825	202208	2022	2022.6438											GBR	WALES	GBR								1	040	040	04	1	1.0	5	1	5	-1.49476831091181	0								4	Conwy, Conwy, United Kingdom	UK	UKX8	40182	53.2833	-3.83333	-2593181	4	Conwy, Conwy, United Kingdom	UK	UKX8	40182	53.2833	-3.83333	-2593181	20220825153000	https://www.dailypost.co.uk/news/north-wales-news/wild-suburban-constrictor-snakes-leafy-24850421
1060161240	20220825	202208	2022	2022.6438											GBR	LONDON	GBR								0	042	042	04	1	1.9	6	1	6	-0.45454545454546	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825153000	http://www.msn.com/en-us/travel/news/4-european-routes-where-you-should-take-a-train-instead-of-a-plane/ar-AA115Omu
1060161241	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-1.77383592017739	0								4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	20220825153000	https://www.liverpoolecho.co.uk/news/liverpool-news/teen-forced-care-after-dad-24850065
1060161242	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	100	100	10	3	-5.0	2	1	2	-0.35799522673031	0								1	United Kingdom	UK	UK		54	-4	UK	1	Spain	SP	SP		40	-4	SP	20220825153000	https://www.irishmirror.ie/news/irish-news/spain-portugal-more-top-holiday-27830939
1060161243	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	3	1	3	2.09276018099548	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161244	20220825	202208	2022	2022.6438											GBR	LONDON	GBR								0	173	173	17	4	-5.0	2	1	2	2.09276018099548	0								4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161245	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	1	1	1	2.09276018099548	0								4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	20220825153000	https://www.christies.com/features/the-art-of-the-souvenir-12387-1.aspx
1060161246	20220825	202208	2022	2022.6438											GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	8	1	8	1.44927536231884	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	1	Qatar	QA	QA		25.5	51.25	QA	20220825153000	https://www.geosuper.tv/latest/17984-pm-shehbaz-to-host-commonwealth-games-islamic-games-medalists-today
1060161247	20220825	202208	2022	2022.6438											GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	2	1	2	1.44927536231884	0								1	Qatar	QA	QA		25.5	51.25	QA	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220825153000	https://www.geosuper.tv/latest/17984-pm-shehbaz-to-host-commonwealth-games-islamic-games-medalists-today
1060161248	20220825	202208	2022	2022.6438											GOV	MINISTRY						GOV			1	046	046	04	1	7.0	10	1	10	-1.55038759689923	0								4	Melipilla, Regióetropolitana, Chile	CI	CI12	22379	-33.7	-71.2167	-892201	4	Melipilla, Regióetropolitana, Chile	CI	CI12	22379	-33.7	-71.2167	-892201	20220825153000	https://www.hortidaily.com/article/9453067/chile-s-ministry-of-agriculture-declares-agricultural-emergency-over-plague-affecting-strawberry-production/
1060161249	20220825	202208	2022	2022.6438											GOV	CABINET						GOV			1	046	046	04	1	7.0	10	1	10	0.23419203747073	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220825153000	https://timesofindia.indiatimes.com/india/govt-gives-2-year-extension-to-lateral-entrant-joint-secretaries/articleshow/93782966.cms
1060161250	20220825	202208	2022	2022.6438											GOV	FIRE SERVICE						GOV			0	046	046	04	1	7.0	10	1	10	3.70967741935484	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825153000	https://www.wvnews.com/westondemocrat/news/honoring-former-chief-eddie-taylor-jane-lew-west-virginia-vfd-hosts-bourbon-fundraiser/article_907dccac-247e-11ed-a607-9be6acd610ee.html
1060161251	20220825	202208	2022	2022.6438											GOV	GOVERNMENT						GOV			1	050	050	05	1	3.5	7	1	7	-2.03562340966921	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825153000	https://www.carscoops.com/2022/08/california-poised-to-vote-on-2035-ice-ban/
1060161252	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	10	2	10	-4.33723684649518	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20220825153000	https://www.thestar.com.my/news/world/2022/08/25/un039s-bachelet-condemns-brazil-rights-abuses-president039s-rally-against-judiciary
1060161253	20220825	202208	2022	2022.6438											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	2	1	2	-8.58085808580858	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20220825153000	https://oilcity.news/crime/court/2022/08/24/man-who-sold-wyoming-restaurant-owners-software-to-shirk-taxes-sentenced-to-house-arrest-probation/
1060161254	20220825	202208	2022	2022.6438											GOV	GOVERNMENT						GOV			1	1056	105	10	3	-5.0	10	1	10	-14.7982062780269	0								4	Korangi, Sindh, Pakistan	PK	PK05	23693	24.7863	67.133	-2766061	4	Korangi, Sindh, Pakistan	PK	PK05	23693	24.7863	67.133	-2766061	20220825153000	https://arynews.tv/protesters-pelt-ke-office-with-stones-over-power-cuts-over-billing/
1060161255	20220825	202208	2022	2022.6438											GOV	AUTHORITIES						GOV			1	112	112	11	3	-2.0	10	1	10	-10.2040816326531	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220825153000	https://www.cbsnews.com/miami/news/possible-stand-your-ground-fatal-shooting-under-investigation-in-hialeah/
