1060195674	20220824	202208	2022	2022.6411	FRA	FRANCE	FRA								RUS	RUSSIAN	RUS								0	010	010	01	1	0.0	2	1	2	-6.42504118616145	1	France	FR	FR		46	2	FR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	France	FR	FR		46	2	FR	20220825194500	https://www.thedailystar.net/news/world/2022-russian-invasion-ukraine/news/attack-ukraine-rail-station-25-killed-i-day-strike-3103346
1060195675	20220824	202208	2022	2022.6411	RUSGOV	VLADIMIR PUTIN	RUS					GOV			MIL	ARMED FORCES						MIL			0	100	100	10	3	-5.0	10	1	10	-6.42504118616145	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825194500	https://www.thedailystar.net/news/world/2022-russian-invasion-ukraine/news/attack-ukraine-rail-station-25-killed-i-day-strike-3103346
1060195676	20220824	202208	2022	2022.6411	RUSGOV	VLADIMIR PUTIN	RUS					GOV			RUS	RUSSIAN	RUS								0	051	051	05	1	3.4	2	1	2	-6.42504118616145	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825194500	https://www.thedailystar.net/news/world/2022-russian-invasion-ukraine/news/attack-ukraine-rail-station-25-killed-i-day-strike-3103346
1060195677	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								FRA	FRANCE	FRA								0	173	173	17	4	-5.0	1	1	1	-6.42504118616145	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	France	FR	FR		46	2	FR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825194500	https://www.thedailystar.net/news/world/2022-russian-invasion-ukraine/news/attack-ukraine-rail-station-25-killed-i-day-strike-3103346
1060195678	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								FRA	FRANCE	FRA								0	173	173	17	4	-5.0	1	1	1	-6.42504118616145	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220825194500	https://www.thedailystar.net/news/world/2022-russian-invasion-ukraine/news/attack-ukraine-rail-station-25-killed-i-day-strike-3103346
1060195679	20220825	202208	2022	2022.6438											AGR	FARMER						AGR			0	020	020	02	1	3.0	6	1	6	-4.70588235294118	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220825194500	https://www.news24.com/news24/southafrica/news/meghan-cremer-trial-its-human-to-forget-murder-accused-mentions-new-details-in-court-20220825
1060195680	20220825	202208	2022	2022.6438											BGD	BANGLADESH	BGD								1	040	040	04	1	1.0	1	1	1	-0.630914826498427	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	Bangladesh	BG	BG		24	90	BG	20220825194500	https://www.latestly.com/agency-news/india-news-india-bangladesh-hold-minister-level-meet-on-water-sharing-4125915.html
1060195681	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	030	030	03	1	4.0	4	1	4	4.17536534446764	0								4	Caithness, Highland, United Kingdom	UK	UKV3	40172	58.4167	-3.5	-2591558	4	Caithness, Highland, United Kingdom	UK	UKV3	40172	58.4167	-3.5	-2591558	20220825194500	https://www.johnogroat-journal.co.uk/news/floating-wind-farm-takes-top-level-membership-at-caithness-c-285590/
1060195682	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	030	030	03	1	4.0	6	1	6	4.17536534446764	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Scrabster, Highland, United Kingdom	UK	UKV3	40172	58.6167	-3.53333	-2607309	20220825194500	https://www.johnogroat-journal.co.uk/news/floating-wind-farm-takes-top-level-membership-at-caithness-c-285590/
1060195683	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	042	042	04	1	1.9	3	1	3	2.5	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220825194500	https://www.qsrmagazine.com/news/big-chicken-adds-trio-seasoned-executives
1060195684	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	060	060	06	2	6.0	10	1	10	0.37220843672457	0								4	Masenda, Manicaland, Zimbabwe	ZI	ZI01	40197	-19.4547	31.8288	10786149	4	Masenda, Manicaland, Zimbabwe	ZI	ZI01	40197	-19.4547	31.8288	10786149	20220825194500	https://www.herald.co.zw/pay-forex-for-cotton-lint-or-there-is-no-spinning-ginners/
1060195685	20220825	202208	2022	2022.6438											CAN	OTTAWA	CAN								1	042	042	04	1	1.9	1	1	1	-3.75	0								4	Richmond Hill, Ontario, Canada	CA	CA08	12689	43.8667	-79.4333	-572249	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825194500	https://www.ctvnews.ca/politics/father-of-iran-flight-crash-victim-arrives-in-ottawa-with-demands-for-justice-1.6042229
1060195686	20220825	202208	2022	2022.6438											CAN	OTTAWA	CAN								1	042	042	04	1	1.9	1	1	1	-3.75	0								4	Richmond Hill, Ontario, Canada	CA	CA08	12689	43.8667	-79.4333	-572249	4	Richmond Hill, Ontario, Canada	CA	CA08	12689	43.8667	-79.4333	-572249	20220825194500	https://www.ctvnews.ca/politics/father-of-iran-flight-crash-victim-arrives-in-ottawa-with-demands-for-justice-1.6042229
1060195687	20220825	202208	2022	2022.6438											CAN	OTTAWA	CAN								0	141	141	14	3	-6.5	10	1	10	-4.29570429570429	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825194500	https://www.theepochtimes.com/if-the-canadian-left-purports-to-support-the-working-class-why-didnt-they-support-trucker-convoys_4689151.html
1060195688	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	190	190	19	4	-10.0	10	1	10	-4.88245931283906	0								4	Prince Rupert, British Columbia, Canada	CA	CA02	154724	54.3167	-130.333	-571743	4	Prince Rupert, British Columbia, Canada	CA	CA02	154724	54.3167	-130.333	-571743	20220825194500	https://www.nytimes.com/2022/08/25/world/canada/diver-orca-pod-fine-canada.html
1060195689	20220825	202208	2022	2022.6438											CANCOP	CALGARY	CAN					COP			0	043	043	04	1	2.8	10	1	10	-4.65116279069767	0								0								0								20220825194500	https://calgary.ctvnews.ca/red-deer-man-arrested-charged-in-possession-of-stolen-truck-and-travel-trailer-1.6042052
1060195690	20220825	202208	2022	2022.6438											COP	PRISON						COP			0	036	036	03	1	4.0	6	1	6	-1.35440180586907	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220825194500	https://deathpenaltyinfo.org/news/idaho-supreme-court-rules-governor-has-authority-to-reject-clemency-recommendation-reinstates-death-penalty-for-gerald-pizzuto
1060195691	20220825	202208	2022	2022.6438											COP	DETECTIVE						COP			1	036	036	03	1	4.0	10	1	10	-6.80272108843538	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220825194500	https://nbc-2.com/news/crime/2022/08/25/hundreds-arrested-due-to-hillsborough-county-human-trafficking-squad/
1060195692	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	040	040	04	1	1.0	6	1	6	-8.23529411764705	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220825194500	https://www.wishtv.com/news/crime-watch-8/docs-tip-from-woman-who-was-shot-set-on-fire-helped-police-track-down-her-murderer/
1060195693	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	100	100	10	3	-5.0	2	1	2	-1.49812734082397	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20220825194500	https://ground.news/article/marjorie-taylor-greene-claims-she-was-swatted-again
1060195694	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	173	173	17	4	-5.0	6	1	6	-4.70588235294118	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220825194500	https://www.news24.com/news24/southafrica/news/meghan-cremer-trial-its-human-to-forget-murder-accused-mentions-new-details-in-court-20220825
1060195695	20220825	202208	2022	2022.6438											CVL	LANDOWNER						CVL			0	020	020	02	1	3.0	4	1	4	0.24291497975708	0								3	Leola, South Dakota, United States	US	USSD	SD089	45.7228	-98.9409	1256095	3	Leola, South Dakota, United States	US	USSD	SD089	45.7228	-98.9409	1256095	20220825194500	https://www.aberdeennews.com/story/news/local/2022/08/25/prospect-eminent-domain-concerns-democratic-puc-candidate-barth/7842089001/
1060195696	20220825	202208	2022	2022.6438											CVL	LANDOWNER						CVL			0	020	020	02	1	3.0	6	1	6	0.24291497975708	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220825194500	https://www.aberdeennews.com/story/news/local/2022/08/25/prospect-eminent-domain-concerns-democratic-puc-candidate-barth/7842089001/
1060195697	20220825	202208	2022	2022.6438											CVL	SCIENTIST						CVL			0	036	036	03	1	4.0	10	1	10	-2.69058295964126	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220825194500	https://realscreen.com/2022/08/25/blue-planet-iii-signs-for-change-among-upcoming-bbc-factual-projects/
1060195698	20220825	202208	2022	2022.6438											CVLEDU	COMMUNITY						CVL	EDU		1	040	040	04	1	1.0	5	1	5	-2.79503105590062	0								0								0								20220825194500	https://www.wishtv.com/news/crime-watch-8/police-whiteland-community-high-school-student-shot-killed-in-greenwood/
1060195699	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	020	020	02	1	3.0	3	1	3	-1.27906976744186	0								3	Monterey County, California, United States	US	USCA		36.2505	-121.252	277291	3	Monterey County, California, United States	US	USCA		36.2505	-121.252	277291	20220825194500	https://www.foxnews.com/us/kristin-smart-california-trial-paul-flores-attorney-grills-woman-who-says-he-sexually-assaulted-her-2008
1060195700	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	035	035	03	1	7.0	3	1	3	-1.89098998887653	0								3	Southlake, Texas, United States	US	USTX	TX439	32.9412	-97.1342	1347589	3	Southlake, Texas, United States	US	USTX	TX439	32.9412	-97.1342	1347589	20220825194500	https://www.rockdalenewtoncitizen.com/news/a-north-texas-school-district-says-a-book-chapter-by-its-namesake-about-a-lynching/article_80bd59ee-bf1b-5a20-a90e-4cbaff42de2b.html
1060195701	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	-6.11183355006502	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220825194500	https://www.newscientist.com/article/2335287-a-common-childhood-illness-could-be-behind-tomato-flu-outbreak/
1060195702	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	3	1	3	0.41987403778866	0								5	Gloucestershire, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.16667	-2597217	5	Gloucestershire, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.16667	-2597217	20220825194500	https://www.dailymail.co.uk/news/article-11146469/Cotswolds-coffee-lovers-say-Starbucks-WONT-welcome-global-giant-sets-sights-Stroud.html
1060195703	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	8	1	8	-1.16279069767442	0								5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7823	-1.31405	-2604914	5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7823	-1.31405	-2604914	20220825194500	https://www.thisisoxfordshire.co.uk/news/20759897.st-gregorys-pupil-moved-uganda-gcses-oxford/
1060195704	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	-1.16279069767442	0								5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7823	-1.31405	-2604914	1	Uganda	UG	UG		2	33	UG	20220825194500	https://www.thisisoxfordshire.co.uk/news/20759897.st-gregorys-pupil-moved-uganda-gcses-oxford/
1060195705	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	6	1	6	-1.89098998887653	0								3	Southlake, Texas, United States	US	USTX	TX439	32.9412	-97.1342	1347589	3	Southlake, Texas, United States	US	USTX	TX439	32.9412	-97.1342	1347589	20220825194500	https://www.rockdalenewtoncitizen.com/news/a-north-texas-school-district-says-a-book-chapter-by-its-namesake-about-a-lynching/article_80bd59ee-bf1b-5a20-a90e-4cbaff42de2b.html
1060195706	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	1.34428678117999	0								2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20220825194500	https://www.coloradopolitics.com/education/us-students-start-academic-year-with-massive-gains-in-school-choice/article_1cf7992e-2236-11ed-8cd8-0f3fd5f3bc3c.html
1060195707	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-6.11183355006502	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220825194500	https://www.newscientist.com/article/2335287-a-common-childhood-illness-could-be-behind-tomato-flu-outbreak/
1060195708	20220825	202208	2022	2022.6438											GHA	GHANA	GHA								0	030	030	03	1	4.0	5	1	5	-0.0933706816059798	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220825194500	https://allianceforscience.cornell.edu/blog/2022/08/minds-open-as-university-of-ghana-students-debate-the-use-of-gmo-crops-in-their-country/
1060195709	20220825	202208	2022	2022.6438											GHA	GHANA	GHA								0	040	040	04	1	1.0	5	1	5	-0.0933706816059798	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220825194500	https://allianceforscience.cornell.edu/blog/2022/08/minds-open-as-university-of-ghana-students-debate-the-use-of-gmo-crops-in-their-country/
1060195710	20220825	202208	2022	2022.6438											GOV	MINISTRY						GOV			1	036	036	03	1	4.0	10	1	10	-3.37552742616034	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220825194500	https://www.dailymail.co.uk/news/article-11146519/Biden-CANCELS-Ministry-Truth-Disinformation-Board-furious-backlash-head-resigned.html
1060195711	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	12	2	12	1.40178571428572	0								4	Prairie Creek, Queensland, Australia	AS	AS04	5253	-22.3333	144.167	-1596013	4	Prairie Creek, Queensland, Australia	AS	AS04	5253	-22.3333	144.167	-1596013	20220825194500	https://www.finanznachrichten.de/nachrichten-2022-08/56901537-the-power-play-by-the-market-herald-releases-new-interviews-with-norzinc-and-brascan-200.htm
1060195712	20220825	202208	2022	2022.6438											GOV	CABINET MINISTER						GOV			0	040	040	04	1	1.0	5	1	5	-4.29570429570429	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825194500	https://www.theepochtimes.com/if-the-canadian-left-purports-to-support-the-working-class-why-didnt-they-support-trucker-convoys_4689151.html
1060195713	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	2	1	2	8.51063829787236	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825194500	https://tvnewscheck.com/tech/article/toni-stubbs-named-wict-networks-women-in-technology-award-winner/
1060195714	20220825	202208	2022	2022.6438											GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	3	1	3	-3.07807807807808	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825194500	https://foreignaffairs.co.nz/2022/08/26/mil-osi-global-4-reasons-why-abortion-laws-often-clash-with-the-majoritys-preferences-in-the-us-from-constitutional-design-to-low-voter-turnout/
1060195715	20220825	202208	2022	2022.6438											GOV	MINISTRY						GOV			1	111	111	11	3	-2.0	10	1	10	-3.37552742616034	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220825194500	https://www.dailymail.co.uk/news/article-11146519/Biden-CANCELS-Ministry-Truth-Disinformation-Board-furious-backlash-head-resigned.html
1060195716	20220825	202208	2022	2022.6438											HLH	HOSPITAL						HLH			1	100	100	10	3	-5.0	4	1	4	2.30849947534103	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20220825194500	https://www.homernews.com/news/doctors-martinez-roberts-join-sph-hospitalist-team/
1060195717	20220825	202208	2022	2022.6438											HLH	HOSPITAL						HLH			1	100	100	10	3	-5.0	6	1	6	2.30849947534103	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220825194500	https://www.homernews.com/news/doctors-martinez-roberts-join-sph-hospitalist-team/
1060195718	20220825	202208	2022	2022.6438											IGOAFRAFU	THE AU	AFR					IGO			0	042	042	04	1	1.9	3	1	3	-7.63636363636365	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825194500	https://africatimes.com/2022/08/25/wfp-renewed-tigray-fighting-fuel-theft-disrupts-humanitarian-aid/
1060195719	20220825	202208	2022	2022.6438											IGOAFRAFU	THE AU	AFR					IGO			0	043	043	04	1	2.8	3	1	3	-7.63636363636365	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825194500	https://africatimes.com/2022/08/25/wfp-renewed-tigray-fighting-fuel-theft-disrupts-humanitarian-aid/
1060195720	20220825	202208	2022	2022.6438											IGOUNO	UNITED NATIONS		UNO				IGO			0	012	012	01	1	-0.4	6	1	6	-4.29936305732484	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825194500	https://www.rockdalenewtoncitizen.com/news/myanmar-junta-charges-former-uk-ambassador-with-immigration-offenses/article_eb2b6a44-0977-523d-8291-0656b2e76f43.html
1060195721	20220825	202208	2022	2022.6438											IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG			0	043	043	04	1	2.8	10	1	10	-7.4910820451843	0								4	Sokolo, Mopti, Mali	ML	ML04	19395	13.7791	-3.634	-1074468	4	Sokolo, Mopti, Mali	ML	ML04	19395	13.7791	-3.634	-1074468	20220825194500	https://www.modernghana.com/news/1179266/malians-caught-in-the-crossfire-flee-to-mauritan.html
1060195722	20220825	202208	2022	2022.6438											IRL	IRELAND	IRL								1	051	051	05	1	3.4	10	1	10	1.06382978723404	0								4	Bessborough, Kilkenny, Ireland	EI	EI13	18306	52.35	-7.31667	-1500952	4	Bessborough, Kilkenny, Ireland	EI	EI13	18306	52.35	-7.31667	-1500952	20220825194500	https://www.thejournal.ie/bessborough-home/news/
1060195723	20220825	202208	2022	2022.6438											ITA	ITALY	ITA								0	043	043	04	1	2.8	4	1	4	1.06951871657754	0								4	Cupra Marittima, Marche, Italy	IT	IT10	18368	43.0167	13.85	-116686	4	Cupra Marittima, Marche, Italy	IT	IT10	18368	43.0167	13.85	-116686	20220825194500	https://www.sott.net/article/471394-Rare-colorful-ruins-at-the-Temple-of-Cupra-in-Italy-illuminate-2000-years-of-Roman-History
1060195724	20220825	202208	2022	2022.6438											ITA	ITALY	ITA								1	051	051	05	1	3.4	8	1	4	1.06951871657754	0								4	Cupra Marittima, Marche, Italy	IT	IT10	18368	43.0167	13.85	-116686	4	Cupra Marittima, Marche, Italy	IT	IT10	18368	43.0167	13.85	-116686	20220825194500	https://www.sott.net/article/471394-Rare-colorful-ruins-at-the-Temple-of-Cupra-in-Italy-illuminate-2000-years-of-Roman-History
1060195725	20220825	202208	2022	2022.6438											JEW	JUDAISM				JEW					0	100	100	10	3	-5.0	2	1	2	-4.00173988690735	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825194500	https://pulse.ncpolicywatch.org/2022/08/25/jewish-congregations-mount-legal-challenges-to-state-abortion-bans/
1060195726	20220825	202208	2022	2022.6438											JEW	JUDAISM				JEW					0	100	100	10	3	-5.0	2	1	2	-4.00173988690735	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825194500	https://pulse.ncpolicywatch.org/2022/08/25/jewish-congregations-mount-legal-challenges-to-state-abortion-bans/
1060195727	20220825	202208	2022	2022.6438											JEW	JUDAISM				JEW					0	100	100	10	3	-5.0	1	1	1	-4.00173988690735	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825194500	https://pulse.ncpolicywatch.org/2022/08/25/jewish-congregations-mount-legal-challenges-to-state-abortion-bans/
1060195728	20220825	202208	2022	2022.6438											JPN	JAPAN	JPN								1	043	043	04	1	2.8	3	1	3	2.45398773006135	0								4	Roppongi, Tokyo, Japan	JA	JA40	36314	35.65	139.733	-241759	4	Roppongi, Tokyo, Japan	JA	JA40	36314	35.65	139.733	-241759	20220825194500	https://www.crunchyroll.com/anime-news/2022/08/25-1/macross-delta-zettai-live-and-macross-f-time-labyrinth-receive-japanese-mx4d-screenings-in-september
1060195729	20220825	202208	2022	2022.6438											JUD	FEDERAL COURT						JUD			1	050	050	05	1	3.5	8	1	8	-5.12820512820513	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825194500	https://www.foxnews.com/us/california-county-pay-480k-inmate-miscarried-deputies-stopped-coffee
1060195730	20220825	202208	2022	2022.6438											JUD	FEDERAL COURT						JUD			1	050	050	05	1	3.5	2	1	2	-5.12820512820513	0								2	California, United States	US	USCA		36.17	-119.746	CA	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825194500	https://www.foxnews.com/us/california-county-pay-480k-inmate-miscarried-deputies-stopped-coffee
