1060073932	20220726	202207	2022	2022.5644	UKR	UKRAINE	UKR								GBRGOV	DOWNING STREET	GBR					GOV			1	043	043	04	1	2.8	10	1	10	-1.13636363636364	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825023000	https://krdo.com/news/national-world/cnn-europe-mideast-africa/2022/08/24/boris-johnson-visits-kyiv-on-ukraines-independence-day/
1060073933	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA																		1	023	023	02	1	3.4	4	1	4	-1.80995475113122	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220825023000	https://www.santafenewmexican.com/news/local_news/federal-government-to-cover-new-mexico-fire-storm-costs/article_ae710a1c-23f2-11ed-8120-5b0c0c5b3d14.html
1060073934	20220818	202208	2022	2022.6247	COP	POLICE						COP													1	0831	083	08	2	5.0	1	1	1	-2.49110320284698	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220825023000	https://www.9news.com/article/news/local/next/next-with-kyle-clark/challenging-recruitment-small-colorado-police-departments/73-2991eedf-9e84-43d3-88c9-8100732601b4
1060073935	20220818	202208	2022	2022.6247	COP	POLICE						COP			USA	UNITED STATES	USA								1	0831	083	08	2	5.0	2	1	2	-2.49110320284698	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220825023000	https://www.9news.com/article/news/local/next/next-with-kyle-clark/challenging-recruitment-small-colorado-police-departments/73-2991eedf-9e84-43d3-88c9-8100732601b4
1060073936	20220818	202208	2022	2022.6247	IRN	IRAN	IRN								PAK	PAKISTAN	PAK								1	046	046	04	1	7.0	6	1	6	1.52671755725191	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825023000	https://www.presstv.ir/Detail/2022/08/25/687984/Iran-Pakistan-specialized-exhibition-to-be-held-in-Islamabad
1060073937	20220818	202208	2022	2022.6247	IRN	IRAN	IRN								PAK	PAKISTAN	PAK								1	046	046	04	1	7.0	4	1	4	1.52671755725191	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825023000	https://www.presstv.ir/Detail/2022/08/25/687984/Iran-Pakistan-specialized-exhibition-to-be-held-in-Islamabad
1060073938	20220818	202208	2022	2022.6247	PAK	PAKISTAN	PAK								IRN	IRAN	IRN								1	046	046	04	1	7.0	1	1	1	1.52671755725191	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825023000	https://www.presstv.ir/Detail/2022/08/25/687984/Iran-Pakistan-specialized-exhibition-to-be-held-in-Islamabad
1060073939	20220818	202208	2022	2022.6247	PAK	PAKISTAN	PAK								IRN	IRAN	IRN								1	046	046	04	1	7.0	9	1	9	1.52671755725191	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825023000	https://www.presstv.ir/Detail/2022/08/25/687984/Iran-Pakistan-specialized-exhibition-to-be-held-in-Islamabad
1060073940	20220818	202208	2022	2022.6247	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	2	1	2	-2.49110320284698	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20220825023000	https://www.9news.com/article/news/local/next/next-with-kyle-clark/challenging-recruitment-small-colorado-police-departments/73-2991eedf-9e84-43d3-88c9-8100732601b4
1060073941	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								1	030	030	03	1	4.0	4	1	4	-3.92781316348196	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825023000	https://www.dailymail.co.uk/news/article-11143333/Katherine-Deves-calls-inquiry-gender-changes-Jay-Langadinos-trans-court-case.html
1060073942	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	-3.92781316348196	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825023000	https://www.dailymail.co.uk/news/article-11143333/Katherine-Deves-calls-inquiry-gender-changes-Jay-Langadinos-trans-court-case.html
1060073943	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	8	1	4	-3.92781316348196	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825023000	https://www.dailymail.co.uk/news/article-11143333/Katherine-Deves-calls-inquiry-gender-changes-Jay-Langadinos-trans-court-case.html
1060073944	20220825	202208	2022	2022.6438											BEL	BELGIUM	BEL								1	042	042	04	1	1.9	3	1	3	1.39616055846423	0								4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	4	Buzet, Waals Gewest, Belgium	BE	BE14	5854	50.5379	4.36705	-1955710	20220825023000	https://learningenglish.voanews.com/a/year-old-sets-record-for-flying-alone-around-the-world/6714896.html
1060073945	20220825	202208	2022	2022.6438											BEL	WATERLOO	BEL								1	051	051	05	1	3.4	10	1	10	-6.57894736842105	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825023000	https://www.greenleft.org.au/content/public-housing-tenants-speak-out-against-evictions-waterloo-and-glebe
1060073946	20220825	202208	2022	2022.6438											BEL	WATERLOO	BEL								1	1712	171	17	4	-9.2	10	1	10	-6.57894736842105	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825023000	https://www.greenleft.org.au/content/public-housing-tenants-speak-out-against-evictions-waterloo-and-glebe
1060073947	20220825	202208	2022	2022.6438											BGR	BULGARIA	BGR								1	042	042	04	1	1.9	8	1	8	-1.31578947368421	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20220825023000	https://www.fijivillage.com/news/British-Belgian-pilot-becomes-youngest-to-fly-around-the-world-solo-85f4rx/
1060073948	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	010	010	01	1	0.0	3	1	3	-0.13513513513513	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825023000	https://insuranceday.maritimeintelligence.informa.com/ID1142000/Daily-Digest-RQ-seeks-to-headoff-shareholder-unrest-Cyber-ILS-growth-to-remain-slow-Education-key-to-expanding-IP-insurance
1060073949	20220825	202208	2022	2022.6438											BUS	CHAMBER OF COMMERCE						BUS			1	036	036	03	1	4.0	10	1	10	-2.94117647058824	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220825023000	https://www.chieftain.com/story/news/2022/08/25/jared-polis-heidi-ganahl-to-headline-pueblo-chamber-september-political-debates/65418775007/
1060073950	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	1124	112	11	3	-2.0	3	1	3	-0.13513513513513	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825023000	https://insuranceday.maritimeintelligence.informa.com/ID1142000/Daily-Digest-RQ-seeks-to-headoff-shareholder-unrest-Cyber-ILS-growth-to-remain-slow-Education-key-to-expanding-IP-insurance
1060073951	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	1.39616055846423	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Bering Strait, Alaska, United States	US	USAK		65.7258	-168.42	1398890	20220825023000	https://learningenglish.voanews.com/a/year-old-sets-record-for-flying-alone-around-the-world/6714896.html
1060073952	20220825	202208	2022	2022.6438											CHNMIL	CHINA	CHN					MIL			1	051	051	05	1	3.4	10	1	10	-3.6281179138322	0								4	Renmin, Liaoning, China	CH	CH19	13182	40.7703	123.792	11215357	4	Renmin, Liaoning, China	CH	CH19	13182	40.7703	123.792	11215357	20220825023000	http://en.people.cn/n3/2022/0825/c90000-10139494.html
1060073953	20220825	202208	2022	2022.6438											COP	POLICE CHIEF						COP			1	042	042	04	1	1.9	8	1	8	-5.44662309368192	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825023000	https://www.washingtonexaminer.com/news/uvalde-schools-police-chief-pete-arredondo-fired-three-months-after-mass-shooting
1060073954	20220825	202208	2022	2022.6438											COP	POLICE CHIEF						COP			1	042	042	04	1	1.9	2	1	2	-5.44662309368192	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825023000	https://www.washingtonexaminer.com/news/uvalde-schools-police-chief-pete-arredondo-fired-three-months-after-mass-shooting
1060073955	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	043	043	04	1	2.8	4	1	4	-4.7872340425532	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20220825023000	https://news.webindia123.com/news/Articles/India/20220825/3976540.html
1060073956	20220825	202208	2022	2022.6438											COP	TROOPER						COP			0	046	046	04	1	7.0	5	1	5	-8.1465281574631	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220825023000	https://www.pikecountycourier.com/home/pike-county-sentencing-information-for-week-of-august-8-2022-part-2-CX2189217
1060073957	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	046	046	04	1	7.0	10	1	10	-1.70212765957447	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.pontiacdailyleader.com/story/news/2022/08/24/action-of-chenoa-police-officer-brought-to-city-council-attention/65416466007/
1060073958	20220825	202208	2022	2022.6438											CVL	ENGINEER						CVL			0	043	043	04	1	2.8	1	1	1	0.51340559041643	0								3	Highland County, Ohio, United States	US	USOH		39.1834	-83.6166	1074048	3	Highland County, Ohio, United States	US	USOH		39.1834	-83.6166	1074048	20220825023000	https://highlandcountypress.com/Content/Default/Rotator-Articles-/Article/Commissioners-discuss-federal-state-funding-opportunities-hold-bid-opening-for-engineer-s-office/-3/546/82777
1060073959	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	5	1	5	-2.56709451575262	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220825023000	https://www.union-bulletin.com/news/local/health_fitness/probable-monkeypox-case-detected-in-walla-walla-county/article_864b1bb2-240c-11ed-976b-97b46c015b85.html
1060073960	20220825	202208	2022	2022.6438											CVL	CIVILIAN						CVL			0	1123	112	11	3	-2.0	5	1	5	-5.9504132231405	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825023000	https://www.prokerala.com/news/articles/a1338596.html
1060073961	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	018	018	01	1	3.4	10	1	10	-8.27922077922078	0								0								0								20220825023000	http://www.egcitizen.com/news/more-details-emerge-on-assault-at-mt-high/article_e2c6be64-2407-11ed-8ea8-433b1c22572e.html
1060073962	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	042	042	04	1	1.9	10	1	10	1.81818181818181	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220825023000	https://www.ndtv.com/entertainment/koffee-with-karan-7-jab-kiara-advani-met-sidharth-malhotra-for-the-first-time-3284319
1060073963	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-2.43902439024391	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.foxnews.com/media/rep-ayanna-pressley-says-student-debt-handouts-good-racial-gender-justice-issue
1060073964	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	046	046	04	1	7.0	10	1	10	-4.24143556280587	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.latinousa.org/2022/07/22/studentdebt/
1060073965	20220825	202208	2022	2022.6438											EDU	SCHOOL						EDU			0	051	051	05	1	3.4	5	1	5	0	0								3	Walla Walla County, Washington, United States	US	USWA		46.2832	-118.484	1531819	3	Walla Walla County, Washington, United States	US	USWA		46.2832	-118.484	1531819	20220825023000	https://www.union-bulletin.com/news/local/health_fitness/mental_health/report-walla-walla-county-needs-mental-health-leadership-crisis-support/article_9647e818-2337-11ed-8e88-d32b0fdf5c69.html
1060073966	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	1	1	1	-1.26436781609195	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220825023000	https://www.thisdaylive.com/index.php/2022/08/25/domestic-airline-operators-accuse-foreign-carriers-of-ripping-off-nigerians-with-outrageous-fares/
1060073967	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	1	1	1	-1.26436781609195	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825023000	https://www.thisdaylive.com/index.php/2022/08/25/domestic-airline-operators-accuse-foreign-carriers-of-ripping-off-nigerians-with-outrageous-fares/
1060073968	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	1.230012300123	0								4	Peterborough, Peterborough, United Kingdom	UK	UKK3	40098	52.5833	-0.25	-2605287	4	Peterborough, Peterborough, United Kingdom	UK	UKK3	40098	52.5833	-0.25	-2605287	20220825023000	https://www.edp24.co.uk/news/local-council/liz-truss-on-pledges-for-east-anglia-9230696
1060073969	20220825	202208	2022	2022.6438											GOV	MAYOR						GOV			0	040	040	04	1	1.0	10	1	10	-1.70212765957447	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20220825023000	https://www.pontiacdailyleader.com/story/news/2022/08/24/action-of-chenoa-police-officer-brought-to-city-council-attention/65416466007/
1060073970	20220825	202208	2022	2022.6438											GOVHLH	HEALTH OFFICIAL						GOV	HLH		1	040	040	04	1	1.0	10	1	10	-3.06122448979592	0								0								0								20220825023000	https://krdo.com/news/2022/08/24/healthy-seniors-ways-to-prevent-cancer-diagnosis-later-in-life/
1060073971	20220825	202208	2022	2022.6438											HLH	CAREGIVER						HLH			1	036	036	03	1	4.0	1	1	1	1.68269230769231	0								4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	20220825023000	https://scvnews.com/sept-21-valencia-based-nonprofit-hosts-runway-to-compassion/
1060073972	20220825	202208	2022	2022.6438											HLH	PHYSICIAN						HLH			0	046	046	04	1	7.0	10	1	10	-2.50764525993884	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825023000	https://www.medscape.com/viewarticle/979716
1060073973	20220825	202208	2022	2022.6438											IND	RANCHI	IND								1	043	043	04	1	2.8	6	1	6	-4.7872340425532	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20220825023000	https://news.webindia123.com/news/Articles/India/20220825/3976540.html
1060073974	20220825	202208	2022	2022.6438											ISR	ISRAELI	ISR								0	057	057	05	1	8.0	8	1	8	-0.90909090909091	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220825023000	https://www.foxnews.com/world/israeli-pm-we-welcome-strikes-against-iranian-revolutionary-guards-syria
1060073975	20220825	202208	2022	2022.6438											ITA	ITALY	ITA								1	020	020	02	1	3.0	4	1	4	-6.17283950617284	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825023000	https://www.wdef.com/fake-police-report-made-at-marjorie-taylor-greenes-house/
1060073976	20220825	202208	2022	2022.6438											ITA	ITALY	ITA								1	111	111	11	3	-2.0	4	1	4	-6.17283950617284	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825023000	https://www.wdef.com/fake-police-report-made-at-marjorie-taylor-greenes-house/
1060073977	20220825	202208	2022	2022.6438											JUD	LAWYER						JUD			1	040	040	04	1	1.0	3	1	3	-4.47897623400366	0								3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	3	Uvalde, Texas, United States	US	USTX	TX463	29.2097	-99.7862	1370541	20220825023000	http://www.msn.com/en-us/news/us/uvalde-school-police-chief-pete-arredondo-fired-as-school-board-rejects-lawyer-s-impassioned-defense/ar-AA11465Z
1060073978	20220825	202208	2022	2022.6438											JUD	ATTORNEY						JUD			1	040	040	04	1	1.0	4	1	4	-6.36942675159235	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220825023000	https://news.webindia123.com/news/Articles/Entertainment/20220825/3976538.html
1060073979	20220825	202208	2022	2022.6438											JUD	ADVOCATE						JUD			1	042	042	04	1	1.9	10	1	10	-5.9504132231405	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825023000	https://www.prokerala.com/news/articles/a1338596.html
1060073980	20220825	202208	2022	2022.6438											KOR	BUSAN	KOR								1	0841	084	08	2	7.0	5	1	5	-5.64102564102564	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825023000	https://www.fangoria.com/original/countdown-to-carnage-evil-dead-rise-coming-exclusively-to-theaters-baby/
1060073981	20220825	202208	2022	2022.6438											LBYLEG	LIBYA	LBY					LEG			1	043	043	04	1	2.8	10	1	10	1.08695652173913	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20220825023000	http://www.chinaview.cn/africa/20220825/b8ff150f34e443459ca5f09cd45bee86/c.html
1060073982	20220825	202208	2022	2022.6438											LEG	CONGRESS						LEG			1	062	062	06	2	7.4	10	1	10	0.85470085470086	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20220825023000	http://www.deccanchronicle.com/nation/politics/240822/trs-looks-to-the-left-to-defeat-right.html
1060073983	20220825	202208	2022	2022.6438											MNCUSA	DISNEY	USA					MNC			1	010	010	01	1	0.0	10	1	10	-0.96153846153847	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825023000	https://www.thewrap.com/bluey-fart-episode-un-banned-disney-plus-family-meeting/
1060073984	20220825	202208	2022	2022.6438											MNCUSA	DISNEY	USA					MNC			1	036	036	03	1	4.0	10	1	10	-0.96153846153847	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825023000	https://www.thewrap.com/bluey-fart-episode-un-banned-disney-plus-family-meeting/
1060073985	20220825	202208	2022	2022.6438											MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	10	1	10	-3.96039603960396	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220825023000	https://www.thestar.com.my/news/nation/2022/08/25/najib039s-daughter-says-former-premier-adapting-to-new-routine
