1059140458	20220818	202208	2022	2022.6247											ALB	ALBANIA	ALB								1	051	051	05	1	3.4	10	1	10	1.02827763496144	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818114500	https://www.globaltimes.cn/page/202208/1273292.shtml
1059140459	20220818	202208	2022	2022.6247											BUS	MANUFACTURER						BUS			0	040	040	04	1	1.0	10	1	10	-0.53444180522565	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220818114500	https://www.flyingmag.com/how-well-do-you-know-aircraft-landing-gear/
1059140460	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	10	1	10	0.5524861878453	0								4	Romerberg, Mecklenburg-Vorpommern, Germany	GM	GM12	16544	53.5833	13.8833	-1851619	4	Romerberg, Mecklenburg-Vorpommern, Germany	GM	GM12	16544	53.5833	13.8833	-1851619	20220818114500	https://www.energy-pedia.com/news/germany/neptune-energy-commences-drilling-at-romerberg-field-188819
1059140461	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	0831	083	08	2	5.0	5	1	5	3.26530612244898	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818114500	https://radiotoday.co.uk/2022/08/will-harding-joins-ofcoms-board-as-a-non-executive-director/
1059140462	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								0	043	043	04	1	2.8	1	1	1	-2.95728368017525	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818114500	https://www.cbc.ca/news/canada/saskatoon/former-afghan-advisers-still-waiting-canada-rescue-families-taliban-1.6554436
1059140463	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	036	036	03	1	4.0	3	1	3	0.598802395209579	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20220818114500	https://www.newagebd.net/article/178718/biman-launches-flights-on-dhaka-guangzhou-route
1059140464	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	036	036	03	1	4.0	1	1	1	0.598802395209579	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220818114500	https://www.newagebd.net/article/178718/biman-launches-flights-on-dhaka-guangzhou-route
1059140465	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								1	036	036	03	1	4.0	6	1	5	0.598802395209579	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220818114500	https://www.newagebd.net/article/178718/biman-launches-flights-on-dhaka-guangzhou-route
1059140466	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								1	046	046	04	1	7.0	8	1	8	-3.33761232349165	0								4	Yangtze, China (general), China	CH	CH00	13243	31.7867	121.141	-1899838	4	Yangtze, China (general), China	CH	CH00	13243	31.7867	121.141	-1899838	20220818114500	https://www.jpost.com/environment-and-climate-change/article-714995
1059140467	20220818	202208	2022	2022.6247											CHN	SHANGHAI	CHN								1	057	057	05	1	8.0	10	1	10	3.00429184549356	0								0								0								20220818114500	https://autonews.gasgoo.com/new_energy/70021099.html
1059140468	20220818	202208	2022	2022.6247											CHN	CHANGZHOU	CHN								1	057	057	05	1	8.0	8	1	8	2.71903323262839	0								4	Changzhou, Jiangsu, China	CH	CH04	13155	32.1639	120.169	-3865880	4	Changzhou, Jiangsu, China	CH	CH04	13155	32.1639	120.169	-3865880	20220818114500	https://autonews.gasgoo.com/china_news/70021101.html
1059140469	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								1	057	057	05	1	8.0	2	1	2	2.71903323262839	0								4	Changzhou, Jiangsu, China	CH	CH04	13155	32.1639	120.169	-3865880	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20220818114500	https://autonews.gasgoo.com/china_news/70021101.html
1059140470	20220818	202208	2022	2022.6247											CHR	CHRISTIAN				CHR					0	043	043	04	1	2.8	2	1	2	-0.17006802721089	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220818114500	https://www.bignewsnetwork.com/news/272657828/d-backs-stone-garrett-aims-to-build-on-strong-debut-vs-giants
1059140471	20220818	202208	2022	2022.6247											CHR	CHRISTIAN				CHR					0	043	043	04	1	2.8	6	1	6	-0.17006802721089	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220818114500	https://www.bignewsnetwork.com/news/272657828/d-backs-stone-garrett-aims-to-build-on-strong-debut-vs-giants
1059140472	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-3.81679389312977	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220818114500	https://www.theguardian.com/australia-news/2022/aug/18/bodies-of-saudi-asylum-seeker-sisters-found-dead-in-sydney-repatriated-to-country-they-fled
1059140473	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	0841	084	08	2	7.0	10	1	10	-5.05263157894736	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220818114500	https://www.iol.co.za/sunday-tribune/news/man-tells-of-failed-bid-to-collar-ramaphosa-2ec54858-6239-4e0b-bcb9-d1daa3434ccb
1059140474	20220818	202208	2022	2022.6247											CVL	VOTER						CVL			1	042	042	04	1	1.9	3	1	3	-6.63967611336032	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818114500	https://www.americanthinker.com/blog/2022/08/on_trump_and_his_voters_fox_news_host_laura_ingraham_errs.html
1059140475	20220818	202208	2022	2022.6247											CVL	POPULATION						CVL			0	051	051	05	1	3.4	10	1	10	-3.33761232349165	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818114500	https://www.jpost.com/environment-and-climate-change/article-714995
1059140476	20220818	202208	2022	2022.6247											DEU	GERMANY	DEU								1	036	036	03	1	4.0	2	1	2	1.06007067137809	0								1	Germany	GM	GM		51.5	10.5	GM	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220818114500	https://www.ok.co.uk/royal/prince-harry-meghan-markle-to-27769357
1059140477	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	036	036	03	1	4.0	2	1	2	3.83386581469649	0								4	Peterborough, Peterborough, United Kingdom	UK	UKK3	40098	52.5833	-0.25	-2605287	4	Peterborough, Peterborough, United Kingdom	UK	UKK3	40098	52.5833	-0.25	-2605287	20220818114500	https://www.wisbechstandard.co.uk/news/education/cambridgeshire-a-level-results-2022-9218050
1059140478	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	042	042	04	1	1.9	2	1	2	2.23880597014925	0								3	Seneca Lake, New York, United States	US	USNY		42.6129	-76.9183	974079	3	Seneca Lake, New York, United States	US	USNY		42.6129	-76.9183	974079	20220818114500	http://readme.readmedia.com/Seneca-Lake-Guardian-to-Host-Teen-Environmental-Education-and-Advocacy-Workshop/18874027
1059140479	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	042	042	04	1	1.9	3	1	3	-4.55607476635514	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220818114500	https://www.inlander.com/spokane/the-pandemic-shook-enrollment-numbers-in-washington-state-with-some-parents-finding-new-options-that-may-stick-as-pandemic-restrictions-have/Content?oid=24390133
1059140480	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	043	043	04	1	2.8	7	1	7	0.17301038062284	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220818114500	https://www.henleystandard.co.uk/news/caversham/174382/top-grades-down-but-students-happy-witha-level-results.html
1059140481	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	10	1	10	1.04633781763826	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818114500	https://www.theguardian.com/education/2022/aug/18/a-level-joy-for-sixth-formers-in-wales-after-difficult-few-years
1059140482	20220818	202208	2022	2022.6247											ESP	SPANISH	ESP								0	110	110	11	3	-2.0	10	1	10	0.17301038062284	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220818114500	https://www.henleystandard.co.uk/news/caversham/174382/top-grades-down-but-students-happy-witha-level-results.html
1059140483	20220818	202208	2022	2022.6247											ETH	ETHIOPIA	ETH								0	030	030	03	1	4.0	10	1	10	-2.23921354451119	0								4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	20220818114500	https://allafrica.com/stories/202208180365.html
1059140484	20220818	202208	2022	2022.6247											ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	8	1	8	-2.23921354451119	0								4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	4	Gurage, Oromiya, Ethiopia	ET	ET51	47692	9.66667	38.7833	-612608	20220818114500	https://allafrica.com/stories/202208180365.html
1059140485	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	030	030	03	1	4.0	2	1	2	0	0								4	Clevedon, North Somerset, United Kingdom	UK	UKJ4	40094	51.4353	-2.8525	-2592746	4	Weston-Super-Mare, North Somerset, United Kingdom	UK	UKJ4	40094	51.3458	-2.96778	-2611361	20220818114500	https://www.thewestonmercury.co.uk/news/first-bus-x5-agreement-9218108
1059140486	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								0	0312	031	03	1	5.2	1	1	1	-3.04878048780487	0								4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	4	Gatwick, Surrey, United Kingdom	UK	UKN7	40133	51.1667	-0.183333	-2596850	20220818114500	https://www.mirror.co.uk/travel/news/gatwick-heathrow-manchester-airports-issue-27772209
1059140487	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								0	0312	031	03	1	5.2	1	1	1	-3.04878048780487	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220818114500	https://www.mirror.co.uk/travel/news/gatwick-heathrow-manchester-airports-issue-27772209
1059140488	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	5.29801324503311	0								4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	20220818114500	https://www.halsteadgazette.co.uk/news/national/uk-today/20670483.university-challenge-bbc-announces-amol-rajan-will-replace-jeremy-paxman-host/
1059140489	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	8	1	8	5.29801324503311	0								4	Stourbridge, Dudley, United Kingdom	UK	UKD7	40136	52.4667	-2.13333	-2608883	4	Stourbridge, Dudley, United Kingdom	UK	UKD7	40136	52.4667	-2.13333	-2608883	20220818114500	https://www.stourbridgenews.co.uk/news/national/uk-today/20670483.university-challenge-bbc-announces-amol-rajan-will-replace-jeremy-paxman-host/
1059140490	20220818	202208	2022	2022.6247											GBRMED	UNITED KINGDOM	GBR					MED			1	042	042	04	1	1.9	4	1	4	5.29801324503311	0								4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	4	Halstead, Essex, United Kingdom	UK	UKE4	40132	51.95	0.633333	-2598018	20220818114500	https://www.halsteadgazette.co.uk/news/national/uk-today/20670483.university-challenge-bbc-announces-amol-rajan-will-replace-jeremy-paxman-host/
1059140491	20220818	202208	2022	2022.6247											GHA	GHANA	GHA								0	100	100	10	3	-5.0	2	1	2	-4.80295566502463	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220818114500	https://www.modernghana.com/news/1177893/special-prosecutor-kissi-agyabeng-cant-perform.html
1059140492	20220818	202208	2022	2022.6247											GHA	GHANA	GHA								0	100	100	10	3	-5.0	2	1	2	-4.80295566502463	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20220818114500	https://www.modernghana.com/news/1177893/special-prosecutor-kissi-agyabeng-cant-perform.html
