1059192867	20220811	202208	2022	2022.6055	MNCUSA	BOEING	USA					MNC			GBR	LONDON	GBR								1	036	036	03	1	4.0	8	1	8	1.36986301369863	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220818180000	https://london.ctvnews.ca/boeing-flies-into-london-next-week-1.6032451
1059192868	20220811	202208	2022	2022.6055	MNCUSA	BOEING	USA					MNC			GBR	LONDON	GBR								1	036	036	03	1	4.0	8	1	8	1.36986301369863	4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	4	Sarnia, Ontario, Canada	CA	CA08	12661	42.9667	-82.4	-573205	20220818180000	https://london.ctvnews.ca/boeing-flies-into-london-next-week-1.6032451
1059192869	20220811	202208	2022	2022.6055	MNCUSA	BOEING	USA					MNC			GBR	LONDON	GBR								1	043	043	04	1	2.8	8	1	8	1.36986301369863	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220818180000	https://london.ctvnews.ca/boeing-flies-into-london-next-week-1.6032451
1059192870	20220811	202208	2022	2022.6055	SAU	SAUDI ARABIA	SAU								CRM	CRIMINAL						CRM			1	172	172	17	4	-5.0	8	1	8	-2.86532951289398	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818180000	https://www.zerohedge.com/geopolitical/saudi-woman-given-34-years-prison-tweets
1059192871	20220817	202208	2022	2022.6219											JUD	JUDGE						JUD			1	174	174	17	4	-5.0	6	1	6	-3.20284697508897	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220818180000	https://www.wispolitics.com/2022/judge-clears-gableman-of-contempt-order-fines-election-probe-office-24k/
1059192872	20220817	202208	2022	2022.6219	NGA	NIGERIA	NGA																		0	043	043	04	1	2.8	4	1	4	-4.08163265306123	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220818180000	https://tribuneonlineng.com/police-arrest-pastor-for-allegedly-raping-14-year-old-girl-in-lagos/
1059192873	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	174	174	17	4	-5.0	2	1	2	-3.20284697508897	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20220818180000	https://www.wispolitics.com/2022/judge-clears-gableman-of-contempt-order-fines-election-probe-office-24k/
1059192874	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								USAJUD	UNITED STATES	USA					JUD			1	174	174	17	4	-5.0	2	1	2	-3.20284697508897	3	Dane County, Wisconsin, United States	US	USWI	WI025	43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20220818180000	https://www.wispolitics.com/2022/judge-clears-gableman-of-contempt-order-fines-election-probe-office-24k/
1059192875	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	020	020	02	1	3.0	3	1	3	-2.80172413793104	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20220818180000	https://zeenews.india.com/world/we-just-follow-allah-prophet-mohammad-taliban-regime-makes-more-religious-subjects-compulsory-in-afghan-universities-2498868.html
1059192876	20220818	202208	2022	2022.6247											AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		0	046	046	04	1	7.0	5	1	5	-3.17965023847376	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818180000	https://www.latimes.com/world-nation/story/2021-08-19/photographers-encounter-with-taliban-punched-forced-to-knees-then-offered-an-energy-drink
1059192877	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			1	020	020	02	1	3.0	10	1	10	-1.85449358059915	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220818180000	https://www.ifp.co.in:443/meghalaya/meghalaya-government-to-lift-ban-on-fertiliser-use
1059192878	20220818	202208	2022	2022.6247											BRA	BRAZIL	BRA								1	036	036	03	1	4.0	4	1	4	3.85852090032155	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220818180000	https://www.thewrap.com/star-trek-day-tribute-to-nichelle-nichols-portals/
1059192879	20220818	202208	2022	2022.6247											BRA	BRAZIL	BRA								1	036	036	03	1	4.0	1	1	1	3.85852090032155	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220818180000	https://www.thewrap.com/star-trek-day-tribute-to-nichelle-nichols-portals/
1059192880	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	031	031	03	1	5.2	10	1	10	2.3489932885906	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220818180000	https://www.nagpurtoday.in/gadkari-launches-indias-first-electric-double-decker-bus-in-mumbai/08182233
1059192881	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	032	032	03	1	4.5	5	1	5	6.42335766423358	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818180000	https://www.prweb.com/releases/2022/08/prweb18850203.htm
1059192882	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	10	1	10	6.71834625322997	0								3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20220818180000	https://www.hospitalitynet.org/announcement/41008409/hotel-fraye-opens-offers-an-authentic-encounter-with-nashville.html
1059192883	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			1	130	130	13	3	-4.4	10	1	10	-2.76774969915764	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220818180000	https://www.michigancapitolconfidential.com/analysis/your-credit-card-has-been-cancelled
1059192884	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	190	190	19	4	-10.0	2	1	2	1.50537634408602	0								3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	20220818180000	https://www.energy-storage.news/edf-renewables-brings-online-620mwdc-multi-stage-pv-project-with-200mwh-bess-in-california/
1059192885	20220818	202208	2022	2022.6247											CAN	CANADIAN	CAN								1	100	100	10	3	-5.0	10	1	10	-2.19941348973607	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220818180000	https://www.pentictonherald.ca/opinion/article_bbaa893a-1eff-11ed-b003-d3bae706f548.html
1059192886	20220818	202208	2022	2022.6247											CANEDU	MCGILL	CAN					EDU			1	051	051	05	1	3.4	8	1	8	2.00617283950618	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818180000	https://www.miragenews.com/greenlands-indigenous-population-favours-839333/
1059192887	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								1	061	061	06	2	6.4	2	1	2	0.835073068893532	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220818180000	https://news.webindia123.com/news/Articles/Business/20220818/3974421.html
1059192888	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	0841	084	08	2	7.0	3	1	3	-3.14465408805032	0								4	Aurangabad, Maharashtra, India	IN	IN16	70178	19.8833	75.3333	-2089356	4	Aurangabad, Maharashtra, India	IN	IN16	70178	19.8833	75.3333	-2089356	20220818180000	https://www.latestly.com/agency-news/india-news-maha-man-dies-hours-after-collapsing-while-running-during-agnipath-recruitment-physical-test-4098109.html
1059192889	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	0841	084	08	2	7.0	2	1	2	-3.14465408805032	0								4	Kannad, Maharashtra, India	IN	IN16	17786	20.2667	75.1333	-2099536	4	Kannad, Maharashtra, India	IN	IN16	17786	20.2667	75.1333	-2099536	20220818180000	https://www.latestly.com/agency-news/india-news-maha-man-dies-hours-after-collapsing-while-running-during-agnipath-recruitment-physical-test-4098109.html
1059192890	20220818	202208	2022	2022.6247											COP	SECURITY CHECK						COP			0	111	111	11	3	-2.0	2	1	2	-9.71428571428568	0								3	Chautauqua Institution, New York, United States	US	USNY		42.2092	-79.4623	978651	3	Chautauqua Institution, New York, United States	US	USNY		42.2092	-79.4623	978651	20220818180000	https://www.mirror.co.uk/news/us-news/breaking-salaman-rushdie-stabbing-suspect-27777520
1059192891	20220818	202208	2022	2022.6247											COP	SECURITY CHECK						COP			0	111	111	11	3	-2.0	2	1	2	-9.71428571428568	0								3	Chautauqua Institution, New York, United States	US	USNY		42.2092	-79.4623	978651	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818180000	https://www.mirror.co.uk/news/us-news/breaking-salaman-rushdie-stabbing-suspect-27777520
1059192892	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	112	112	11	3	-2.0	5	1	5	-2.30326295585413	0								4	Craven Arms, Shropshire, United Kingdom	UK	UKL6	40128	52.4333	-2.83333	-2593546	4	Craven Arms, Shropshire, United Kingdom	UK	UKL6	40128	52.4333	-2.83333	-2593546	20220818180000	https://www.birminghammail.co.uk/black-country/west-mercia-police-accused-lazy-24795724
1059192893	20220818	202208	2022	2022.6247											COP	LAW ENFORCEMENT OFFICER						COP			1	190	190	19	4	-10.0	2	1	2	-8.90804597701154	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818180000	https://www.unionleader.com/news/crime/trump-loyalists-facing-10-years-in-prison-for-threatening-fbi-agents/article_1a996580-3ee1-5281-ac9c-b5df1d42eb5c.html
1059192894	20220818	202208	2022	2022.6247											CRM	GANG						CRM			1	1823	182	18	4	-10.0	10	1	10	-4.69208211143695	0								0								0								20220818180000	https://www.thehindu.com/news/national/kerala/shajahan-murder-4-more-arrests-recorded/article65783801.ece
1059192895	20220818	202208	2022	2022.6247											CVL	VOTER						CVL			1	020	020	02	1	3.0	10	1	10	1.94174757281554	0								3	Ionia, Michigan, United States	US	USMI	MI067	42.9873	-85.0711	629060	3	Ionia, Michigan, United States	US	USMI	MI067	42.9873	-85.0711	629060	20220818180000	https://www.sentinel-standard.com/story/news/politics/elections/local/2022/08/18/ionia-community-library-to-place-millage-request-on-november-ballot/65407890007/
1059192896	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	0353	035	03	1	7.0	2	1	2	-1.25944584382872	0								3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	20220818180000	https://www.wgrz.com/article/news/local/clinics-on-expunging-marijuana-related-convictions-to-be-held-for-erie-county-residents/71-c8f44076-3956-4c30-aeef-e6fad8cddd0b
1059192897	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	0353	035	03	1	7.0	2	1	2	-1.25944584382872	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818180000	https://www.wgrz.com/article/news/local/clinics-on-expunging-marijuana-related-convictions-to-be-held-for-erie-county-residents/71-c8f44076-3956-4c30-aeef-e6fad8cddd0b
1059192898	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	041	041	04	1	1.0	10	1	10	-5.97014925373135	0								0								0								20220818180000	https://tylerpaper.com/news/sheriff-s-office-warns-smith-county-residents-of-recent-telephone-scam/article_ad39d632-1f16-11ed-b677-0b26bf7d7b58.html
1059192899	20220818	202208	2022	2022.6247											CVL	NEIGHBORHOOD						CVL			0	043	043	04	1	2.8	5	1	5	3.08988764044944	0								5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	5	Central Java, Jawa Tengah, Indonesia	ID	ID07	18585	-7.5	110	-2679924	20220818180000	https://en.antaranews.com/news/245201/covid-19-regional-govts-asked-to-increase-booster-vaccine-coverage
1059192900	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	10	1	10	2.29357798165138	0								3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	3	Clackamas, Oregon, United States	US	USOR	OR005	45.4076	-122.57	1166631	20220818180000	https://pamplinmedia.com/pt/9-news/555184-444217-milwaukie-asks-voters-to-withdraw-from-north-clackamas-parks
1059192901	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	11	1	10	2.29357798165138	0								3	Milwaukie, Oregon, United States	US	USOR	OR005	45.4462	-122.639	1166682	3	Milwaukie, Oregon, United States	US	USOR	OR005	45.4462	-122.639	1166682	20220818180000	https://pamplinmedia.com/pt/9-news/555184-444217-milwaukie-asks-voters-to-withdraw-from-north-clackamas-parks
1059192902	20220818	202208	2022	2022.6247											CVL	CITIZEN						CVL			0	100	100	10	3	-5.0	10	1	10	1.01010101010101	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20220818180000	https://en.antaranews.com/news/245169/constitution-day-serves-as-reminder-of-urgency-to-comply-with-uud-1945
1059192903	20220818	202208	2022	2022.6247											CVL	CITIZEN						CVL			0	130	130	13	3	-4.4	10	1	10	1.01010101010101	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20220818180000	https://en.antaranews.com/news/245169/constitution-day-serves-as-reminder-of-urgency-to-comply-with-uud-1945
1059192904	20220818	202208	2022	2022.6247											DNKGRL	GREENLAND	DNK								0	051	051	05	1	3.4	10	1	10	2.00617283950618	0								1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20220818180000	https://www.miragenews.com/greenlands-indigenous-population-favours-839333/
1059192905	20220818	202208	2022	2022.6247											EDU	COLLEGE						EDU			0	010	010	01	1	0.0	6	1	6	-2.44252873563219	0								4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	20220818180000	https://tribuneonlineng.com/northern-governors-destroying-primary-nomadic-education-fg-alleges/
1059192906	20220818	202208	2022	2022.6247											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	10	1	10	-3.58024691358025	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818180000	https://news.yahoo.com/chloe-cherry-porn-acting-euphoria-father-death-172914774.html
1059192907	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	1.07238605898123	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220818180000	https://www.concordmonitor.com/State-paraeducator-training-47644518
1059192908	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	10	1	10	2.94117647058823	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220818180000	https://www.latestly.com/agency-news/india-news-phd-holder-returns-to-kashmir-to-teach-hotel-management-4097967.html
1059192909	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	061	061	06	2	6.4	10	1	10	-2.1897810218978	0								4	Jagat, Uttar Pradesh, India	IN	IN36	70259	27.9656	79.2407	-2097960	4	Jagat, Uttar Pradesh, India	IN	IN36	70259	27.9656	79.2407	-2097960	20220818180000	https://www.latestly.com/agency-news/india-news-punjab-govt-moots-classrooms-in-jails-4097761.html
1059192910	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	090	090	09	2	-2.0	5	1	5	0	0								1	Namibia	WA	WA		-22	17	WA	1	Namibia	WA	WA		-22	17	WA	20220818180000	https://www.nampa.org/index.php?model=categories&function=display&id=21960985
1059192911	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	140	140	14	3	-6.5	10	1	10	-6.96517412935323	0								0								0								20220818180000	https://www.pentictonherald.ca/news/article_106c4f2a-1f10-11ed-9b4e-5bb08a9f5d64.html
1059192912	20220818	202208	2022	2022.6247											EDU	SCHOLAR						EDU			0	172	172	17	4	-5.0	10	1	10	-4.94559841740851	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818180000	https://www.prevention.com/health/a40931029/monkeypox-spread-crowded-outdoor-event/
1059192913	20220818	202208	2022	2022.6247											FJI	FIJI	FJI								0	040	040	04	1	1.0	1	1	1	-5.93922651933701	0								4	Nanuya Levu, Western, Fiji	FJ	FJ05	40203	-16.9667	177.383	-1191447	4	Nanuya Levu, Western, Fiji	FJ	FJ05	40203	-16.9667	177.383	-1191447	20220818180000	https://printveela.com/tennessee-man-accused-of-killing-wife-krist-chen-in-fiji-pleads-guilty-to-murder-before-getting-lawyer-report/
1059192914	20220818	202208	2022	2022.6247											FJI	FIJI	FJI								0	040	040	04	1	1.0	1	1	1	-5.93922651933701	0								4	Turtle Island, Fiji (general), Fiji	FJ	FJ00	40197	-19.8333	-178.217	-1196272	4	Turtle Island, Fiji (general), Fiji	FJ	FJ00	40197	-19.8333	-178.217	-1196272	20220818180000	https://printveela.com/tennessee-man-accused-of-killing-wife-krist-chen-in-fiji-pleads-guilty-to-murder-before-getting-lawyer-report/
1059192915	20220818	202208	2022	2022.6247											GBR	SCOTLAND	GBR								1	043	043	04	1	2.8	7	1	7	0	0								5	North Ayrshire, North Ayrshire, United Kingdom	UK	UKV7	40176	55.6667	-5	6077674	5	North Ayrshire, North Ayrshire, United Kingdom	UK	UKV7	40176	55.6667	-5	6077674	20220818180000	https://www.irvinetimes.com/news/20671967.north-ayrshire-christians-poverty-charity-stage-successful-event/
1059192916	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	4	1	4	-9.04255319148931	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220818180000	https://www.dailyrecord.co.uk/news/scottish-news/scots-man-extradited-brazil-appears-27777243
1059192917	20220818	202208	2022	2022.6247											GOV	ADMINISTRATION						GOV			1	042	042	04	1	1.9	1	1	1	-2.98210735586481	0								4	Churachandpur, Manipur, India	IN	IN17	70190	24.3333	93.6667	-2093610	4	Churachandpur, Manipur, India	IN	IN17	70190	24.3333	93.6667	-2093610	20220818180000	https://www.ifp.co.in:443/manipur/miyamgi-numit-draws-poor-public-participation-in-tamenglong-churachandpur
1059192918	20220818	202208	2022	2022.6247											GOV	ADMINISTRATION						GOV			1	042	042	04	1	1.9	1	1	1	-2.98210735586481	0								4	Tamenglong, Manipur, India	IN	IN17	70193	24.9667	93.55	-2112554	4	Imphal, Manipur, India	IN	IN17	70196	24.8167	93.95	-2097774	20220818180000	https://www.ifp.co.in:443/manipur/miyamgi-numit-draws-poor-public-participation-in-tamenglong-churachandpur
