1059144750	20220719	202207	2022	2022.5452											MOZ	MOZAMBIQUE	MOZ								1	042	042	04	1	1.9	2	1	2	3.73665480427046	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818121500	https://www.marieclaire.com/celebrity/prince-harry-africa-mozambique-europe/
1059144751	20220719	202207	2022	2022.5452	MOZ	MOZAMBIQUE	MOZ																		1	043	043	04	1	2.8	8	1	8	3.73665480427046	4	Vilankulo, Inhambane, Mozambique	MZ	MZ03	21870	-22.5964	35.1125	380413	0								4	Vilankulo, Inhambane, Mozambique	MZ	MZ03	21870	-22.5964	35.1125	380413	20220818121500	https://www.marieclaire.com/celebrity/prince-harry-africa-mozambique-europe/
1059144752	20220719	202207	2022	2022.5452	MOZ	MOZAMBIQUE	MOZ																		1	043	043	04	1	2.8	2	1	2	3.73665480427046	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220818121500	https://www.marieclaire.com/celebrity/prince-harry-africa-mozambique-europe/
1059144753	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	090	090	09	2	-2.0	6	1	6	-0.2710027100271	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818121500	https://www.entornointeligente.com/us-intelligence-is-going-big-on-countering-china-will-it-succeed/
1059144754	20220817	202208	2022	2022.6219											CODGOV	DEMOCRATIC REPUBLIC OF THE CONGO	COD					GOV			1	043	043	04	1	2.8	2	1	2	2.5089605734767	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144755	20220817	202208	2022	2022.6219											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	6	1	6	2.5089605734767	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144756	20220817	202208	2022	2022.6219	CAN	ONTARIO	CAN								CANLEG	ONTARIO	CAN					LEG			1	010	010	01	1	0.0	10	1	10	-0.50761421319797	0								0								0								20220818121500	https://www.895thelake.ca/2022/08/18/mpps-disagree-over-indigenous-learning-in-elementary-schools/
1059144757	20220817	202208	2022	2022.6219	CODGOV	DEMOCRATIC REPUBLIC OF THE CONGO	COD					GOV													1	017	017	01	1	0.0	2	1	2	2.5089605734767	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144758	20220817	202208	2022	2022.6219	CODGOV	DEMOCRATIC REPUBLIC OF THE CONGO	COD					GOV													1	042	042	04	1	1.9	2	1	2	2.5089605734767	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144759	20220817	202208	2022	2022.6219	COP	POLICE						COP			CVL	COMMUNITY						CVL			1	090	090	09	2	-2.0	4	1	2	-1.71149144254279	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	20220818121500	https://nation.sc/articles/14720/live-newborn-child-dumped-in-bin-
1059144760	20220817	202208	2022	2022.6219	COP	POLICE						COP			SYCCVL	SEYCHELLES	SYC					CVL			1	090	090	09	2	-2.0	12	1	6	-1.71149144254279	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	5	Roche Caiman, Roche Caiman, Seychelles	SE	SE30	61272	-4.65	55.4667	9164325	20220818121500	https://nation.sc/articles/14720/live-newborn-child-dumped-in-bin-
1059144761	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV													1	017	017	01	1	0.0	6	1	6	2.5089605734767	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144762	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV													1	042	042	04	1	1.9	6	1	6	2.5089605734767	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	0								4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144763	20220817	202208	2022	2022.6219	GOV	PRESIDENT						GOV			COD	DEMOCRATIC REPUBLIC OF THE CONGO	COD								1	017	017	01	1	0.0	2	1	2	2.5089605734767	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	4	Kinshasa, Kinshasa, Democratic Republic Of The Congo	CG	CG06	18585	-4.32972	15.315	-2049111	20220818121500	https://nation.sc/articles/14724/president-ramkalawan-attends-42nd-ordinary-summit-of-sadc-heads-of-state-and-government-
1059144764	20220817	202208	2022	2022.6219	IGOSAFSAD	SADC	SAF	SAD				IGO			SYCGOV	SEYCHELLES	SYC					GOV			0	046	046	04	1	7.0	2	1	2	3.10077519379845	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220818121500	https://nation.sc/articles/14722/president-meets-seychellois-community-in-kinshasa
1059144765	20220817	202208	2022	2022.6219	SYCGOV	SEYCHELLES	SYC					GOV			IGOSAFSAD	SADC	SAF	SAD				IGO			0	040	040	04	1	1.0	2	1	2	3.10077519379845	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220818121500	https://nation.sc/articles/14722/president-meets-seychellois-community-in-kinshasa
1059144766	20220817	202208	2022	2022.6219	SYCGOV	SEYCHELLES	SYC					GOV			IGOSAFSAD	SADC	SAF	SAD				IGO			0	046	046	04	1	7.0	2	1	2	3.10077519379845	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220818121500	https://nation.sc/articles/14722/president-meets-seychellois-community-in-kinshasa
1059144767	20220817	202208	2022	2022.6219	SYCGOV	SEYCHELLES	SYC					GOV			SYC	SEYCHELLES	SYC								0	010	010	01	1	0.0	2	1	2	3.10077519379845	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220818121500	https://nation.sc/articles/14722/president-meets-seychellois-community-in-kinshasa
1059144768	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	042	042	04	1	1.9	6	1	6	3.73665480427046	0								4	Bazaruto, Inhambane, Mozambique	MZ	MZ03	21864	-21.5317	35.4856	388463	4	Bazaruto, Inhambane, Mozambique	MZ	MZ03	21864	-21.5317	35.4856	388463	20220818121500	https://www.marieclaire.com/celebrity/prince-harry-africa-mozambique-europe/
1059144769	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	3.73665480427046	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818121500	https://www.marieclaire.com/celebrity/prince-harry-africa-mozambique-europe/
1059144770	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	043	043	04	1	2.8	2	1	2	-1.40449438202247	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220818121500	https://www.iol.co.za/the-star/news/struggle-stalwart-dies-at-age-89-47006705-936d-4c5d-9623-1b1caf15cfa3
1059144771	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	043	043	04	1	2.8	2	1	2	-1.40449438202247	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20220818121500	https://www.iol.co.za/the-star/news/struggle-stalwart-dies-at-age-89-47006705-936d-4c5d-9623-1b1caf15cfa3
1059144772	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			0	036	036	03	1	4.0	10	1	10	-5.02901353965184	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220818121500	https://www.dailymail.co.uk/news/article-11123387/Get-used-wonky-vegetables-say-farmers-hot-weather-ravages-crops.html
1059144773	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			1	043	043	04	1	2.8	2	1	2	3.1045751633987	0								4	Peterhead, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.5	-1.78333	-2605290	4	Peterhead, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.5	-1.78333	-2605290	20220818121500	https://www.pressandjournal.co.uk/fp/lifestyle/society/4636732/the-green-cocoa-team-chocolate-aberdeenshire/
1059144774	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			1	043	043	04	1	2.8	2	1	2	3.1045751633987	0								1	Belgium	BE	BE		50.833333	4	BE	4	Peterhead, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.5	-1.78333	-2605290	20220818121500	https://www.pressandjournal.co.uk/fp/lifestyle/society/4636732/the-green-cocoa-team-chocolate-aberdeenshire/
1059144775	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			1	043	043	04	1	2.8	6	1	6	3.1045751633987	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220818121500	https://www.pressandjournal.co.uk/fp/lifestyle/society/4636732/the-green-cocoa-team-chocolate-aberdeenshire/
1059144776	20220818	202208	2022	2022.6247											ARG	PAMPAS	ARG								1	193	193	19	4	-10.0	12	1	10	-4.35413642960813	0								1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20220818121500	https://cineuropa.net/en/newsdetail/428867/
1059144777	20220818	202208	2022	2022.6247											AUS	QUEENSLAND	AUS								0	080	080	08	2	5.0	10	1	10	-8.31889081455807	0								0								0								20220818121500	https://www.9news.com.au/national/inquiry-hears-of-cultural-issues-impacting-queensland-police-handling-of-domestic-violence/bd3f145e-fe68-4ad8-9a54-53342a46cd67
1059144778	20220818	202208	2022	2022.6247											BUS	TANKER						BUS			1	030	030	03	1	4.0	10	1	10	3.06513409961686	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20220818121500	https://www.ship-technology.com/news/bermuda-sfl-suezmax-tanker-quartet/
1059144779	20220818	202208	2022	2022.6247											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	6	1	6	3.49206349206349	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20220818121500	https://www.globalreinsurance.com/home/chris-killourhy-to-take-the-helm-at-qbe-re/1442084.article
1059144780	20220818	202208	2022	2022.6247											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	2	1	2	3.49206349206349	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	United Kingdom	UK	UK		54	-4	UK	20220818121500	https://www.globalreinsurance.com/home/chris-killourhy-to-take-the-helm-at-qbe-re/1442084.article
1059144781	20220818	202208	2022	2022.6247											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	2	1	2	3.49206349206349	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818121500	https://www.globalreinsurance.com/home/chris-killourhy-to-take-the-helm-at-qbe-re/1442084.article
1059144782	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			0	051	051	05	1	3.4	10	1	10	3.93258426966292	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220818121500	http://tradearabia.com/news/IND_399732.html
1059144783	20220818	202208	2022	2022.6247											BUS	PRODUCER						BUS			1	173	173	17	4	-5.0	4	1	4	0.61728395061728	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818121500	https://www.smithsonianmag.com/smart-news/academy-apologizes-sacheen-littlefeather-who-refused-oscar-on-behalf-of-marlon-brando-180980600/
1059144784	20220818	202208	2022	2022.6247											BUS	PRODUCER						BUS			1	173	173	17	4	-5.0	2	1	2	0.61728395061728	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818121500	https://www.smithsonianmag.com/smart-news/academy-apologizes-sacheen-littlefeather-who-refused-oscar-on-behalf-of-marlon-brando-180980600/
1059144785	20220818	202208	2022	2022.6247											BUS	PRODUCER						BUS			1	173	173	17	4	-5.0	2	1	2	0.61728395061728	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818121500	https://www.smithsonianmag.com/smart-news/academy-apologizes-sacheen-littlefeather-who-refused-oscar-on-behalf-of-marlon-brando-180980600/
1059144786	20220818	202208	2022	2022.6247											BUS	PRODUCER						BUS			1	173	173	17	4	-5.0	2	1	2	0.61728395061728	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220818121500	https://www.smithsonianmag.com/smart-news/academy-apologizes-sacheen-littlefeather-who-refused-oscar-on-behalf-of-marlon-brando-180980600/
1059144787	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								1	020	020	02	1	3.0	8	1	8	2.91666666666667	0								4	Kenora, Ontario, Canada	CA	CA08	12660	49.7667	-94.4667	-567171	4	Kenora, Ontario, Canada	CA	CA08	12660	49.7667	-94.4667	-567171	20220818121500	https://www.895thelake.ca/2022/08/18/ncc-completes-sale-of-town-island/
1059144788	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								0	057	057	05	1	8.0	4	1	4	0.86021505376344	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818121500	https://www.finanznachrichten.de/nachrichten-2022-08/56843439-awakn-life-sciences-corp-awakn-life-sciences-signs-second-licensing-partnership-agreement-and-expands-commercial-operations-into-canada-296.htm
1059144789	20220818	202208	2022	2022.6247											CHE	SWITZERLAND	CHE								1	043	043	04	1	2.8	2	1	2	-2.02360876897133	0								4	Locarno, Ticino, Switzerland	SZ	SZ20	26305	46.165	8.79925	-2552936	4	Locarno, Ticino, Switzerland	SZ	SZ20	26305	46.165	8.79925	-2552936	20220818121500	https://cineuropa.net/en/newsdetail/428927/
1059144790	20220818	202208	2022	2022.6247											CHRPRO	METHODIST CHURCH				CHR	PRO				1	042	042	04	1	1.9	10	1	10	-11.3553113553113	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220818121500	https://www.iol.co.za/news/crime-and-courts/mzansis-dumbest-criminals-man-returns-to-methodist-church-after-robbery-then-accomplice-friend-comes-to-court-a4505bc9-d06c-4061-b3b0-99500aed0b9f
1059144791	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	0841	084	08	2	7.0	3	1	3	-6.34408602150538	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220818121500	https://tribune.com.pk/story/2371612/gill-handed-back-in-police-custody-amid-high-drama
1059144792	20220818	202208	2022	2022.6247											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-6.03674540682415	0								4	Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea	GV	GV04	40713	9.50917	-13.7122	-1178387	4	Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea	GV	GV04	40713	9.50917	-13.7122	-1178387	20220818121500	https://medafricatimes.com/27822-clashes-after-a-call-for-demonstrations-against-guinean-junta.html
1059144793	20220818	202208	2022	2022.6247											CRM	MISCREANT						CRM			1	110	110	11	3	-2.0	7	1	7	-8.1168831168831	0								4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	20220818121500	https://www.thisdaylive.com/index.php/2022/08/18/insecurity-fcta-dislodges-illegal-market-in-asokoro-for-harbouring-criminals/
1059144794	20220818	202208	2022	2022.6247											CRM	FELON						CRM			0	173	173	17	4	-5.0	10	1	10	-7.53424657534247	0								3	Gouverneur, New York, United States	US	USNY	NY089	44.3367	-75.463	976353	3	Gouverneur, New York, United States	US	USNY	NY089	44.3367	-75.463	976353	20220818121500	https://www.northcountrynow.com/news-police-blotter/gouverneur-police-blotter-july-20-aug-17-0325163
1059144795	20220818	202208	2022	2022.6247											CVL	NEIGHBORHOOD						CVL			1	043	043	04	1	2.8	2	1	2	1.55440414507772	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20220818121500	https://www.nbcnewyork.com/news/good-news/hero-uber-driver-sees-people-stuck-in-burning-nyc-home-so-he-stops-to-help-save-them/3829355/
1059144796	20220818	202208	2022	2022.6247											CVL	NEIGHBORHOOD						CVL			0	130	130	13	3	-4.4	3	1	3	-1.50641025641026	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818121500	https://www.lmtonline.com/entertainment/article/Inside-the-Bizarre-and-Dangerous-Rod-of-17381499.php
1059144797	20220818	202208	2022	2022.6247											CVL	NEIGHBORHOOD						CVL			0	130	130	13	3	-4.4	2	1	2	-1.50641025641026	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818121500	https://www.lmtonline.com/entertainment/article/Inside-the-Bizarre-and-Dangerous-Rod-of-17381499.php
1059144798	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	-1.43884892086331	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220818121500	https://www.israelnationalnews.com/news/358379
1059144799	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	6	1	6	3.54223433242507	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220818121500	https://www.cambridge-news.co.uk/news/local-news/cambs-sixth-form-students-celebrate-24789861
1059144800	20220818	202208	2022	2022.6247											EDU	UNIVERSITY						EDU			0	036	036	03	1	4.0	10	1	10	3.54223433242507	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220818121500	https://www.cambridge-news.co.uk/news/local-news/cambs-sixth-form-students-celebrate-24789861
1059144801	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	10	1	10	2.12264150943396	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220818121500	https://www.yakimaherald.com/news/local/education/garfield-teachers-and-staff-make-home-visits-to-build-connections-with-yakima-students-families/article_f26275be-1e55-11ed-ac2a-23dee1b8e7ef.html
1059144802	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	042	042	04	1	1.9	5	1	5	6.2415196743555	0								3	Saline County, Kansas, United States	US	USKS		38.7833	-97.667	485047	3	Saline County, Kansas, United States	US	USKS		38.7833	-97.667	485047	20220818121500	https://www.salina.com/story/news/education/2022/08/18/salina-schools-partner-bring-local-visiting-artists/10329245002/
1059144803	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	042	042	04	1	1.9	5	1	5	6.2415196743555	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220818121500	https://www.salina.com/story/news/education/2022/08/18/salina-schools-partner-bring-local-visiting-artists/10329245002/
1059144804	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	6	1	6	2.32288037166086	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20220818121500	https://www.pressandjournal.co.uk/politics/4679020/teenager-commuted-from-london-to-bristol-for-a-levels/
1059144805	20220818	202208	2022	2022.6247											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	10	1	10	1.83875530410184	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220818121500	https://nation.sc/articles/14723/dream-comes-true-for-terminally-ill-boy--by-patrick-joubert-
1059144806	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	052	052	05	1	3.5	6	1	6	1.33333333333333	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220818121500	https://www.lancashiretelegraph.co.uk/news/20670982.darwen-sixth-form-students-celebrate-fantastic-a-levels/
1059144807	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	100	100	10	3	-5.0	10	1	10	0.75187969924812	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220818121500	https://www.lancashiretelegraph.co.uk/news/20670941.three-bacup-rawtenstall-grammar-heading-oxbridge/
