1059220813	20220811	202208	2022	2022.6055	JUDJUD	MAGISTRATE						JUD	JUD												1	022	022	02	1	3.2	3	1	3	-1.55131264916468	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818220000	https://abcnews.go.com/Politics/judge-seek-unseal-portions-mar-lago-affidavit-doj/story?id=88492541
1059220814	20220811	202208	2022	2022.6055	JUDJUD	MAGISTRATE						JUD	JUD		JUD	MAGISTRATE						JUD			1	120	120	12	3	-4.0	2	1	2	-1.55131264916468	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220818220000	https://abcnews.go.com/Politics/judge-seek-unseal-portions-mar-lago-affidavit-doj/story?id=88492541
1059220815	20220811	202208	2022	2022.6055	JUDJUD	MAGISTRATE						JUD	JUD		USA	UNITED STATES	USA								1	022	022	02	1	3.2	2	1	2	-1.55131264916468	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818220000	https://abcnews.go.com/Politics/judge-seek-unseal-portions-mar-lago-affidavit-doj/story?id=88492541
1059220816	20220811	202208	2022	2022.6055	USAJUD	UNITED STATES	USA					JUD			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.26315789473685	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220818220000	https://www.nytimes.com/2022/08/18/us/politics/texas-gillespie-elections-threats.html
1059220817	20220811	202208	2022	2022.6055	USAJUD	UNITED STATES	USA					JUD			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.26315789473685	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Springfield, Missouri, United States	US	USMO	MO077	37.2153	-93.2982	735864	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220818220000	https://www.nytimes.com/2022/08/18/us/politics/texas-gillespie-elections-threats.html
1059220818	20220817	202208	2022	2022.6219											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	5	1	5	3.45679012345679	0								4	Towie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.1833	-2.93333	-2610065	4	Towie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.1833	-2.93333	-2610065	20220818220000	https://www.dailystar.co.uk/showbiz/gemma-collins-teases-big-brother-27778110
1059220819	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	3	1	3	3.45679012345679	4	Hemel Hempstead, Hertfordshire, United Kingdom	UK	UKF8	40114	51.75	-0.466667	-2598484	0								4	Hemel Hempstead, Hertfordshire, United Kingdom	UK	UKF8	40114	51.75	-0.466667	-2598484	20220818220000	https://www.dailystar.co.uk/showbiz/gemma-collins-teases-big-brother-27778110
1059220820	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	2	1	2	3.45679012345679	5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	0								4	Hemel Hempstead, Hertfordshire, United Kingdom	UK	UKF8	40114	51.75	-0.466667	-2598484	20220818220000	https://www.dailystar.co.uk/showbiz/gemma-collins-teases-big-brother-27778110
1059220821	20220817	202208	2022	2022.6219	LAB	EMPLOYEE						LAB			USA	MAINE	USA								1	0311	031	03	1	5.2	7	1	7	3.46534653465347	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818220000	https://www.supermarketnews.com/issues-trends/hannaford-bolsters-tuition-reimbursement-program
1059220822	20220817	202208	2022	2022.6219	LAB	EMPLOYEE						LAB			USA	MAINE	USA								1	071	071	07	2	7.4	5	1	5	3.46534653465347	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220818220000	https://www.supermarketnews.com/issues-trends/hannaford-bolsters-tuition-reimbursement-program
1059220823	20220818	202208	2022	2022.6247											AUT	AUSTRIA	AUT								1	080	080	08	2	5.0	10	1	10	-2.69320843091334	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20220818220000	https://en.qantara.de/content/interview-with-filmmaker-arash-t-riahi-non-violent-revolutions-are-not-a-hippie-fantasy
1059220824	20220818	202208	2022	2022.6247											AUT	AUSTRIA	AUT								1	190	190	19	4	-10.0	2	1	2	-5.75539568345324	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220818220000	https://www.irishmirror.ie/news/world-news/children-killed-powerful-storms-sweep-27778809
1059220825	20220818	202208	2022	2022.6247											BUS	BANK						BUS			0	036	036	03	1	4.0	10	1	10	0.56122448979592	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220818220000	https://techbullion.com/bitcoin-loophole-nigeria-reviews-2022-scam-or-legit/
1059220826	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	1.31291028446389	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220818220000	https://www.abqjournal.com/2525535/bluehalo-opens-new-facility-near-kirtland.html
1059220827	20220818	202208	2022	2022.6247											BUS	LANDLORD						BUS			1	100	100	10	3	-5.0	5	1	5	-1.85873605947956	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20220818220000	https://www.postandcourier.com/columbia/business/for-columbia-vape-and-tattoo-shops-finding-space-to-rent-offers-an-extra-challenge/article_5a5bace4-1f2d-11ed-94e5-2bd8bf549334.html
1059220828	20220818	202208	2022	2022.6247											BUS	TANKER						BUS			1	190	190	19	4	-10.0	5	1	5	-3.10734463276836	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20220818220000	https://www.kamloopsthisweek.com/local-news/crews-continue-to-attack-small-wildfire-north-of-kamloops-5714238
1059220829	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								1	046	046	04	1	7.0	7	1	4	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220830	20220818	202208	2022	2022.6247											CANCHR	CANADA	CAN			CHR					1	042	042	04	1	1.9	4	1	4	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220831	20220818	202208	2022	2022.6247											CHR	DIOCESE				CHR					1	042	042	04	1	1.9	2	1	2	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220832	20220818	202208	2022	2022.6247											CHRCTH	THE POPE				CHR	CTH				0	010	010	01	1	0.0	3	1	3	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220833	20220818	202208	2022	2022.6247											CHRCTH	THE POPE				CHR	CTH				0	040	040	04	1	1.0	3	1	3	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220834	20220818	202208	2022	2022.6247											CRM	CRIMINAL						CRM			0	020	020	02	1	3.0	2	1	2	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220835	20220818	202208	2022	2022.6247											CUB	CUBA	CUB								0	0353	035	03	1	7.0	10	1	10	-5.59646539027982	0								1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20220818220000	https://freerepublic.com/focus/f-religion/4086637/posts
1059220836	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			1	015	015	01	1	0.0	6	1	6	-7.05882352941176	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818220000	https://windsorstar.com:443/news/local-news/windsor-man-pleads-guilty-to-hate-crimes-against-lgbtq-community
1059220837	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			1	173	173	17	4	-5.0	6	1	6	-7.05882352941176	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220818220000	https://windsorstar.com:443/news/local-news/windsor-man-pleads-guilty-to-hate-crimes-against-lgbtq-community
1059220838	20220818	202208	2022	2022.6247											CVL	VILLAGE						CVL			1	190	190	19	4	-10.0	3	1	3	-4.35483870967742	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220818220000	https://qconline.com/news/state-and-regional/crime-and-courts/boy-14-shot-thursday-is-7th-child-shot-in-chicago-in-less-than-17-hours/article_747f4ff4-060a-5c8e-b4db-f2dfdedd3786.html
1059220839	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			0	0353	035	03	1	7.0	10	1	10	4.71311475409836	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220818220000	https://www.newsandtribune.com/news/iu-cuts-costs-barriers-to-help-more-go-to-college/article_20db6dfc-1f3b-11ed-b710-47782a7fbf39.html
1059220840	20220818	202208	2022	2022.6247											EDU	STUDENT						EDU			1	036	036	03	1	4.0	5	1	5	-0.26178010471204	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220818220000	https://www.wvnews.com/jacksonnewsnews/wvnews/west-virginia-supreme-court-takes-on-hope-scholarship-appeal-supplanting-review-by-intermediate-court/article_8fa09bcc-1f3b-11ed-84f1-33d2e9a38d2d.html
1059220841	20220818	202208	2022	2022.6247											FRA	LYON	FRA								0	037	037	03	1	5.0	3	1	3	1.80360721442886	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818220000	http://www.thehardtackle.com/transfer-news/2022/08/18/lucas-paqueta-open-to-joining-newcastle-united/
1059220842	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	1	2	5.5	0								1	United Kingdom	UK	UK		54	-4	UK	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220818220000	https://hypebeast.com/2022/8/jon-burgerman-group-therapy-woaw-gallery
1059220843	20220818	202208	2022	2022.6247											GBR	LEEDS	GBR								1	042	042	04	1	1.9	6	1	6	1.0752688172043	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220818220000	https://www.hitc.com/en-gb/2022/08/18/kalvin-phillips-and-oli-mcburnie-react-to-latest-news-coming-out-of-leeds/
1059220844	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	2	1	2	1.03857566765579	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220818220000	https://www.punknews.org/article/78077/interviews-peter-hook-talks-his-current-tour-the-legacy-of-joy-division-and-physical-media
1059220845	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	2	1	2	1.03857566765579	0								1	Monaco	MN	MN		43.733333	7.4	MN	1	Monaco	MN	MN		43.733333	7.4	MN	20220818220000	https://www.punknews.org/article/78077/interviews-peter-hook-talks-his-current-tour-the-legacy-of-joy-division-and-physical-media
1059220846	20220818	202208	2022	2022.6247											GBR	UNITED KINGDOM	GBR								1	180	180	18	4	-9.0	2	1	2	-0.963855421686739	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818220000	https://www.goal.com/en-gh/news/giggs-explicit-poem-read-in-court-as-trial-of-ex-man-utd-star-continues/bltca55a0f1442de413
1059220847	20220818	202208	2022	2022.6247											GBR	MANCHESTER	GBR								1	190	190	19	4	-10.0	1	1	1	-0.43196544276458	0								5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	20220818220000	https://www.dailystar.co.uk/showbiz/celeb-chef-tom-kerridge-defends-27778256
1059220848	20220818	202208	2022	2022.6247											GOV	GOVERNMENT						GOV			1	061	061	06	2	6.4	3	1	3	-4.36933223413025	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220818220000	https://gazette.com/premium/federal-judge-refuses-to-reconsider-ruling-maintains-charitable-solicitation-law-is-constitutional/article_8887be6c-567f-5c84-95c1-fcdcef1218cd.html
1059220849	20220818	202208	2022	2022.6247											GOV	GOVERNMENT						GOV			1	061	061	06	2	6.4	2	1	2	-4.36933223413025	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220818220000	https://gazette.com/premium/federal-judge-refuses-to-reconsider-ruling-maintains-charitable-solicitation-law-is-constitutional/article_8887be6c-567f-5c84-95c1-fcdcef1218cd.html
1059220850	20220818	202208	2022	2022.6247											GOV	ELECTION COMMISSION						GOV			1	100	100	10	3	-5.0	10	1	10	-1.41414141414142	0								3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	3	Palmetto, South Carolina, United States	US	USSC	SC031	34.2521	-79.8273	1227957	20220818220000	https://www.fitsnews.com/2022/08/18/labor-party-booted-from-south-carolina-ballot-after-democrats-complain/
1059220851	20220818	202208	2022	2022.6247											GOV	AUTHORITIES						GOV			1	173	173	17	4	-5.0	5	1	5	-5.56438791732909	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220818220000	https://www.washingtonexaminer.com/news/ron-desantis-20-charged-voter-fraud-florida
1059220852	20220818	202208	2022	2022.6247											GOV	AUTHORITIES						GOV			1	190	190	19	4	-10.0	3	1	3	-9.45945945945946	0								3	Meriden, Connecticut, United States	US	USCT	CT009	41.5382	-72.807	208834	3	Meriden, Connecticut, United States	US	USCT	CT009	41.5382	-72.807	208834	20220818220000	https://www.nhregister.com/news/article/Police-Man-arrested-in-woman-s-East-Haven-17382914.php
1059220853	20220818	202208	2022	2022.6247											GRD	GRENADA	GRD								1	173	173	17	4	-5.0	2	1	2	-9.78260869565221	0								1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20220818220000	https://barbadostoday.bb/2022/08/17/four-trinidadians-fined-for-brawl-on-harbour-master-involving-grenadas-anderson-peters/
1059220854	20220818	202208	2022	2022.6247											IRNGOV	IRANIAN	IRN					GOV			1	043	043	04	1	2.8	3	1	3	-2.18068535825545	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818220000	https://www.firstshowing.net/2022/first-trailer-for-jafar-panahis-no-bears-film-premiering-in-venice/
1059220855	20220818	202208	2022	2022.6247											ITA	MILAN	ITA								0	060	060	06	2	6.0	6	1	6	1.52838427947598	0								1	Portugal	PO	PO		39.5	-8	PO	1	Italy	IT	IT		42.833333	12.833333	IT	20220818220000	http://www.thehardtackle.com/transfer-news/2022/08/19/atalanta-plotting-sergio-reguilon-swoop/
1059220856	20220818	202208	2022	2022.6247											JPN	JAPAN	JPN								1	036	036	03	1	4.0	20	2	20	4.77453580901857	0								1	Japan	JA	JA		36	138	JA	3	Como Park, Minnesota, United States	US	USMN		44.9794	-93.1502	641422	20220818220000	https://kroc.com/japanese-obon-festival-at-como-park-minnesota/
1059220857	20220818	202208	2022	2022.6247											JUD	SUPREME COURT						JUD			0	030	030	03	1	4.0	10	1	10	-6.04805302402652	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220818220000	https://www.cincinnati.com/story/news/politics/2022/08/18/kentucky-abortion-ban-supreme-court-not-lifting-ban/65391842007/
1059220858	20220818	202208	2022	2022.6247											JUD	COUNSELOR						JUD			1	051	051	05	1	3.4	3	1	3	-0.63829787234042	0								3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20220818220000	https://www.cbsnews.com/sanfrancisco/news/phoeun-you-deported-cambodia-after-failing-to-get-pardon-from-newsom/
1059220859	20220818	202208	2022	2022.6247											JUD	COUNSELOR						JUD			1	051	051	05	1	3.4	2	1	2	-0.63829787234042	0								3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20220818220000	https://www.cbsnews.com/sanfrancisco/news/phoeun-you-deported-cambodia-after-failing-to-get-pardon-from-newsom/
1059220860	20220818	202208	2022	2022.6247											JUD	ATTORNEY						JUD			1	080	080	08	2	5.0	2	1	2	-4.28265524625268	0								3	Tulsa County, Oklahoma, United States	US	USOK		36.1001	-95.9003	1101859	3	Tulsa County, Oklahoma, United States	US	USOK		36.1001	-95.9003	1101859	20220818220000	https://tulsaworld.com/news/local/county-commission-candidate-bob-jack-files-lawsuit-against-his-campaign-consultant/article_f584affa-1f31-11ed-b28c-af975a6c881c.html
1059220861	20220818	202208	2022	2022.6247											LEG	SPEAKER OF THE HOUSE						LEG			0	040	040	04	1	1.0	3	1	3	-3.61216730038023	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20220818220000	https://www.politicspa.com/mastriano-declines-lnp-debate-invite-calls-news-staff-left-wing-hacks/111094/
1059220862	20220818	202208	2022	2022.6247											LEG	LEGISLATOR						LEG			1	042	042	04	1	1.9	6	1	6	-0.8	0								3	Terre Haute, Indiana, United States	US	USIN		39.4667	-87.4139	444648	3	Terre Haute, Indiana, United States	US	USIN		39.4667	-87.4139	444648	20220818220000	https://www.mojo1029.com/2022/08/18/rep-lucas-visits-candles-holocaust-museum-after-quoting-nazis/
1059220863	20220818	202208	2022	2022.6247											MEX	MEXICO	MEX								1	060	060	06	2	6.0	10	1	10	-8.17843866171004	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818220000	https://www.foxnews.com/us/mexican-smuggling-illegal-migrants
1059220864	20220818	202208	2022	2022.6247											MIL	COMMANDO						MIL			0	043	043	04	1	2.8	10	1	10	1.41732283464567	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220818220000	https://www.obantimes.co.uk/2022/08/18/czech-defence-minister-pays-tributes-to-war-dead-at-arisaig-and-morar/
1059220865	20220818	202208	2022	2022.6247											MNCUSA	DISNEY	USA					MNC			1	043	043	04	1	2.8	10	1	10	7.45098039215686	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220818220000	https://www.gwinnettdailypost.com/entertainment/art-beat-gwinnett-dancer-rachael-graham-living-the-life-onboard-the-disney-dream/article_f7de1f0e-1d9a-11ed-aa3b-5717a3c81628.html
1059220866	20220818	202208	2022	2022.6247											MOS	ISLAMIC				MOS					1	046	046	04	1	7.0	3	1	3	0.37453183520599	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818220000	https://tolonews.com/afghanistan-179452
1059220867	20220818	202208	2022	2022.6247											PAK	PAKISTAN	PAK								0	042	042	04	1	1.9	10	1	10	1.6330451488953	0								4	Ghulam Mustafa, Sindh, Pakistan	PK	PK05	23690	28.0401	68.8348	6115851	4	Ghulam Mustafa, Sindh, Pakistan	PK	PK05	23690	28.0401	68.8348	6115851	20220818220000	https://www.geo.tv/latest/434564-fake-news-uk-govt-tells-nawaz-sharif-to-leave-by-september-25
1059220868	20220818	202208	2022	2022.6247											REF	REFUGEE						REF			1	051	051	05	1	3.4	10	1	10	-2.09090909090909	0								1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20220818220000	https://www.usip.org/publications/2022/08/how-religious-actors-can-help-address-western-hemispheres-biggest-challenges
1059220869	20220818	202208	2022	2022.6247											REL	PRIEST									1	020	020	02	1	3.0	10	1	10	-3.37197049525817	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220818220000	https://www.gwinnettdailypost.com/news/class-action-lawsuit-alleges-sexual-misconduct-by-prominent-quebec-cardinal-and-priest/article_9f0edef4-d3e5-5786-ad9c-f56c7d28fbff.html
1059220870	20220818	202208	2022	2022.6247											REL	MONK									1	046	046	04	1	7.0	10	1	10	1.0752688172043	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20220818220000	https://www.hitc.com/en-gb/2022/08/18/kalvin-phillips-and-oli-mcburnie-react-to-latest-news-coming-out-of-leeds/
