1059142575	20220811	202208	2022	2022.6055											TUR	TURKEY	TUR								1	173	173	17	4	-5.0	2	1	2	-13.1195335276968	0								4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	20220818120000	https://accesswdun.com/article/2022/8/1062906/body-of-missing-gwinnett-county-woman-found-in-paulding-county
1059142576	20220811	202208	2022	2022.6055											TUR	TURKEY	TUR								1	180	180	18	4	-9.0	2	1	2	-13.1195335276968	0								4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	20220818120000	https://accesswdun.com/article/2022/8/1062906/body-of-missing-gwinnett-county-woman-found-in-paulding-county
1059142577	20220811	202208	2022	2022.6055											TUR	TURKEY	TUR								1	190	190	19	4	-10.0	2	1	2	-13.1195335276968	0								4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	20220818120000	https://accesswdun.com/article/2022/8/1062906/body-of-missing-gwinnett-county-woman-found-in-paulding-county
1059142578	20220811	202208	2022	2022.6055	AUS	AUSTRALIA	AUS								TON	TONGA	TON								1	042	042	04	1	1.9	2	1	2	8.33333333333333	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142579	20220811	202208	2022	2022.6055	AUS	AUSTRALIA	AUS								TON	TONGA	TON								1	042	042	04	1	1.9	2	1	2	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142580	20220811	202208	2022	2022.6055	AUS	AUSTRALIA	AUS								TONGOV	TONGA	TON					GOV			1	042	042	04	1	1.9	1	1	1	8.33333333333333	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142581	20220811	202208	2022	2022.6055	AUS	AUSTRALIA	AUS								TONGOV	TONGA	TON					GOV			1	042	042	04	1	1.9	1	1	1	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142582	20220811	202208	2022	2022.6055	COPMED	POLICE						COP	MED		MILMED	CAPTAIN						MIL	MED		0	173	173	17	4	-5.0	5	1	5	-7.71929824561404	0								0								0								20220818120000	https://www.dailysun.co.za/dailysun/news/deadly-zama-zama-fight-sparks-panic-20211214
1059142583	20220811	202208	2022	2022.6055	COPMED	POLICE						COP	MED		MILMED	CAPTAIN						MIL	MED		0	193	193	19	4	-10.0	10	1	10	-7.71929824561404	0								0								0								20220818120000	https://www.dailysun.co.za/dailysun/news/deadly-zama-zama-fight-sparks-panic-20211214
1059142584	20220811	202208	2022	2022.6055	OPP	OPPOSITION FACTION						OPP			TCD	CHAD	TCD								1	057	057	05	1	8.0	5	1	5	-4.3613707165109	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818120000	https://wsau.com/2022/08/18/exiled-rebel-leader-returns-to-chad-for-national-talks/
1059142585	20220811	202208	2022	2022.6055	REB	REBEL						REB			TCD	CHAD	TCD								1	057	057	05	1	8.0	5	1	5	-4.3613707165109	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818120000	https://wsau.com/2022/08/18/exiled-rebel-leader-returns-to-chad-for-national-talks/
1059142586	20220811	202208	2022	2022.6055	SAU	SAUDI ARABIA	SAU								CRM	CRIMINAL						CRM			1	172	172	17	4	-5.0	5	1	5	-3.08483290488432	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220818120000	https://original.antiwar.com/Brett_Wilkins/2022/08/17/saudi-arabias-enablers-condemned-as-woman-sentenced-to-34-years-for-tweets/
1059142587	20220811	202208	2022	2022.6055	TCD	CHAD	TCD								OPP	OPPOSITION FACTION						OPP			1	057	057	05	1	8.0	5	1	5	-4.3613707165109	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818120000	https://wsau.com/2022/08/18/exiled-rebel-leader-returns-to-chad-for-national-talks/
1059142588	20220811	202208	2022	2022.6055	TCD	CHAD	TCD								REB	REBEL						REB			1	057	057	05	1	8.0	5	1	5	-4.3613707165109	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818120000	https://wsau.com/2022/08/18/exiled-rebel-leader-returns-to-chad-for-national-talks/
1059142589	20220811	202208	2022	2022.6055	TON	TONGA	TON								AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142590	20220811	202208	2022	2022.6055	TON	TONGA	TON								AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142591	20220811	202208	2022	2022.6055	TONGOV	TONGA	TON					GOV			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	1	1	1	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142592	20220811	202208	2022	2022.6055	TONGOV	TONGA	TON					GOV			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	1	1	1	8.33333333333333	1	Tonga	TN	TN		-20	-175	TN	1	Tonga	TN	TN		-20	-175	TN	4	Gunnedah, New South Wales, Australia	AS	AS02	5096	-30.9806	150.258	-1577071	20220818120000	https://lgfocus.com.au/news/2022/08/18/gunnedahs-new-sister/
1059142593	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								COP	POLICE						COP			0	016	016	01	1	-2.0	4	1	4	-10.6930693069307	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20220818120000	https://www.abc57.com/news/suspect-charged-in-the-killings-of-2-muslim-men-in-albuquerque-will-remain-in-custody-until-trial
1059142594	20220811	202208	2022	2022.6055	USAGOV	OHIO	USA					GOV			COP	POLICE						COP			1	173	173	17	4	-5.0	7	1	7	-2.96803652968037	3	Erie County, Ohio, United States	US	USOH	OH043	41.3501	-82.5999	1074034	3	Erie County, Ohio, United States	US	USOH		41.3501	-82.5999	1074034	3	Erie County, Ohio, United States	US	USOH		41.3501	-82.5999	1074034	20220818120000	https://www.ibtimes.com/couple-have-sex-ferris-wheel-full-view-young-park-visitors-3603396
1059142595	20220817	202208	2022	2022.6219	USA	THE US	USA																		1	0831	083	08	2	5.0	5	1	5	-5	0								0								0								20220818120000	https://www.forexlive.com/Education/the-crypto-market-tests-the-strength-of-buyers-20220818/
1059142596	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	042	042	04	1	1.9	6	1	6	4.14634146341464	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220818120000	https://www.planetf1.com/news/lewis-hamilton-africa-trip-fully-transformed/
1059142597	20220818	202208	2022	2022.6247											AGO	ANGOLA	AGO								1	120	120	12	3	-4.0	5	1	5	0.97560975609756	0								1	Lesotho	LT	LT		-29.5	28.25	LT	1	Botswana	BC	BC		-22	24	BC	20220818120000	https://www.news24.com/fin24/economy/angola-to-start-talks-on-trade-deal-with-eu-in-bid-to-diversify-from-oil-20220818
1059142598	20220818	202208	2022	2022.6247											AGR	FARMER						AGR			1	061	061	06	2	6.4	10	1	10	-1.28865979381443	0								4	Grodno, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.6884	23.8258	-1943562	4	Grodno, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.6884	23.8258	-1943562	20220818120000	https://eng.belta.by/president/view/lukashenko-calls-for-measures-to-reduce-cost-of-timber-for-residential-construction-152539-2022/
1059142599	20220818	202208	2022	2022.6247											AUS	AUSTRALIA	AUS								0	057	057	05	1	8.0	2	1	2	4.32098765432099	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220818120000	https://lgfocus.com.au/news/2022/08/18/anniversary-marked-by-community/
1059142600	20220818	202208	2022	2022.6247											AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	4	1	4	-3.6036036036036	0								4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	4	Shusha, Susa*, Azerbaijan	AJ	AJ56	535	39.7589	46.7492	-2708730	20220818120000	https://news.am/eng/news/716513.html
1059142601	20220818	202208	2022	2022.6247											BEL	ANTWERP	BEL								1	042	042	04	1	1.9	3	1	3	-0.4149377593361	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818120000	https://www.wallpaper.com/fashion/luu-dan-hung-la-kwaidan-editions-menswear-label-aw22
1059142602	20220818	202208	2022	2022.6247											BEL	ANTWERP	BEL								1	042	042	04	1	1.9	3	1	3	-0.4149377593361	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220818120000	https://www.wallpaper.com/fashion/luu-dan-hung-la-kwaidan-editions-menswear-label-aw22
1059142603	20220818	202208	2022	2022.6247											BEL	BELGIUM	BEL								1	057	057	05	1	8.0	7	1	7	1.80878552971576	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220818120000	https://chennaionline.com/chennai-360/apollo-proton-cancer-centre-in-india-becomes-asias-first-and-exclusive-proton-beam-training-institute-in-association-with-iba-belgium/
1059142604	20220818	202208	2022	2022.6247											BHS	NASSAU	BHS								1	057	057	05	1	8.0	5	1	5	10.3448275862069	0								0								0								20220818120000	https://www.israelnationalnews.com/flashes/584480
1059142605	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	014	014	01	1	0.0	6	1	6	0.612745098039218	0								4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20220818120000	https://www.record-eagle.com/news/local_news/wanted-arpa-funding-requests/article_c9cb1390-1e46-11ed-9d7a-f780977ad73c.html
1059142606	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			1	020	020	02	1	3.0	10	1	10	2.39234449760765	0								1	Samoa	WS	WS		-13.803096	-172.178309	WS	1	Samoa	WS	WS		-13.803096	-172.178309	WS	20220818120000	https://www.knoxnews.com/story/money/business/2022/08/18/buying-business-takes-learning-and-lots-help-alofa-porter/10090465002/
1059142607	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	030	030	03	1	4.0	10	1	10	7.14285714285715	0								3	World Bank, District of Columbia, United States	US	USDC		38.899	-77.0422	2002658	3	World Bank, District of Columbia, United States	US	USDC		38.899	-77.0422	2002658	20220818120000	https://www.bakersfield.com/ap/news/carbon-opportunities-fund-launches-first-of-its-kind-investment-platform-to-issue-tokenized-carbon-credits/article_9f8f827d-956a-51e9-a8d1-929fc56e3076.html
1059142608	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			0	036	036	03	1	4.0	4	1	4	0.15197568389058	0								1	France	FR	FR		46	2	FR	4	Nokomis, Saskatchewan, Canada	CA	CA11	154724	51.5167	-105.017	-570227	20220818120000	https://www.bnnbloomberg.ca/zero-waste-stores-are-helping-consumers-cut-back-on-plastic-1.1807292
1059142609	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			0	036	036	03	1	4.0	6	1	6	0.15197568389058	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818120000	https://www.bnnbloomberg.ca/zero-waste-stores-are-helping-consumers-cut-back-on-plastic-1.1807292
1059142610	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	043	043	04	1	2.8	3	1	3	3.87096774193548	0								4	Ulverston, Cumbria, United Kingdom	UK	UKC9	40102	54.2	-3.1	-2610479	4	Ulverston, Cumbria, United Kingdom	UK	UKC9	40102	54.2	-3.1	-2610479	20220818120000	https://www.nwemail.co.uk/news/20670875.barrow-sixth-formers-celebrate-results-first-formal-exams/
1059142611	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	046	046	04	1	7.0	10	1	10	4.97512437810945	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220818120000	https://www.einnews.com/pr_news/586639730/a-new-era-in-relations-between-uzbekistan-and-saudi-arabia
1059142612	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	057	057	05	1	8.0	10	1	10	3.56234096692112	0								5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	5	West Java, Jawa Barat, Indonesia	ID	ID30	18585	-6.75	107.5	-2679921	20220818120000	https://en.prnasia.com/releases/apac/dhl-strengthens-indonesia-business-optimistic-for-the-future-372254.shtml
1059142613	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	062	062	06	2	7.4	8	1	8	1.68918918918919	0								3	Sunset Lake, Wisconsin, United States	US	USWI		44.3466	-89.1536	1575111	3	Sunset Lake, Wisconsin, United States	US	USWI		44.3466	-89.1536	1575111	20220818120000	https://www.stevenspointjournal.com/story/news/education/2022/08/18/central-sands-community-high-school-near-amherst-aims-reinvent-public-education/10212428002/
1059142614	20220818	202208	2022	2022.6247											BUS	COMPANY						BUS			0	062	062	06	2	7.4	2	1	2	1.68918918918919	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220818120000	https://www.stevenspointjournal.com/story/news/education/2022/08/18/central-sands-community-high-school-near-amherst-aims-reinvent-public-education/10212428002/
1059142615	20220818	202208	2022	2022.6247											BUS	INDUSTRY						BUS			1	190	190	19	4	-10.0	1	1	1	0.57471264367816	0								3	Riverside County, California, United States	US	USCA		33.7334	-116.051	277297	2	California, United States	US	USCA		36.17	-119.746	CA	20220818120000	https://www.energyglobal.com/solar/18082022/edf-renewables-north-americas-palen-solar-site-fully-operational/
1059142616	20220818	202208	2022	2022.6247											CAN	CANADA	CAN								1	051	051	05	1	3.4	2	1	2	0.49423393739704	0								4	Yellowknife, Northwest Territories, Canada	CA	CA13	25042	62.45	-114.35	-576282	4	Yellowknife, Northwest Territories, Canada	CA	CA13	25042	62.45	-114.35	-576282	20220818120000	https://www.cbc.ca/news/canada/north/yellowknife-election-who-s-running-1.6554238
1059142617	20220818	202208	2022	2022.6247											CHN	CHENGDU	CHN								0	020	020	02	1	3.0	13	1	10	-3.80434782608695	0								4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142618	20220818	202208	2022	2022.6247											CHN	CHENGDU	CHN								0	040	040	04	1	1.0	2	1	2	-3.80434782608695	0								4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142619	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	040	040	04	1	1.0	1	1	1	-3.80434782608695	0								4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142620	20220818	202208	2022	2022.6247											CHN	CHENGDU	CHN								1	042	042	04	1	1.9	12	1	10	-3.80434782608695	0								4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142621	20220818	202208	2022	2022.6247											CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	-3.80434782608695	0								4	Chengdu, Sichuan, China	CH	CH32	13270	30.6667	104.067	-1900349	4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142622	20220818	202208	2022	2022.6247											CHNGOV	CHINESE	CHN					GOV			1	043	043	04	1	2.8	3	1	3	-3.80434782608695	0								4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	4	Hainan, Hainan, China	CH	CH31	13072	18.9394	109.484	6025157	20220818120000	https://www.theepochtimes.com/businessman-stuck-in-hainan-covid-19-lockdown-says-islands-governance-very-poor_4671114.html
1059142623	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-4.09876543209876	0								4	San Juan River, Veracruz-Llave, Mexico	MX	MX30	21247	18.6	-95.6667	-1698136	4	San Juan River, Veracruz-Llave, Mexico	MX	MX30	21247	18.6	-95.6667	-1698136	20220818120000	https://www.kunm.org/kunm-news-update/2022-08-18/thurs-city-officially-shuts-down-coronado-park-leaving-some-to-find-new-place-to-sleep-more
1059142624	20220818	202208	2022	2022.6247											COP	POLICE						COP			0	190	190	19	4	-10.0	8	1	8	-4.09876543209876	0								3	Pima County, Arizona, United States	US	USAZ		32.0004	-112.003	25446	3	Pima County, Arizona, United States	US	USAZ		32.0004	-112.003	25446	20220818120000	https://www.kunm.org/kunm-news-update/2022-08-18/thurs-city-officially-shuts-down-coronado-park-leaving-some-to-find-new-place-to-sleep-more
1059142625	20220818	202208	2022	2022.6247											CVL	NEIGHBORHOOD						CVL			0	042	042	04	1	1.9	6	1	6	-4.41882804995197	0								3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20220818120000	https://www.nola.com/news/business/article_eed75178-c737-11ec-8011-fbcf5b31b6d7.html
1059142626	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	3	1	3	2.92504570383913	0								3	Anamosa, Iowa, United States	US	USIA	IA105	42.1083	-91.2852	454176	3	Anamosa, Iowa, United States	US	USIA	IA105	42.1083	-91.2852	454176	20220818120000	https://www.eastcentraliowanews.com/anamosa/anamosa/news/city-administrator-relishes-iowa-return/article_9168f625-2439-5b22-b5ff-e9bdd3875384.html
1059142627	20220818	202208	2022	2022.6247											CVL	IMMIGRANT						CVL			0	051	051	05	1	3.4	16	2	16	0.84392359187807	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220818120000	https://www.prnewswire.com:443/news-releases/cigna-foundation-commits-3-million-to-help-local-nonprofits-address-childhood-hunger-and-mental-health-this-school-year-301607965.html
1059142628	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			0	060	060	06	2	6.0	4	1	4	-4.41882804995197	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818120000	https://www.nola.com/news/business/article_eed75178-c737-11ec-8011-fbcf5b31b6d7.html
1059142629	20220818	202208	2022	2022.6247											CVL	RESIDENTS						CVL			0	060	060	06	2	6.0	6	1	6	-4.41882804995197	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220818120000	https://www.nola.com/news/business/article_eed75178-c737-11ec-8011-fbcf5b31b6d7.html
1059142630	20220818	202208	2022	2022.6247											CVL	PEASANT						CVL			1	061	061	06	2	6.4	10	1	10	-0.93283582089552	0								4	Grodno, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.6884	23.8258	-1943562	4	Grodno, Hrodzyenskaya Voblasts', Belarus	BO	BO03	39937	53.6884	23.8258	-1943562	20220818120000	https://eng.belta.by/president/view/lukashenko-suggests-way-to-address-housing-shortage-problem-in-belarusian-countryside-152549-2022/
1059142631	20220818	202208	2022	2022.6247											CVL	COMMUNITY						CVL			1	122	122	12	3	-4.0	10	1	10	-7.90273556231003	0								0								0								20220818120000	https://www.iomtoday.co.im/news/courts/motorist-who-refused-to-give-breath-sample-is-sentenced-559475
